證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
080274,台塑永豐06購01,0,0,0,--,--,--,--, ,0.00,0.37,499,0.42,10,103.50
080275,台聚永豐06購01,0,0,0,--,--,--,--, ,0.00,4.10,499,--,0,36.85
080276,亞聚永豐06購01,0,0,0,--,--,--,--, ,0.00,3.12,499,3.94,2,33.00
080277,台達化永豐06購01,0,0,0,--,--,--,--, ,0.00,0.67,499,0.74,10,42.85
080278,台苯永豐06購01,0,0,0,--,--,--,--, ,0.00,0.14,50,0.24,10,20.90
080279,國喬永豐06購02,0,0,0,--,--,--,--, ,0.00,1.10,499,1.20,10,29.55
080280,新纖永豐06購01,"12,000",1,"28,440",2.37,2.37,2.37,2.37,X,0.00,2.53,499,--,0,21.75
080281,中興電永豐06購04,0,0,0,--,--,--,--, ,0.00,--,0,0.05,10,51.30
080282,長興永豐06購01,0,0,0,--,--,--,--, ,0.00,0.15,499,0.16,10,40.10
080283,中鴻永豐06購01,0,0,0,--,--,--,--, ,0.00,--,0,--,0,50.80
080284,玉晶光永豐06購08,0,0,0,--,--,--,--, ,0.00,--,0,0.10,10,527.00
080285,合勤控永豐06購02,0,0,0,--,--,--,--, ,0.00,--,0,0.03,10,30.40
080286,矽創永豐06購02,0,0,0,--,--,--,--, ,0.00,--,0,--,0,291.50
080287,康那香永豐06購01,0,0,0,--,--,--,--, ,0.00,0.02,499,0.12,10,34.20
080288,FB上証中信07購01,0,0,0,--,--,--,--, ,0.00,0.01,30,0.05,10,0.00
080289,中興電中信09購01,"10,000",1,"1,000",0.10,0.10,0.10,0.10,X,0.00,0.10,30,0.11,30,0.00
080290,中鴻中信08購01,0,0,0,--,--,--,--, ,0.00,8.90,30,--,0,0.00
080291,鴻海中信06購02,0,0,0,--,--,--,--, ,0.00,3.25,30,--,0,0.00
080292,鴻海中信08購01,0,0,0,--,--,--,--, ,0.00,4.29,10,4.39,10,0.00
080293,鴻海中信0A購01,"10,000",1,"26,900",2.69,2.69,2.69,2.69,X,0.00,2.94,200,--,0,0.00
080294,旺宏中信07購01,"29,000",1,"8,990",0.31,0.31,0.31,0.31,X,0.00,0.33,30,0.34,30,0.00
080295,上緯控中信09購01,0,0,0,--,--,--,--, ,0.00,0.05,30,0.06,10,0.00
080296,臺股指中信0C購01,0,0,0,--,--,--,--, ,0.00,2.04,499,2.07,100,0.00
080297,元黃金群益09購01,"35,000",3,"11,000",0.31,0.32,0.31,0.32,-,0.07,0.31,75,0.32,10,24.39
080298,臺指反群益08購02,0,0,0,--,--,--,--, ,0.00,0.04,25,0.05,10,6.41
080299,中興電群益07購02,0,0,0,--,--,--,--, ,0.00,0.01,300,0.49,10,51.30
080300,長興群益07購01,0,0,0,--,--,--,--, ,0.00,0.91,25,1.01,10,40.10
080301,榮成群益06購02,0,0,0,--,--,--,--, ,0.00,0.86,25,0.96,10,26.05
080302,為升群益07購02,0,0,0,--,--,--,--, ,0.00,0.42,25,0.52,10,190.00
080303,台積電群益06購09,"1,000",1,"2,010",2.01,2.01,2.01,2.01,X,0.00,2.20,25,5.30,4,606.00
080304,敬鵬群益06購01,0,0,0,--,--,--,--, ,0.00,0.12,25,0.22,10,30.50
080305,台光電群益06購01,0,0,0,--,--,--,--, ,0.00,1.73,25,1.83,10,214.00
080306,聯發科群益07購03,"22,000",4,"129,600",6.05,6.05,5.30,5.30,-,0.85,5.45,25,5.95,10,978.00
080307,義隆群益06購02,0,0,0,--,--,--,--, ,0.00,5.30,25,5.80,10,212.00
080308,大立光群益06購03,"599,000",2,"5,990",0.01,0.01,0.01,0.01,X,0.00,0.01,25,0.11,10,"3,020.00"
080309,欣興群益06購03,"39,000",18,"221,050",5.45,7.25,5.45,7.25,+,1.80,7.15,25,8.55,1,134.00
080310,國巨兆豐07購02,"2,000",1,"1,700",0.85,0.85,0.85,0.85,+,0.18,0.88,10,0.97,10,545.00
080311,亞光兆豐06購01,0,0,0,--,--,--,--, ,0.00,0.60,10,0.69,10,82.00
080312,台積電麥證06購05,0,0,0,--,--,--,--, ,0.00,1.23,998,1.32,10,0.00
080313,聯發科麥證06購04,0,0,0,--,--,--,--, ,0.00,7.10,10,--,0,0.00
080314,合勤控康和06購01,0,0,0,--,--,--,--, ,0.00,--,0,--,0,30.40
080315,T50反1凱基0C購02,0,0,0,--,--,--,--, ,0.00,0.07,100,0.17,10,5.64
080316,T50反1凱基0C購03,"10,000",1,"1,500",0.15,0.15,0.15,0.15,+,0.02,0.10,70,0.14,400,5.64
080317,T50反1凱基0C購04,"340,000",6,"57,210",0.17,0.17,0.16,0.16,-,0.01,0.16,142,0.19,60,5.64
080318,道瓊反凱基06購04,0,0,0,--,--,--,--, ,0.00,--,0,0.10,10,8.17
080319,SP黃豆凱基07購03,0,0,0,--,--,--,--, ,0.00,2.58,100,2.61,10,21.75
080320,台泥凱基07購01,"28,000",4,"40,860",1.46,1.46,1.44,1.44,-,0.06,1.39,450,1.42,30,51.50
080321,泰山凱基08購01,"23,000",3,"31,580",1.38,1.38,1.36,1.37,-,0.02,1.34,100,1.36,50,29.05
080322,中興電凱基06購05,0,0,0,--,--,--,--, ,0.00,0.21,100,0.31,10,51.30
080323,長興凱基06購01,0,0,0,--,--,--,--, ,0.00,0.74,100,0.84,10,40.10
080324,寶齡凱基08購01,"5,000",2,"9,520",1.83,2.20,1.83,2.20, ,0.00,1.72,100,2.00,10,112.00
080325,台玻凱基06購02,0,0,0,--,--,--,--, ,0.00,6.70,100,7.20,10,33.35
080326,榮成凱基06購02,0,0,0,--,--,--,--, ,0.00,2.25,100,--,0,26.05
080327,國巨凱基06購10,"58,000",2,"40,020",0.69,0.69,0.69,0.69,-,0.01,0.85,100,--,0,545.00
080328,凌陽凱基06購02,0,0,0,--,--,--,--, ,0.00,7.20,100,--,0,32.40
080329,友達凱基07購06,0,0,0,--,--,--,--, ,0.00,6.20,499,--,0,22.85
080330,強茂凱基07購01,"203,000",16,"290,870",1.07,1.62,1.07,1.51,+,0.64,1.41,100,1.46,10,65.20
080331,華新科凱基06購09,0,0,0,--,--,--,--, ,0.00,0.04,100,0.14,10,217.00
080332,宏達電凱基06購01,0,0,0,--,--,--,--, ,0.00,4.15,100,5.85,4,40.60
080333,國產凱基06購01,"118,000",1,"23,600",0.20,0.20,0.20,0.20,-,0.05,0.22,100,--,0,24.80
080334,欣興凱基06購06,0,0,0,--,--,--,--, ,0.00,5.85,100,--,0,134.00
080335,玉晶光凱基07購05,"454,000",6,"249,270",0.53,0.59,0.53,0.59,+,0.01,0.64,100,0.66,10,527.00
080336,群創凱基07購04,"118,000",9,"470,220",3.88,4.07,3.80,4.07,+,0.59,4.74,499,--,0,21.00
080337,合勤控凱基07購01,0,0,0,--,--,--,--, ,0.00,0.02,100,0.10,10,30.40
080338,合勤控凱基09購01,"20,000",2,"2,000",0.10,0.10,0.10,0.10,X,0.00,0.09,100,0.10,10,30.40
080339,盛群凱基06購01,0,0,0,--,--,--,--, ,0.00,4.65,100,--,0,109.50
080340,聯茂凱基07購02,0,0,0,--,--,--,--, ,0.00,0.06,100,0.10,10,138.00
080341,南茂凱基07購01,0,0,0,--,--,--,--, ,0.00,5.20,100,5.35,10,49.65
080342,中興電統一07購05,0,0,0,--,--,--,--, ,0.00,0.15,10,0.16,10,51.30
080343,中鴻統一07購02,0,0,0,--,--,--,--, ,0.00,10.70,10,--,0,50.80
080344,聯電統一08購04,0,0,0,--,--,--,--, ,0.00,0.63,200,0.72,75,53.30
080345,華通統一08購01,"122,000",4,"38,920",0.32,0.32,0.31,0.31,-,0.01,0.30,10,0.31,10,41.00
080346,台光電統一08購01,"10,000",1,"12,000",1.20,1.20,1.20,1.20,+,0.07,1.19,10,1.29,10,214.00
080347,台光電統一08購02,"49,000",5,"70,490",1.45,1.45,1.40,1.42,+,0.08,1.42,200,1.45,10,214.00
080348,長榮統一08購05,0,0,0,--,--,--,--, ,0.00,15.80,10,17.20,4,136.50
080349,晶豪科統一08購02,0,0,0,--,--,--,--, ,0.00,7.35,10,7.85,10,131.50
080350,群創統一08購02,0,0,0,--,--,--,--, ,0.00,--,0,--,0,21.00
080351,GIS統一07購02,"265,000",2,"43,750",0.15,0.17,0.15,0.17,+,0.03,0.16,10,0.19,10,106.50
080352,南六統一08購01,0,0,0,--,--,--,--, ,0.00,0.06,400,0.10,10,152.50
080353,台灣50元富06購06,0,0,0,--,--,--,--, ,0.00,10.90,25,--,0,138.30
080354,台灣50元富07購01,0,0,0,--,--,--,--, ,0.00,5.00,25,5.05,25,138.30
080355,台灣50元富09購03,"44,000",4,"141,240",3.21,3.21,3.21,3.21,-,0.22,3.39,25,3.40,25,138.30
080356,榮成元富06購03,0,0,0,--,--,--,--, ,0.00,1.22,25,1.24,25,26.05
080357,鴻海元富0A購01,0,0,0,--,--,--,--, ,0.00,5.35,50,5.55,50,113.00
080358,鴻海元富0A購02,0,0,0,--,--,--,--, ,0.00,5.85,50,6.00,50,113.00
080359,鴻海元富0A購03,0,0,0,--,--,--,--, ,0.00,6.90,50,7.15,50,113.00
080360,國巨元富09購03,"161,000",15,"295,980",1.60,1.88,1.60,1.85,+,0.23,1.82,50,1.84,50,545.00
080361,國巨元富09購04,"269,000",14,"545,020",1.75,2.11,1.75,2.04,+,0.23,2.02,50,2.04,47,545.00
080362,國巨元富09購05,"607,000",20,"1,130,730",1.66,1.99,1.66,1.85,+,0.26,1.86,55,1.88,50,545.00
080363,晶豪科元富06購03,0,0,0,--,--,--,--, ,0.00,--,0,--,0,131.50
080364,智原元富07購02,0,0,0,--,--,--,--, ,0.00,4.58,25,--,0,77.60
080365,智原元富07購03,0,0,0,--,--,--,--, ,0.00,2.76,25,--,0,77.60
080366,中鋼國泰08購01,0,0,0,--,--,--,--, ,0.00,--,0,--,0,35.45
080367,創意國泰08購01,0,0,0,--,--,--,--, ,0.00,2.66,10,2.76,10,415.00
080368,上緯控國泰08購01,"50,000",3,"9,500",0.19,0.19,0.19,0.19,X,0.00,0.19,499,0.20,30,119.50
080369,矽創國泰08購01,0,0,0,--,--,--,--, ,0.00,7.25,499,--,0,291.50
080370,中石化永豐06購02,0,0,0,--,--,--,--, ,0.00,0.36,499,0.46,10,13.45
080371,力麗永豐06購01,0,0,0,--,--,--,--, ,0.00,--,0,0.04,10,12.65
080372,華城永豐06購01,0,0,0,--,--,--,--, ,0.00,--,0,0.05,10,42.70
080373,大成鋼永豐06購02,0,0,0,--,--,--,--, ,0.00,3.59,499,--,0,45.95
080374,台光電永豐06購01,0,0,0,--,--,--,--, ,0.00,1.61,499,1.71,10,214.00
080375,友達永豐06購04,0,0,0,--,--,--,--, ,0.00,2.96,499,--,0,22.85
080376,晶豪科永豐06購04,0,0,0,--,--,--,--, ,0.00,--,0,--,0,131.50
080377,欣興永豐06購03,0,0,0,--,--,--,--, ,0.00,5.40,499,--,0,134.00
080378,群創永豐06購05,0,0,0,--,--,--,--, ,0.00,2.29,499,--,0,21.00
080379,合勤控永豐06購03,0,0,0,--,--,--,--, ,0.00,--,0,0.10,10,30.40
080380,訊芯永豐06購01,0,0,0,--,--,--,--, ,0.00,--,0,0.08,10,116.50
080381,大成元大09購01,"14,000",3,"30,880",2.10,2.25,2.10,2.21,-,0.03,2.19,350,2.21,10,59.00
080382,聚陽元大06購01,0,0,0,--,--,--,--, ,0.00,3.68,100,3.77,10,264.50
080383,台肥元大09購01,"424,000",26,"446,380",1.00,1.10,1.00,1.10,+,0.15,1.07,100,--,0,58.50
080384,中鴻元大07購01,0,0,0,--,--,--,--, ,0.00,16.90,100,--,0,50.80
080385,南港元大09購01,0,0,0,--,--,--,--, ,0.00,0.20,100,0.21,50,38.30
080386,國巨元大06購21,0,0,0,--,--,--,--, ,0.00,0.40,100,0.50,10,545.00
080387,國巨元大06購22,0,0,0,--,--,--,--, ,0.00,0.99,100,1.09,10,545.00
080388,廣宇元大06購02,0,0,0,--,--,--,--, ,0.00,6.20,100,--,0,40.45
080389,台積電元大06購17,0,0,0,--,--,--,--, ,0.00,2.77,100,2.87,10,606.00
080390,台積電元大06購18,0,0,0,--,--,--,--, ,0.00,5.90,100,6.15,10,606.00
080391,台積電元大06購19,"483,000",4,"1,227,000",2.54,2.72,2.54,2.72,-,0.28,2.99,100,3.09,10,606.00
080392,華邦電元大06購15,0,0,0,--,--,--,--, ,0.00,5.45,100,5.55,10,34.45
080393,華邦電元大06購16,0,0,0,--,--,--,--, ,0.00,3.85,100,--,0,34.45
080394,宏碁元大06購04,0,0,0,--,--,--,--, ,0.00,1.11,100,1.21,10,31.60
080395,宏碁元大06購05,"10,000",1,"26,500",2.65,2.65,2.65,2.65,-,0.18,2.58,100,2.68,10,31.60
080396,群光元大09購01,"190,000",5,"104,420",0.55,0.58,0.54,0.58,+,0.01,0.56,2,0.57,25,78.70
080397,聯發科元大06購16,0,0,0,--,--,--,--, ,0.00,7.65,100,--,0,978.00
080398,聯發科元大06購17,0,0,0,--,--,--,--, ,0.00,4.92,100,5.00,10,978.00
080399,全新元大08購01,"383,000",11,"520,890",1.30,1.50,1.30,1.50,+,0.16,1.48,100,1.50,50,122.50
080400,宏達電元大07購02,0,0,0,--,--,--,--, ,0.00,4.05,100,4.13,10,40.60
080401,長榮元大09購02,0,0,0,--,--,--,--, ,0.00,25.50,100,26.50,10,136.50
080402,長榮元大09購03,0,0,0,--,--,--,--, ,0.00,20.90,100,--,0,136.50
080403,晶豪科元大09購01,0,0,0,--,--,--,--, ,0.00,14.30,100,--,0,131.50
080404,聯陽元大06購01,0,0,0,--,--,--,--, ,0.00,10.60,50,--,0,125.50
080405,健鼎元大09購01,0,0,0,--,--,--,--, ,0.00,1.01,100,1.03,50,128.00
080406,健鼎元大09購02,0,0,0,--,--,--,--, ,0.00,1.26,100,1.28,50,128.00
080407,群創元大06購12,0,0,0,--,--,--,--, ,0.00,2.46,10,--,0,21.00
080408,群創元大06購13,0,0,0,--,--,--,--, ,0.00,2.92,10,--,0,21.00
080409,貿聯元大08購01,"815,000",25,"603,830",0.68,0.79,0.68,0.71,+,0.02,0.72,100,0.73,50,242.50
080410,大聯大元大09購01,0,0,0,--,--,--,--, ,0.00,2.63,100,2.71,50,51.10
080411,合勤控元大06購03,0,0,0,--,--,--,--, ,0.00,0.07,100,0.08,50,30.40
080412,上緯控元大07購03,0,0,0,--,--,--,--, ,0.00,0.14,100,0.16,50,119.50
080413,茂林元大06購02,0,0,0,--,--,--,--, ,0.00,--,0,0.10,10,103.00
080414,茂林元大07購01,0,0,0,--,--,--,--, ,0.00,0.14,100,0.15,50,103.00
080415,聯茂元大06購01,0,0,0,--,--,--,--, ,0.00,0.01,100,0.10,5,138.00
080416,惠特元大07購02,"2,000",1,"3,100",1.55,1.55,1.55,1.55,+,0.28,1.51,499,1.58,50,178.50
080417,億豐元大09購01,0,0,0,--,--,--,--, ,0.00,1.77,100,1.79,50,390.00
080418,億豐元大09購02,0,0,0,--,--,--,--, ,0.00,1.45,100,1.47,50,390.00
080419,世紀鋼元大06購06,0,0,0,--,--,--,--, ,0.00,--,0,--,0,132.50
080420,南亞富邦06購01,"3,000",2,"3,400",1.11,1.18,1.11,1.18,X,0.00,1.18,10,--,0,84.90
080421,國喬富邦06購01,0,0,0,--,--,--,--, ,0.00,0.91,10,--,0,29.55
080422,大成鋼富邦06購01,0,0,0,--,--,--,--, ,0.00,2.58,10,--,0,45.95
080423,鴻海富邦08購02,0,0,0,--,--,--,--, ,0.00,1.81,10,--,0,113.00
080424,國巨富邦08購03,"594,000",14,"1,310,690",1.97,2.38,1.97,2.37,+,0.34,2.31,10,2.33,10,545.00
080425,合勤控富邦07購01,0,0,0,--,--,--,--, ,0.00,0.02,10,0.12,10,30.40
080426,彩晶富邦06購03,0,0,0,--,--,--,--, ,0.00,--,0,--,0,22.15
080427,道瓊銀國票08購02,0,0,0,--,--,--,--, ,0.00,1.04,25,1.05,10,27.99
080428,旭富國票06購01,0,0,0,--,--,--,--, ,0.00,0.42,25,0.43,10,90.90
080429,旭富國票08購01,0,0,0,--,--,--,--, ,0.00,1.11,25,1.12,10,90.90
080430,旭富國票09購01,"7,000",1,"14,630",2.09,2.09,2.09,2.09,X,0.00,2.14,25,2.15,10,90.90
080431,長榮第一06購02,0,0,0,--,--,--,--, ,0.00,17.20,50,--,0,136.50
080432,台化兆豐06購01,"20,000",1,"4,000",0.20,0.20,0.20,0.20,-,0.10,0.18,10,0.23,10,85.30
080433,中纖兆豐06購01,"50,000",1,"4,000",0.08,0.08,0.08,0.08,X,0.00,0.09,10,0.18,10,11.00
080434,正隆兆豐06購01,0,0,0,--,--,--,--, ,0.00,2.77,10,2.86,10,44.05
080435,永豐餘兆豐06購01,0,0,0,--,--,--,--, ,0.00,10.90,10,--,0,44.30
080436,友達兆豐07購02,0,0,0,--,--,--,--, ,0.00,2.51,3,--,0,22.85
080437,興勤兆豐06購01,0,0,0,--,--,--,--, ,0.00,0.83,10,0.88,10,183.00
080438,聯發科兆豐07購03,0,0,0,--,--,--,--, ,0.00,4.16,10,--,0,978.00
080439,開發金兆豐07購01,0,0,0,--,--,--,--, ,0.00,2.74,10,2.83,10,12.45
080440,大立光兆豐07購01,0,0,0,--,--,--,--, ,0.00,0.35,10,0.36,10,"3,020.00"
080441,世芯兆豐06購02,"6,000",2,"3,750",0.60,0.75,0.60,0.75,X,0.00,0.28,4,0.73,6,562.00
080442,日月光兆豐06購02,0,0,0,--,--,--,--, ,0.00,4.05,10,--,0,118.00
080443,啟碁兆豐06購01,0,0,0,--,--,--,--, ,0.00,--,0,0.09,10,67.90
080444,強茂中信06購01,"12,000",3,"4,870",0.26,0.42,0.26,0.41,+,0.24,0.41,30,0.51,30,0.00
080445,日月光中信07購01,0,0,0,--,--,--,--, ,0.00,4.04,30,--,0,0.00
080446,台灣50日盛06購01,0,0,0,--,--,--,--, ,0.00,2.68,25,2.77,10,138.30
080447,大成凱基09購01,"34,000",2,"80,160",2.34,2.49,2.34,2.49,-,0.08,2.43,100,2.45,30,59.00
080448,新纖凱基07購01,0,0,0,--,--,--,--, ,0.00,5.80,499,6.30,10,21.75
080449,大亞凱基07購01,"10,000",1,"40,300",4.03,4.03,4.03,4.03,-,0.55,3.96,100,3.99,10,28.45
080450,台肥凱基09購01,"285,000",18,"281,940",0.92,1.06,0.92,1.06,+,0.14,1.05,100,1.07,10,58.50
080451,大成鋼凱基06購05,0,0,0,--,--,--,--, ,0.00,6.75,100,--,0,45.95
080452,南港凱基09購01,0,0,0,--,--,--,--, ,0.00,0.30,100,0.31,100,38.30
080453,為升凱基06購03,0,0,0,--,--,--,--, ,0.00,0.25,100,--,0,190.00
080454,鴻海凱基06購08,0,0,0,--,--,--,--, ,0.00,4.80,100,4.90,10,113.00
080455,國巨凱基06購11,"46,000",1,"35,420",0.77,0.77,0.77,0.77,-,0.03,0.97,100,--,0,545.00
080456,華邦電凱基06購08,"1,000",1,"4,810",4.81,4.81,4.81,4.81,X,0.00,2.84,100,4.81,1,34.45
080457,技嘉凱基07購01,0,0,0,--,--,--,--, ,0.00,5.95,100,6.45,10,116.00
080458,台光電凱基06購02,0,0,0,--,--,--,--, ,0.00,2.52,100,2.62,10,214.00
080459,群光凱基09購01,"75,000",4,"48,000",0.64,0.64,0.64,0.64,-,0.01,0.63,100,0.64,30,78.70
080460,聯發科凱基06購15,0,0,0,--,--,--,--, ,0.00,10.10,100,--,0,978.00
080461,義隆凱基07購02,0,0,0,--,--,--,--, ,0.00,6.55,499,7.05,10,212.00
080462,華新科凱基07購03,0,0,0,--,--,--,--, ,0.00,0.43,100,0.46,10,217.00
080463,亞光凱基06購02,0,0,0,--,--,--,--, ,0.00,0.66,100,--,0,82.00
080464,玉晶光凱基08購01,0,0,0,--,--,--,--, ,0.00,0.84,100,0.86,50,527.00
080465,大聯大凱基09購01,"50,000",5,"128,500",2.57,2.57,2.57,2.57,-,0.13,2.66,100,2.70,10,51.10
080466,上緯控凱基07購02,0,0,0,--,--,--,--, ,0.00,0.06,100,0.10,10,119.50
080467,材料凱基09購01,"15,000",2,"12,450",0.83,0.83,0.83,0.83,X,0.00,0.81,499,0.83,30,107.50
080468,彩晶凱基08購03,0,0,0,--,--,--,--, ,0.00,8.50,499,--,0,22.15
080469,同欣電凱基06購03,0,0,0,--,--,--,--, ,0.00,0.62,499,--,0,196.50
080470,訊芯凱基07購01,0,0,0,--,--,--,--, ,0.00,0.17,100,0.18,10,116.50
080471,緯穎凱基06購03,0,0,0,--,--,--,--, ,0.00,5.00,100,--,0,976.00
080472,T50正2元大09購11,0,0,0,--,--,--,--, ,0.00,5.70,499,6.20,10,127.20
080473,滬深2X元大08購03,0,0,0,--,--,--,--, ,0.00,0.60,499,0.64,200,26.50
080474,元石油元大07購02,0,0,0,--,--,--,--, ,0.00,2.55,100,2.65,10,12.26
080475,元石油元大07購03,0,0,0,--,--,--,--, ,0.00,3.30,100,3.40,10,12.26
080476,台塑元大06購02,"10,000",1,"13,400",1.34,1.34,1.34,1.34,-,0.11,1.27,100,1.37,10,103.50
080477,新纖元大06購01,"30,000",3,"134,300",4.38,4.62,4.38,4.62,X,0.00,4.57,200,4.67,10,21.75
080478,中興電元大08購03,0,0,0,--,--,--,--, ,0.00,0.62,100,0.63,50,51.30
080479,中興電元大09購01,"337,000",2,"199,630",0.59,0.61,0.59,0.61, ,0.00,0.62,100,0.63,50,51.30
080480,長興元大06購02,"130,000",1,"14,300",0.11,0.11,0.11,0.11,X,0.00,0.12,100,0.13,50,40.10
080481,中鴻元大07購02,0,0,0,--,--,--,--, ,0.00,17.50,100,--,0,50.80
080482,大成鋼元大06購09,0,0,0,--,--,--,--, ,0.00,4.46,100,4.56,10,45.95
080483,聯電元大06購26,0,0,0,--,--,--,--, ,0.00,0.83,100,0.93,10,53.30
080484,聯電元大06購27,0,0,0,--,--,--,--, ,0.00,0.52,100,0.62,10,53.30
080485,聯電元大06購28,0,0,0,--,--,--,--, ,0.00,1.20,100,1.30,10,53.30
080486,金寶元大06購02,"50,000",1,"8,500",0.17,0.17,0.17,0.17,X,0.00,0.20,100,0.30,10,13.40
080487,鴻海元大06購16,0,0,0,--,--,--,--, ,0.00,7.55,100,8.05,10,113.00
080488,鴻海元大06購17,0,0,0,--,--,--,--, ,0.00,7.35,100,7.85,10,113.00
080489,鴻海元大09購05,"12,000",6,"60,000",5.00,5.00,5.00,5.00,+,0.08,5.05,10,5.10,50,113.00
080490,國巨元大08購03,"291,000",13,"312,100",0.99,1.60,0.99,1.06,+,0.20,1.01,100,1.11,10,545.00
080491,台積電元大06購20,"10,000",2,"42,350",4.20,4.27,4.20,4.27,-,0.48,4.63,100,4.73,10,606.00
080492,台積電元大06購21,0,0,0,--,--,--,--, ,0.00,0.07,100,0.17,10,606.00
080493,台積電元大06購22,"198,000",2,"49,500",0.25,0.25,0.25,0.25,X,0.00,0.34,100,0.44,10,606.00
080494,佳世達元大06購05,0,0,0,--,--,--,--, ,0.00,1.10,100,1.20,10,30.10
080495,金像電元大06購07,"5,000",1,"3,650",0.73,0.73,0.73,0.73, ,0.00,0.77,100,0.78,50,59.30
080496,金像電元大07購05,"1,104,000",18,"1,427,020",1.24,1.35,1.24,1.35,-,0.01,1.35,100,1.36,50,59.30
080497,美律元大06購03,0,0,0,--,--,--,--, ,0.00,--,0,0.10,10,107.00
080498,華新科元大06購12,0,0,0,--,--,--,--, ,0.00,--,0,0.10,10,217.00
080499,華新科元大06購13,0,0,0,--,--,--,--, ,0.00,0.11,499,0.12,250,217.00
080500,長榮元大06購17,0,0,0,--,--,--,--, ,0.00,31.20,100,--,0,136.50
080501,長榮元大06購18,0,0,0,--,--,--,--, ,0.00,29.80,100,--,0,136.50
080502,長榮元大07購04,0,0,0,--,--,--,--, ,0.00,39.20,100,--,0,136.50
080503,萬海元大06購10,0,0,0,--,--,--,--, ,0.00,26.00,100,--,0,206.00
080504,萬海元大08購01,0,0,0,--,--,--,--, ,0.00,19.90,100,--,0,206.00
080505,富邦金元大08購01,0,0,0,--,--,--,--, ,0.00,17.60,100,18.60,10,72.30
080506,大立光元大06購06,0,0,0,--,--,--,--, ,0.00,0.01,100,0.02,50,"3,020.00"
080507,台郡元大06購03,0,0,0,--,--,--,--, ,0.00,--,0,0.02,10,122.50
080508,愛普元大06購03,0,0,0,--,--,--,--, ,0.00,5.50,100,--,0,675.00
080509,愛普元大07購01,0,0,0,--,--,--,--, ,0.00,5.25,100,--,0,675.00
080510,愛普元大08購01,0,0,0,--,--,--,--, ,0.00,4.22,100,4.29,10,675.00
080511,矽創元大06購03,0,0,0,--,--,--,--, ,0.00,8.70,100,--,0,291.50
080512,矽創元大06購04,0,0,0,--,--,--,--, ,0.00,6.90,100,--,0,291.50
080513,南電元大06購15,0,0,0,--,--,--,--, ,0.00,9.45,100,--,0,354.50
080514,南電元大06購16,0,0,0,--,--,--,--, ,0.00,10.20,100,--,0,354.50
080515,世紀鋼元大06購07,"3,000",2,"2,970",0.93,1.11,0.93,1.11,+,0.25,--,0,2.00,50,132.50
080516,世紀鋼元大08購01,"20,000",3,"22,960",1.13,1.26,1.10,1.10,+,0.03,0.15,66,1.26,2,132.50
080517,滬深2X群益06購05,0,0,0,--,--,--,--, ,0.00,0.18,25,0.28,10,26.50
080518,臺指反群益08購03,0,0,0,--,--,--,--, ,0.00,0.01,378,0.11,10,6.41
080519,元金2X群益08購01,"10,000",1,"4,000",0.40,0.40,0.40,0.40,-,0.14,0.39,25,0.40,10,27.10
080520,國喬群益06購01,0,0,0,--,--,--,--, ,0.00,1.95,25,2.05,10,29.55
080521,聯成群益07購01,0,0,0,--,--,--,--, ,0.00,3.84,25,3.94,10,26.30
080522,中石化群益08購01,0,0,0,--,--,--,--, ,0.00,0.58,25,--,0,13.45
080523,中鴻群益06購04,0,0,0,--,--,--,--, ,0.00,30.00,25,--,0,50.80
080524,鴻海群益06購04,0,0,0,--,--,--,--, ,0.00,5.50,25,--,0,113.00
080525,國巨群益07購01,"50,000",1,"162,500",3.25,3.25,3.25,3.25,+,0.61,3.29,25,3.39,10,545.00
080526,燿華群益06購01,0,0,0,--,--,--,--, ,0.00,0.04,25,0.14,10,22.25
080527,金像電群益06購01,0,0,0,--,--,--,--, ,0.00,0.27,25,0.37,10,59.30
080528,聯發科群益06購02,0,0,0,--,--,--,--, ,0.00,10.70,25,11.70,10,978.00
080529,強茂群益06購02,0,0,0,--,--,--,--, ,0.00,0.54,25,0.64,10,65.20
080530,長榮群益06購09,0,0,0,--,--,--,--, ,0.00,68.00,25,--,0,136.50
080531,嘉晶群益06購02,0,0,0,--,--,--,--, ,0.00,--,0,--,0,72.70
080532,欣興群益07購03,"85,000",10,"686,800",8.00,8.30,8.00,8.30,+,2.80,7.60,25,8.50,25,134.00
080533,玉晶光群益07購02,0,0,0,--,--,--,--, ,0.00,0.39,25,0.49,10,527.00
080534,矽創群益07購01,0,0,0,--,--,--,--, ,0.00,11.80,25,12.80,10,291.50
080535,臺股指群益06購15,0,0,0,--,--,--,--, ,0.00,6.65,499,--,0,0.00
080536,臺股指群益06購16,0,0,0,--,--,--,--, ,0.00,7.80,499,--,0,0.00
080537,中興電統一07購06,0,0,0,--,--,--,--, ,0.00,0.19,499,0.20,499,51.30
080538,中興電統一08購03,0,0,0,--,--,--,--, ,0.00,0.19,10,0.29,10,51.30
080539,大成鋼統一08購03,0,0,0,--,--,--,--, ,0.00,1.90,53,--,0,45.95
080540,金像電統一08購01,0,0,0,--,--,--,--, ,0.00,0.72,10,0.74,10,59.30
080541,全新統一09購02,"276,000",2,"96,600",0.35,0.35,0.35,0.35,-,0.01,0.39,10,0.40,10,122.50
