證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
0050,元大台灣50,"3,283,653","4,057","452,105,710",137.80,138.30,137.15,138.30,-,0.40,138.30,130,138.35,4,0.00
0051,元大中型100,"36,534",57,"2,039,741",55.50,56.10,55.40,56.10,+,0.30,56.20,35,56.45,35,0.00
0052,富邦科技,"762,455",386,"96,003,806",126.00,126.50,125.00,126.50,+,0.40,126.50,14,126.55,1,0.00
0053,元大電子,"9,768",47,"649,056",65.80,66.90,65.80,66.90,-,0.10,66.65,20,67.00,1,0.00
0054,元大台商50,"13,555",32,"426,859",31.29,31.55,31.29,31.55,+,0.08,31.38,26,31.55,1,0.00
0055,元大MSCI金融,"151,458",93,"3,165,387",21.00,21.00,20.83,20.99,-,0.08,20.98,12,21.01,1,0.00
0056,元大高股息,"4,712,941","3,673","163,699,530",34.67,34.90,34.57,34.90,+,0.12,34.90,54,34.91,19,0.00
0057,富邦摩台,"25,920",52,"2,434,138",93.25,94.05,93.25,94.05,-,0.55,94.35,10,94.70,20,0.00
0061,元大寶滬深,"699,669",185,"16,342,554",23.44,23.45,23.24,23.44, ,0.00,23.41,2,23.44,32,0.00
006203,元大MSCI台灣,"1,489",27,"96,723",65.40,65.40,65.40,65.40,-,0.40,65.55,35,65.85,35,0.00
006204,永豐臺灣加權,"21,327",26,"1,905,044",88.55,89.40,88.55,89.40,+,0.20,89.55,50,89.80,50,0.00
006205,富邦上証,"1,150,657",257,"43,589,420",37.81,38.04,37.68,37.83,-,0.13,37.80,149,37.83,189,0.00
006206,元大上證50,"292,083",108,"11,109,527",38.06,38.24,37.80,38.00,-,0.27,38.00,2,38.01,30,0.00
006207,FH滬深,"168,010",53,"5,157,040",30.81,30.84,30.46,30.70,-,0.12,30.69,2,30.70,6,0.00
006208,富邦台50,"1,098,437","1,217","87,105,997",79.45,79.60,78.90,79.60,-,0.10,79.55,2,79.65,36,0.00
00625K,富邦上証+R,0,0,0,--,--,--,--, ,0.00,8.69,5,8.87,2,0.00
00631L,元大台灣50正2,"4,208,745","1,224","527,283,027",124.25,127.20,123.85,127.20,+,0.55,127.15,102,127.20,3,0.00
00632R,元大台灣50反1,"103,386,859","5,330","588,085,293",5.71,5.73,5.64,5.64,-,0.01,5.64,"19,313",5.65,"6,417",0.00
00633L,富邦上証正2,"6,964,800","1,602","467,756,099",66.40,68.25,66.20,67.00,-,0.25,67.00,24,67.05,99,0.00
00634R,富邦上証反1,"359,000",49,"1,378,950",3.86,3.86,3.81,3.84,+,0.01,3.84,376,3.85,104,0.00
00635U,期元大S&P黃金,"1,528,606",531,"37,298,783",24.38,24.47,24.31,24.39,-,0.52,24.38,9,24.39,201,0.00
00636,國泰中國A50,"1,912,960",478,"52,363,668",27.27,27.52,27.16,27.32,-,0.08,27.31,60,27.32,89,0.00
00636K,國泰中國A50+U,200,2,"1,974",9.87,9.87,9.87,9.87,X,0.00,9.80,12,9.88,6,0.00
00637L,元大滬深300正2,"41,220,314","8,029","1,096,388,153",26.29,27.02,26.21,26.50,-,0.05,26.49,84,26.50,700,0.00
00638R,元大滬深300反1,"530,000",107,"4,081,790",7.74,7.77,7.64,7.72,+,0.03,7.72,285,7.73,11,0.00
00639,富邦深100,"687,220",206,"11,505,977",16.70,16.85,16.57,16.79,+,0.01,16.78,2,16.79,208,0.00
00640L,富邦日本正2,"234,598",35,"6,806,003",29.05,29.06,28.93,29.06,-,0.40,29.04,1,29.06,52,0.00
00641R,富邦日本反1,"197,000",39,"2,074,390",10.51,10.54,10.51,10.52,+,0.07,10.52,60,10.53,10,0.00
00642U,期元大S&P石油,"11,450,995","1,807","139,440,224",12.15,12.26,12.13,12.26,-,0.07,12.25,205,12.26,"3,609",0.00
00643,群益深証中小,"464,150",183,"8,266,238",17.80,17.92,17.64,17.85,-,0.03,17.84,1,17.87,17,0.00
00643K,群益深証中小+R,0,0,0,--,--,--,--, ,0.00,4.15,2,4.22,1,0.00
00645,富邦日本,"105,786",50,"2,709,878",25.68,25.68,25.62,25.63,-,0.24,25.63,31,25.66,1,0.00
00646,元大S&P500,"372,063",187,"13,303,548",35.67,35.89,35.67,35.88,-,0.11,35.85,3,35.88,48,0.00
00647L,元大S&P500正2,"89,319",22,"5,552,134",62.00,62.45,62.00,62.45,-,0.90,62.35,71,62.45,117,0.00
00648R,元大S&P500反1,"1,095,000",94,"8,035,040",7.33,7.35,7.32,7.32,+,0.06,7.32,286,7.33,8,0.00
00650L,FH香港正2,"1,316,500",143,"38,951,560",29.43,29.80,29.11,29.69,-,0.07,29.69,13,29.71,90,0.00
00651R,FH香港反1,"147,150",14,"1,019,449",6.93,6.94,6.88,6.88, ,0.00,6.87,234,6.89,15,0.00
00652,富邦印度,"69,721",75,"1,820,430",26.15,26.19,26.05,26.19,-,0.12,26.16,20,26.21,40,0.00
00653L,富邦印度正2,"367,320",117,"14,023,340",38.00,38.50,37.98,38.40,-,0.25,38.39,101,38.40,10,0.00
00654R,富邦印度反1,"1,017,000",112,"9,304,350",9.18,9.19,9.13,9.13,+,0.04,9.11,22,9.12,1,0.00
00655L,國泰中國A50正2,"4,646,600",967,"235,972,945",50.30,51.60,50.00,50.55,-,0.30,50.50,54,50.55,176,0.00
00656R,國泰中國A50反1,"124,000",13,"878,180",7.12,7.12,7.04,7.09,+,0.04,7.08,199,7.09,49,0.00
00657,國泰日經225,"103,384",31,"3,633,613",35.11,35.15,35.11,35.15,-,0.45,35.15,33,35.24,30,0.00
00657K,國泰日經225+U,200,2,"2,542",12.71,12.71,12.71,12.71,X,0.00,12.66,12,12.74,12,0.00
00660,元大歐洲50,"77,123",32,"2,283,099",29.39,29.62,29.39,29.61,-,0.07,29.56,2,29.61,3,0.00
00661,元大日經225,620,55,"21,979",--,--,--,--, ,0.00,36.11,10,36.34,15,0.00
00662,富邦NASDAQ,"192,745",116,"9,564,370",49.55,49.68,49.50,49.66,-,0.29,49.66,9,49.74,28,0.00
00663L,國泰臺灣加權正2,"7,029",9,"788,411",111.60,113.60,111.60,113.60,-,0.60,114.55,152,114.80,165,0.00
00664R,國泰臺灣加權反1,"5,792,849",410,"37,376,536",6.49,6.50,6.41,6.41,-,0.01,6.40,675,6.41,905,0.00
00665L,富邦恒生國企正2,"94,000",56,"2,199,970",23.51,23.70,23.20,23.60,-,0.12,23.60,2,23.63,50,0.00
00666R,富邦恒生國企反1,"82,000",5,"909,910",11.18,11.18,11.08,11.08,+,0.01,11.12,2,11.13,50,0.00
00668,國泰美國道瓊,"54,991",51,"1,874,859",34.03,34.17,34.01,34.16,-,0.22,34.15,2,34.16,27,0.00
00668K,國泰美國道瓊+U,200,2,"2,462",12.31,12.31,12.31,12.31,X,0.00,12.25,6,12.33,6,0.00
00669R,國泰美國道瓊反1,"2,915,000",344,"23,856,160",8.18,8.20,8.17,8.17,+,0.08,8.17,"1,228",8.18,69,0.00
00670L,富邦NASDAQ正2,"615,200",198,"57,244,608",92.80,93.40,92.50,93.35,-,1.45,93.30,9,93.35,62,0.00
00671R,富邦NASDAQ反1,"3,341,000",227,"19,488,980",5.85,5.85,5.82,5.82,+,0.04,5.82,464,5.83,"1,189",0.00
00673R,期元大S&P原油反1,"1,585,100",229,"24,841,525",15.69,15.75,15.59,15.60,+,0.13,15.60,25,15.63,50,0.00
00674R,期元大S&P黃金反1,"509,001",120,"6,664,013",13.11,13.12,13.05,13.09,+,0.26,13.09,166,13.10,22,0.00
00675L,富邦臺灣加權正2,"407,952",259,"19,747,432",48.10,49.18,47.88,49.18,+,0.18,49.18,79,49.20,3,0.00
00676R,富邦臺灣加權反1,"8,226,000",383,"28,939,450",3.54,3.55,3.49,3.50,-,0.01,3.49,675,3.50,"1,991",0.00
00678,群益NBI生技,"384,644",57,"10,826,977",28.05,28.16,28.04,28.16,-,0.01,28.16,2,28.19,2,0.00
00680L,元大美債20正2,"172,000",21,"3,959,690",23.04,23.13,23.00,23.13,-,0.01,23.12,1,23.13,48,0.00
00681R,元大美債20反1,"50,000",10,"702,550",14.07,14.07,14.02,14.04,+,0.03,14.01,1,14.04,104,0.00
00682U,期元大美元指數,"194,100",94,"3,517,624",18.00,18.16,18.00,18.13,+,0.18,18.12,18,18.13,10,0.00
00683L,期元大美元指正2,"1,512,600",428,"25,429,230",16.83,16.86,16.77,16.80,+,0.23,16.80,14,16.81,28,0.00
00684R,期元大美元指反1,0,0,0,--,--,--,--, ,0.00,19.07,20,19.12,25,0.00
00685L,群益臺灣加權正2,"2,000",2,"85,990",42.79,43.20,42.79,43.20,+,0.48,43.09,10,43.30,10,0.00
00686R,群益臺灣加權反1,"322,000",23,"1,229,110",3.85,3.86,3.81,3.81,-,0.01,3.80,41,3.81,155,0.00
00688L,國泰20年美債正2,"80,000",11,"1,842,700",22.97,23.09,22.95,23.06,-,0.06,23.05,2,23.08,5,0.00
00689R,國泰20年美債反1,"59,000",9,"868,560",14.74,14.74,14.72,14.72,+,0.01,14.71,189,14.74,29,0.00
00690,兆豐藍籌30,"3,307",50,"107,730",32.68,32.68,32.60,32.67,-,0.20,32.74,20,32.81,1,0.00
00692,富邦公司治理,"1,323,972",858,"46,922,572",35.60,35.60,35.27,35.60,-,0.07,35.56,50,35.60,5,0.00
00693U,期街口S&P黃豆,"759,336",348,"16,485,627",21.67,21.76,21.60,21.75,-,0.42,21.74,10,21.75,262,0.00
00700,富邦恒生國企,"104,753",32,"1,949,925",18.49,18.68,18.49,18.68,+,0.01,18.60,6,18.65,30,0.00
00701,國泰股利精選30,"323,224",237,"7,744,699",23.97,24.00,23.91,24.00,-,0.07,23.99,6,24.01,1,0.00
00702,國泰標普低波高息,"100,200",32,"2,066,098",20.62,20.62,20.62,20.62,-,0.23,20.62,9,20.67,50,0.00
00703,台新MSCI中國,"30,356",34,"727,468",24.04,24.08,23.92,24.08,-,0.03,24.09,2,24.10,20,0.00
00706L,期元大S&P日圓正2,"157,065",33,"2,476,225",15.74,15.77,15.74,15.77,-,0.17,15.76,2,15.77,51,0.00
00707R,期元大S&P日圓反1,"1,000",1,"19,890",19.89,19.89,19.89,19.89,X,0.00,19.89,42,19.93,20,0.00
00708L,期元大S&P黃金正2,"2,827,337","1,113","76,665,990",27.05,27.27,27.00,27.10,-,1.23,27.09,24,27.10,164,0.00
00709,富邦歐洲,"153,215",44,"3,694,042",24.05,24.16,24.04,24.12,-,0.15,24.10,1,24.15,55,0.00
00710B,FH彭博高收益債,"321,295",150,"5,902,960",18.40,18.40,18.36,18.39,+,0.02,18.40,6,18.41,123,0.00
00711B,FH彭博新興債,"154,747",47,"3,105,837",20.07,20.09,20.06,20.09,-,0.04,20.07,4,20.09,61,0.00
00712,FH富時不動產,"3,787,714","1,466","56,247,370",14.77,14.88,14.77,14.87,+,0.11,14.86,43,14.87,47,0.00
00713,元大台灣高息低波,"48,783",54,"2,073,952",42.50,42.77,42.25,42.73,+,0.08,42.75,10,42.90,1,0.00
00714,群益道瓊美國地產,"667,140",28,"14,628,398",21.81,21.94,21.81,21.94,-,0.06,21.93,2,21.94,48,0.00
00715L,期街口布蘭特正2,"36,004,111","3,318","309,467,544",8.56,8.70,8.54,8.68,-,0.06,8.68,96,8.69,"3,594",0.00
00717,富邦美國特別股,"570,508",143,"9,608,149",16.85,16.86,16.84,16.84,-,0.01,16.84,31,16.85,133,0.00
00728,第一金工業30,"195,626",143,"5,552,372",28.36,28.50,28.24,28.50,+,0.11,28.40,1,28.50,17,0.00
00730,富邦臺灣優質高息,"294,035",134,"6,295,204",21.32,21.44,21.32,21.42,-,0.02,21.42,3,21.45,4,0.00
00731,FH富時高息低波,"256,112",37,"14,725,046",57.35,57.60,57.35,57.50,-,0.10,57.50,4,57.65,1,0.00
00732,國泰RMB短期報酬,"127,977",27,"5,048,056",39.59,39.59,39.40,39.45,-,0.12,39.39,21,39.45,2,0.00
00733,富邦臺灣中小,"558,163",278,"24,490,500",43.20,44.54,43.10,44.54,+,1.04,44.54,6,44.55,22,0.00
00735,國泰臺韓科技,"103,794",32,"3,528,360",33.89,34.00,33.85,34.00,-,0.17,34.03,10,34.10,10,0.00
00736,國泰新興市場,"102,476",28,"2,421,636",23.61,23.69,23.53,23.66,+,0.04,23.66,1,23.68,20,0.00
00737,國泰AI+Robo,"219,122",50,"7,136,399",32.57,32.61,32.50,32.60,-,0.15,32.59,30,32.62,55,0.00
00738U,期元大道瓊白銀,"1,338,959",505,"37,476,817",28.05,28.05,27.92,27.99,-,0.66,27.98,8,27.99,144,0.00
00739,元大MSCI A股,"357,745",83,"10,102,612",27.96,28.38,27.90,28.21,-,0.06,28.21,2,28.24,109,0.00
00742,新光內需收益,"58,231",10,"1,310,181",22.61,22.61,22.40,22.57,-,0.07,22.50,1,22.61,1,0.00
00743,國泰中國A150,"139,600",27,"4,073,570",29.00,29.19,29.00,29.18,+,0.01,29.14,31,29.20,2,0.00
00752,中信中國50,"738,133",546,"20,984,864",28.46,28.60,28.27,28.54,+,0.01,28.53,14,28.54,26,0.00
00753L,中信中國50正2,"454,000",207,"16,077,860",35.50,35.67,35.11,35.54,-,0.25,35.53,1,35.54,5,0.00
00757,統一FANG+,"690,321",527,"31,753,343",45.92,46.05,45.88,46.02,-,0.30,46.02,12,46.03,35,0.00
00762,元大全球AI,"132,665",69,"5,171,123",38.90,39.15,38.90,39.15,-,0.30,39.13,31,39.15,1,0.00
00763U,期街口道瓊銅,"377,317",140,"10,587,737",27.94,28.20,27.90,28.08,-,0.07,28.08,2,28.10,626,0.00
00770,國泰北美科技,"114,045",37,"4,015,628",35.10,35.22,35.10,35.22,-,0.22,35.24,1,35.25,30,0.00
00771,元大US高息特別股,"8,569",33,"163,741",19.13,19.15,19.11,19.11,-,0.02,19.11,2,19.14,1,0.00
00774B,新光中國政金綠債,"2,848",39,"109,939",38.89,38.89,38.89,38.89,-,0.21,38.69,4,39.09,10,0.00
00774C,新光中政金綠債+R,0,0,0,--,--,--,--, ,0.00,8.91,5,9.10,2,0.00
00775B,新光投等債15+,"2,558",40,"104,920",41.26,41.26,41.26,41.26,-,0.13,41.26,100,41.47,5,0.00
00783,富邦中証500,"460,925",36,"10,269,880",22.26,22.29,22.20,22.20,+,0.06,22.17,88,22.20,3,0.00
008201,BP上證50,3,1,374,--,--,--,--, ,0.00,122.45,1,124.80,1,0.00
00830,國泰費城半導體,"1,290,139",591,"35,921,663",27.80,27.99,27.71,27.97,-,0.18,27.96,34,27.99,38,0.00
00850,元大臺灣ESG永續,"1,003,093",853,"34,497,728",34.53,34.56,34.18,34.56,+,0.01,34.56,85,34.57,2,0.00
00851,台新全球AI,"20,401",21,"627,089",30.75,30.75,30.75,30.75,-,0.30,30.76,25,30.80,20,0.00
00852L,國泰美國道瓊正2,"1,086,400",259,"21,741,183",19.97,20.08,19.94,20.06,-,0.35,20.05,17,20.06,903,0.00
00861,元大全球未來通訊,"344,943",142,"9,892,121",28.64,28.72,28.63,28.72,-,0.25,28.72,4,28.74,62,0.00
00865B,國泰US短期公債,"51,537",50,"1,877,055",36.35,36.50,36.35,36.50,+,0.11,36.48,22,36.56,24,0.00
00875,國泰網路資安,"537,077",134,"17,067,949",31.81,31.83,31.71,31.79,-,0.06,31.79,39,31.80,25,0.00
00876,元大未來關鍵科技,"1,595,035",565,"45,842,232",28.64,28.81,28.55,28.81,-,0.19,28.81,207,28.82,101,0.00
00878,國泰永續高股息,"4,779,956","2,289","87,336,769",18.24,18.35,18.20,18.35,+,0.07,18.34,477,18.35,"4,996",0.00
00881,國泰台灣5G+,"13,029,377","5,342","230,336,771",17.67,17.79,17.59,17.79,+,0.05,17.79,78,17.80,823,0.00
00882,中信中國高股息,"18,709,500","10,063","294,415,460",15.79,15.80,15.69,15.71,-,0.16,15.71,143,15.72,251,0.00
00885,富邦越南,"10,242,882","2,910","163,331,338",15.99,15.99,15.91,15.94,-,0.07,15.94,320,15.95,15,0.00
00891,中信關鍵半導體,"11,282,954","4,074","175,026,261",15.50,15.62,15.43,15.62,+,0.06,15.61,358,15.62,187,0.00
00892,富邦台灣半導體,"30,155,422","8,860","463,590,928",15.35,15.51,15.28,15.51,+,0.15,15.51,837,15.52,207,0.00
01001T,土銀富邦R1,"424,000",10,"7,483,560",17.63,17.65,17.63,17.65, ,0.00,17.65,201,17.66,5,0.00
01002T,土銀國泰R1,"131,000",23,"2,316,020",17.68,17.73,17.64,17.69,+,0.03,17.66,1,17.79,1,0.00
01003T,兆豐新光R1,"919,000",28,"17,586,410",19.12,19.14,19.06,19.14, ,0.00,19.13,15,19.15,137,0.00
01004T,土銀富邦R2,"168,000",13,"2,687,970",15.99,16.00,15.99,16.00,X,0.00,15.99,13,16.01,5,0.00
01007T,兆豐國泰R2,"101,000",46,"1,976,510",19.51,19.59,19.51,19.59,+,0.02,19.58,1,19.62,1,0.00
01009T,王道圓滿R1,"33,000",12,"301,260",9.12,9.13,9.12,9.13, ,0.00,9.13,5,9.15,10,0.00
01010T,京城樂富R1,"35,000",16,"379,960",10.89,10.89,10.85,10.85,-,0.05,10.84,7,10.87,10,0.00
020000,富邦特選蘋果N,"14,000",4,"106,770",7.62,7.65,7.62,7.65,+,0.01,7.65,10,7.66,10,0.00
020002,元富新中國N,"3,000",1,"58,140",19.38,19.38,19.38,19.38,+,0.03,19.31,499,19.33,355,0.00
020004,兆豐電菁英30N,0,0,0,--,--,--,--, ,0.00,33.33,499,33.34,499,0.00
020006,永昌中小300N,0,0,0,--,--,--,--, ,0.00,32.87,100,32.88,100,0.00
020007,凱基臺灣500N,0,0,0,--,--,--,--, ,0.00,33.72,202,33.77,231,0.00
020008,元大特股高息N,0,0,0,--,--,--,--, ,0.00,12.01,100,12.02,100,0.00
020011,統一微波高息20N,"11,000",4,"69,680",6.34,6.34,6.31,6.34,-,0.02,6.34,491,6.35,288,0.00
020012,富邦行動通訊N,0,0,0,--,--,--,--, ,0.00,6.19,100,6.20,100,0.00
020015,統一MSCI美低波N,0,0,0,--,--,--,--, ,0.00,14.40,492,14.42,287,0.00
020016,統一MSCI美科技N,"1,000",1,"18,450",18.45,18.45,18.45,18.45,-,0.20,18.45,497,18.47,286,0.00
020018,統一價值成長30N,"66,000",22,"1,124,550",17.04,17.22,16.98,17.21,+,0.19,17.21,492,17.23,285,0.00
020019,統一特選台灣5GN,"43,000",13,"604,570",13.95,14.13,13.95,14.13,+,0.07,14.11,490,14.13,277,0.00
02001L,富邦蘋果正二N,"50,000",2,"619,750",12.30,12.49,12.30,12.49,X,0.00,12.55,10,12.58,10,0.00
02001R,富邦蘋果反一N,"2,000",1,"5,720",2.86,2.86,2.86,2.86,X,0.00,2.85,10,2.86,10,0.00
020020,元大台股領航N,"1,285,000",470,"9,332,390",7.34,7.34,7.22,7.30,-,0.04,7.29,119,7.30,103,0.00
020022,元大電動車N,"3,702,000",540,"21,215,770",5.64,5.79,5.64,5.79,+,0.11,5.78,59,5.79,123,0.00
030001,萬海中信0B購01,"6,000",4,"64,300",11.00,11.00,9.30,9.30,-,0.45,9.45,30,11.00,1,0.00
030002,晶技中信0A購01,"1,884,000",77,"952,200",0.42,0.64,0.42,0.53,+,0.10,0.50,40,0.60,20,0.00
030003,景碩中信0B購01,"267,000",21,"100,150",0.34,0.45,0.33,0.45,+,0.10,0.43,30,0.44,10,0.00
030004,群創中信0C購01,"376,000",25,"235,400",0.55,0.76,0.54,0.76,+,0.23,0.55,21,0.75,85,0.00
030005,新唐中信0A購01,"60,000",10,"59,070",1.01,1.11,0.95,1.11,-,0.09,1.05,2,1.11,45,0.00
030006,新唐中信0B購01,"678,000",37,"646,280",0.90,0.99,0.89,0.98,+,0.05,0.97,40,0.98,10,0.00
030007,東鋼第一14購01,"10,000",3,"10,270",1.02,1.04,1.02,1.03,-,0.26,1.02,3,1.03,7,48.10
030008,長興元富0B購01,"230,000",12,"357,630",1.54,1.57,1.54,1.55,-,0.01,1.55,25,1.59,25,40.10
030009,長興元富11購01,"40,000",4,"70,700",1.77,1.77,1.76,1.76,X,0.00,1.67,25,1.77,10,40.10
030010,聯發科元富0A購09,0,0,0,--,--,--,--, ,0.00,3.16,25,4.40,5,978.00
030011,聯發科元富11購06,"124,000",14,"50,390",0.39,0.46,0.39,0.46,+,0.04,0.44,11,0.46,7,978.00
030012,聯發科元富11購07,"211,000",5,"150,600",0.72,0.85,0.70,0.85,X,0.00,0.70,40,0.85,39,978.00
030013,聯發科元富11購08,0,0,0,--,--,--,--, ,0.00,0.55,32,0.64,25,978.00
030014,玉晶光元富11購02,"102,000",2,"107,760",1.05,1.07,1.05,1.07,+,0.08,1.06,50,1.08,50,527.00
030015,聯鈞元富11購01,0,0,0,--,--,--,--, ,0.00,0.49,50,0.50,50,58.60
030016,松翰元富0C購01,0,0,0,--,--,--,--, ,0.00,0.51,25,0.52,25,96.50
030017,彩晶元富0A購01,0,0,0,--,--,--,--, ,0.00,--,0,--,0,22.15
030018,彩晶元富0B購01,0,0,0,--,--,--,--, ,0.00,--,0,--,0,22.15
030019,南帝康和0A購01,"10,000",1,"29,600",2.96,2.96,2.96,2.96,-,0.73,2.96,10,3.05,10,141.00
030020,日勝生康和0A購01,"1,000",1,620,0.62,0.62,0.62,0.62,X,0.00,0.60,10,0.62,10,11.10
030021,台達電日盛0C購01,0,0,0,--,--,--,--, ,0.00,0.63,25,0.73,10,299.50
030022,華邦電日盛0B購01,"25,000",5,"28,980",1.10,1.22,1.10,1.14,+,0.03,1.20,4,1.22,15,34.45
030023,義隆日盛0B購01,0,0,0,--,--,--,--, ,0.00,1.52,25,1.62,25,212.00
030024,群創日盛0B購01,"47,000",9,"97,150",2.15,2.20,1.82,1.82,+,0.20,1.82,6,2.20,9,21.00
030025,台灣50台新0A購01,"1,000",1,760,0.76,0.76,0.76,0.76,-,0.05,0.79,10,0.80,10,0.00
030026,上銀統一0C購01,"750,000",8,"414,920",0.55,0.57,0.55,0.56,-,0.02,0.55,208,0.56,98,383.50
030027,晶技統一0C購01,"20,000",2,"20,400",0.89,1.15,0.89,1.15,+,0.24,1.06,50,1.13,10,119.00
030028,聯鈞統一0B購01,0,0,0,--,--,--,--, ,0.00,0.33,10,0.43,10,58.60
030029,新唐統一0C購01,0,0,0,--,--,--,--, ,0.00,2.54,10,3.35,10,81.50
030030,立積統一13購01,"25,000",3,"7,150",0.29,0.29,0.28,0.29, ,0.00,0.29,110,0.31,10,522.00
030031,松翰統一0B購02,0,0,0,--,--,--,--, ,0.00,0.24,10,0.25,10,96.50
030032,巨大統一0C購01,"84,000",4,"36,120",0.43,0.43,0.43,0.43,X,0.00,0.43,499,0.44,499,317.50
030033,滬深2X元大0B購02,"198,000",31,"266,150",1.36,1.39,1.30,1.33,-,0.01,1.28,20,1.33,2,26.50
030034,國喬元大0C購01,"133,000",17,"182,350",1.35,1.42,1.34,1.42,+,0.04,1.41,499,1.42,50,29.55
030035,力麗元大0A購01,0,0,0,--,--,--,--, ,0.00,1.12,100,1.22,10,12.65
030036,力麗元大0B購01,0,0,0,--,--,--,--, ,0.00,1.30,100,1.40,10,12.65
030037,岱宇元大0A購01,0,0,0,--,--,--,--, ,0.00,0.40,499,0.41,100,102.50
030038,長興元大11購01,0,0,0,--,--,--,--, ,0.00,1.46,100,1.56,10,40.10
030039,長興元大12購01,"7,000",2,"10,500",1.50,1.50,1.50,1.50,-,0.03,1.50,100,1.60,10,40.10
030040,光寶科元大0A購01,"81,000",4,"94,830",1.16,1.18,1.16,1.18,-,0.02,1.21,10,1.22,50,66.30
030041,仁寶元大0B購01,"239,000",6,"139,460",0.62,0.62,0.58,0.62, ,0.00,0.62,10,0.63,50,23.05
030042,台積電元大0A購05,"609,000",65,"1,084,840",1.78,1.86,1.74,1.86,-,0.01,1.86,83,1.87,55,606.00
030043,台積電元大0A購06,"452,000",29,"651,370",1.50,1.51,1.39,1.51,+,0.01,1.51,80,1.52,50,606.00
030044,英業達元大0A購02,"206,000",2,"104,760",0.46,0.51,0.46,0.51,X,0.00,0.52,100,0.53,50,26.10
030045,瑞昱元大0A購01,"31,000",3,"40,150",1.24,1.33,1.24,1.33,+,0.01,1.35,100,1.36,50,519.00
030046,興富發元大12購01,"9,000",1,"9,990",1.11,1.11,1.11,1.11,-,0.01,1.10,100,1.11,50,42.75
030047,長榮元大0A購04,0,0,0,--,--,--,--, ,0.00,13.40,100,--,0,136.50
030048,長榮元大0A購05,0,0,0,--,--,--,--, ,0.00,21.10,100,23.20,23,136.50
030049,長榮元大0A購06,"1,000",1,"15,800",15.80,15.80,15.80,15.80, ,0.00,15.80,100,--,0,136.50
030050,萬海元大0C購02,0,0,0,--,--,--,--, ,0.00,20.30,100,--,0,206.00
030051,景碩元大0A購03,"28,000",4,"27,900",0.93,1.11,0.93,1.11, ,0.00,1.27,100,1.37,10,122.00
030052,玉晶光元大0A購03,"20,000",7,"34,370",1.60,1.75,1.60,1.75,+,0.27,1.74,100,1.84,15,527.00
030053,群創元大0A購04,"45,000",10,"37,110",0.68,1.00,0.68,1.00,+,0.36,0.84,10,1.00,10,21.00
030054,群創元大0A購05,"13,000",3,"11,460",0.74,0.92,0.74,0.92,+,0.20,0.99,10,--,0,21.00
030055,台勝科元大11購01,"10,000",2,"29,200",2.92,2.92,2.92,2.92,X,0.00,2.68,100,2.78,10,183.00
030056,台勝科元大12購01,"4,000",3,"13,330",3.37,3.37,3.32,3.32,X,0.00,3.14,100,3.24,10,183.00
030057,立積元大0A購04,"70,000",1,"30,100",0.43,0.43,0.43,0.43,-,0.02,0.45,100,0.46,50,522.00
030058,瀚宇博元大0B購01,"208,000",6,"133,030",0.63,0.67,0.63,0.65,+,0.03,0.65,100,0.66,50,46.05
030059,松翰元大0B購02,"60,000",2,"44,000",0.70,0.74,0.70,0.74,+,0.01,0.75,499,0.77,50,96.50
03005X,元展05,0,0,0,--,--,--,--, ,0.00,33.10,100,34.10,10,32.90
030060,彩晶元大0A購04,0,0,0,--,--,--,--, ,0.00,3.89,10,--,0,22.15
030061,彩晶元大0A購05,0,0,0,--,--,--,--, ,0.00,3.67,10,--,0,22.15
030062,南茂元大0B購01,"964,000",51,"1,457,670",1.46,1.63,1.46,1.63,+,0.10,1.61,499,1.63,45,49.65
030063,A50正2群益0A購01,0,0,0,--,--,--,--, ,0.00,1.06,25,1.07,10,50.55
030064,元金2X群益11購01,0,0,0,--,--,--,--, ,0.00,1.26,25,1.27,10,27.10
030065,道瓊銀群益0A購01,"23,000",2,"39,760",1.70,1.73,1.70,1.73,X,0.00,1.72,25,1.73,10,27.99
030066,華夏群益0B購01,"2,000",1,"2,000",1.00,1.00,1.00,1.00,X,0.00,1.01,25,1.11,10,36.80
030067,岱宇群益0B購01,"30,000",5,"12,550",0.40,0.49,0.40,0.44,X,0.00,0.44,25,0.45,10,102.50
030068,長興群益11購01,"13,000",2,"19,890",1.53,1.53,1.53,1.53,X,0.00,1.51,10,1.59,10,40.10
030069,南帝群益0C購01,"2,000",1,"4,320",2.16,2.16,2.16,2.16,-,0.09,2.16,25,2.26,10,141.00
03006X,元展06,0,0,0,--,--,--,--, ,0.00,67.00,100,68.00,10,72.30
030070,台達電群益0A購01,"20,000",2,"15,400",0.77,0.77,0.77,0.77,-,0.07,0.76,25,0.77,10,299.50
030071,鴻海群益0C購05,"83,000",8,"212,440",2.56,2.71,2.49,2.71,-,0.12,2.71,4,2.86,10,113.00
030072,國巨群益0A購01,"365,000",37,"322,370",0.85,0.91,0.77,0.90,+,0.17,0.90,4,0.91,12,545.00
030073,台積電群益0A購12,"402,000",27,"818,530",2.03,2.09,2.00,2.09,-,0.05,2.04,10,2.11,10,606.00
