公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1465,偉全,本年營收較去年同期減少，主要係因去年同期含已處分子公司之營收及本年度受新型冠狀病毒疫情影響客戶需求萎縮。,39.44,26893,-56.16,85544,37502,-61.75,571962,218773
1466,聚隆,-,71.79,83636,-39.46,237369,143682,-39.43,1825860,1105842
1467,南緯,-,153.41,315812,40.78,568455,800319,-23.09,3278302,2521262
1468,昶和,-,-7.67,78376,-15.07,85205,72359,-2.45,517749,505062
1470,大統新創,因歐美疫情影響嚴重，導致訂單量下滑,16.62,22179,-58.64,62551,25867,-29.61,417514,293869
1472,三洋紡,-,24.98,17240,-8.84,23638,21547,-22.98,156566,120587
1473,台南,-,83.96,266508,-24.54,649785,490280,-21.19,3863372,3044408
1474,弘裕,-,7.78,194160,-17.21,252790,209272,-25.94,1717635,1272050
1475,業旺,主要開始銷售染劑產品,57.84,5601,84.57,4790,8841,-18.23,28292,23133
1476,儒鴻,-,-5.94,2039347,-17.67,2330083,1918136,-13.06,13183624,11460959
1477,聚陽,-,49.71,1438613,-6.29,2298489,2153860,-15.84,12899813,10856419
4414,如興,-,87.55,1153962,48.1,1461298,2164325,19.89,6798207,8150885
4426,利勤,因新冠肺炎疫情嚴重影響，導致出貨減少,5.8,71404,-46.36,140864,75551,-49.55,1209399,610107
4438,廣越,-,38.61,1131464,-16.1,1869465,1568350,-21.03,6357649,5020443
1503,士電,-,8.71,1966320,-14.66,2504939,2137689,-6.4,13257054,12408296
1504,東元,-,27.95,3443947,0.94,4365723,4406855,-9.52,24064602,21773442
1506,正道,-,-3.58,77081,-29.24,105042,74320,-28.59,621997,444144
1507,永大,此為本公司自結數,15.92,1179794,16.77,1171205,1367701,2.34,6440191,6591051
1513,中興電,-,-6.39,1099407,1.69,1011959,1029142,12.3,5683608,6382828
1514,亞力,-,-4.19,435413,-18.22,510087,417133,1.6,2455847,2495287
1515,力山,客戶銷售狀況好增加採購量,15.16,643187,75.81,421302,740710,-8.14,3589393,3296930
1517,利奇,-,8.48,248371,19.32,225802,269436,-13.63,1466164,1266298
1519,華城,-,1.14,662623,8.06,620143,670184,28.38,2714305,3484687
1526,日馳,-,16.74,89112,-8.07,113172,104035,-9.23,565209,513011
1527,鑽全,-,-13.06,285485,-11.54,280602,248196,-9.06,1823750,1658404
1528,恩德,-,29.73,211278,-17.94,334033,274098,-17.31,1931359,1596889
1529,樂士,"本年/月因太陽能工程營收及電費收入均較去年同期多,故增幅較大",652.34,8648,13.16,57493,65063,125.17,141007,317507
1530,亞崴,-,8.29,275918,5.37,283562,298809,-13.68,1686489,1455691
1531,高林股,-,4.44,99468,-42.79,181604,103888,-40.59,1153714,685369
1532,勤美,-,12.78,748855,-35.33,1306068,844592,-36.6,7403992,4693834
1535,中宇,-,8.28,650920,8.16,651676,704875,-17.77,4857634,3994235
1537,廣隆,-,-1.27,595517,-13.25,677810,587949,-15.47,4014182,3392848
1538,正峰,-,13.58,21988,-31.7,36570,24974,-22.77,168803,130358
1539,巨庭,-,-2.48,168045,-15.41,193732,163862,-22.09,1212730,944777
1540,喬福,歐美主力市場未回復,65.09,9169,-71.33,52815,15138,-62.97,350545,129780
1541,錩泰,-,17.85,361394,25.34,339796,425913,8.31,2131884,2309161
1558,伸興,-,68.43,413366,14.38,608731,696273,4.48,2664363,2783826
1560,中砂,-,7.28,413221,11.32,398242,443332,4.36,2428688,2534744
1583,程泰,-,29.01,418300,7.19,503454,539679,-21.43,3091727,2429034
1597,直得,-,2.87,128609,21.32,109051,132301,0.5,678378,681775
2049,上銀,-,8.04,1861385,-3.48,2083933,2011222,-17.06,11134024,9233558
2371,大同,-,11.24,2469955,3.36,2658369,2747782,3.19,16220775,16739780
3167,大量,-,46.01,159356,34.88,172501,232683,-6.42,954955,893599
4526,東台,-,11.92,718133,-17.22,971091,803785,-29.72,5569107,3913701
4532,瑞智,-,23.02,1590403,4.98,1863687,1956520,-17.8,11510224,9460337
4540,全球傳動,-,10.73,216908,20.08,200014,240190,13.95,1090447,1242604
4555,氣立,-,-3.31,150572,26.58,115015,145586,8.0,691317,746649
4562,穎漢,-,4.1,58340,-27.57,83867,60737,-38.94,535064,326686
4564,元翎,-,8.4,159699,-18.45,212283,173116,-34.56,1500860,982136
4566,時碩工業,-,21.33,189162,-24.97,305931,229524,-13.26,1867192,1619508
4572,駐龍,"因受新冠肺炎及B737max復飛延宕影響,致營收減少",-18.62,33533,-59.44,67280,27286,-50.07,424901,212153
4576,大銀微系統,-,-16.98,220983,-4.75,192611,183445,11.09,1075714,1195037
8222,寶一,"國外客戶因疫情影響關廠中,故無法出貨",-27.17,26299,-69.77,63368,19152,-37.2,408506,256506
8374,羅昇,-,-7.5,235146,-16.99,262029,217489,-13.94,1574938,1355322
8996,高力,-,6.5,150929,-10.73,180088,160749,-0.96,1033363,1023422
1603,華電,-,136.24,107088,19.78,211211,252991,0.88,1162483,1172791
1604,聲寶,-,2.1,748297,19.28,640485,764012,4.43,3732999,3898419
1605,華新,-,22.24,7208866,-10.48,9844288,8812556,-28.37,74183465,53130577
1608,華榮,-,-34.77,769694,-32.28,741362,501998,-8.75,3817533,3483123
1609,大亞,-,1.49,1456484,-1.55,1501674,1478283,-6.98,8996903,8368449
1611,中電,-,10.49,162147,-5.52,189656,179172,-8.38,1171808,1073606
1612,宏泰,本月配合客戶交期中高壓電纜出貨量落點增加，致營收較去年同期成長。,-1.35,435517,65.43,259683,429605,33.14,1770352,2357205
1614,三洋電,-,7.06,575613,33.84,460461,616287,3.4,2678928,2770204
1615,大山,-,-34.15,303998,-27.85,277439,200154,1.37,1351892,1370471
1616,億泰,-,-17.54,224775,-26.4,251832,185338,-4.0,1366944,1312258
1617,榮星,-,10.09,190355,-11.17,235925,209571,-8.37,1410089,1291985
1618,合機,-,-29.85,206328,-12.24,164926,144734,-3.74,1024276,985909
4930,燦星網,"109/3/27董事會決議處分燦星國旅全數持股，109年第一季起將該公司轉列停業單位，合併營收需分別扣除110,186仟元及974,415千元",17.27,662930,-6.93,835409,777450,-21.41,4503719,3539105
5283,禾聯碩,-,28.11,550634,2.33,689341,705448,1.18,2850249,2883968
1708,東鹼,-,0.08,336406,-9.97,373993,336688,-2.97,2133586,2070030
1709,和益,-,42.74,565530,30.36,619231,807252,5.11,4177480,4391127
1710,東聯,無,-10.2,1797573,-16.17,1925689,1614180,-28.49,12869658,9202285
1711,永光,-,4.7,472568,-35.09,762399,494797,-20.26,4757819,3793834
1712,興農,-,-5.74,1472936,10.96,1251152,1388367,4.05,8743399,9098107
1713,國化,-,-19.22,37539,-38.23,49092,30322,-23.12,306872,235922
1714,和桐,主因子公司出售土地存貨所致,135.41,2098560,96.78,2510582,4940382,7.56,13616630,14646300
1717,長興,-,-0.37,2896092,-12.99,3315895,2885102,-16.17,19785507,16585647
1718,中纖,本月份自結異業別合併營收資訊，未經會計師簽證或核閱,-2.45,2191961,-18.41,2620726,2138228,-24.97,18688058,14020094
1721,三晃,-,3.54,211844,-0.49,220442,219356,-7.85,1626839,1499106
1722,台肥,-,1.71,745409,-16.59,908966,758157,-16.23,6500984,5445478
1723,中碳,-,7.14,394598,-27.85,586009,422791,-29.24,3884880,2748847
1724,台硝,-,-0.46,127422,-15.58,150250,126832,-8.32,927262,850059
1725,元禎,-,2.63,531424,-11.97,619636,545441,-25.29,4453281,3326667
1726,永記,-,6.8,595797,7.97,589292,636312,-0.01,3772018,3771384
1727,中華化,-,-9.78,149425,-23.68,176630,134801,-19.58,1149639,924539
1730,花仙子,-,15.73,234770,-12.83,311729,271707,-27.93,1975414,1423679
1732,毛寶,-,1.88,51019,2.54,50690,51981,7.51,301266,323897
1735,日勝化,-,7.37,133159,-45.24,261136,142980,-36.86,1527981,964714
1773,勝一,-,2.96,580843,-4.51,626357,598071,8.97,3503150,3817565
1776,展宇,-,-11.17,87440,-31.47,113330,77665,-21.93,825434,644343
3708,上緯投控,客戶訂單增加，帶動我司營收成長,8.3,770123,83.75,453914,834106,12.27,3086729,3465640
4720,德淵,-,-4.92,267049,-1.97,259009,253895,-12.08,1569267,1379607
4722,國精化,-,-9.65,279843,-26.4,343542,252817,-20.72,2269188,1799007
4739,康普,-,10.11,395847,-6.37,465554,435872,-15.41,3062795,2590606
4755,三福化,-,41.17,267628,27.23,296935,377813,-6.8,1975302,1840884
4764,雙鍵,-,22.54,171034,-32.47,310396,209591,-35.77,1859006,1193927
4766,南寶,-,15.86,1006512,-15.5,1380165,1166193,-12.63,8103747,7080085
1598,岱宇,新冠肺炎疫情帶動家用健身器材需求激增,10.35,819092,198.84,302468,903905,42.03,2886466,4099789
1701,中化,-,-1.24,625512,-3.14,637768,617720,2.08,3967127,4049982
1707,葡萄王,-,2.82,776728,-1.34,809548,798685,-3.47,4410570,4257176
1720,生達,-,-5.65,379591,2.54,349245,358120,15.37,1857013,2142464
1731,美吾華,美吾髮®新品報捷，本月自有品牌營收達兩位數成長，毛利率明顯提升。惟109年起淡出低利潤之物流配送業務，累計營收受影響。,30.65,71210,1.14,91988,93039,-15.29,595037,504040
1733,五鼎,-,29.4,173582,35.26,166061,224617,-2.4,1066694,1041014
1734,杏輝,-,-14.55,207854,-13.11,204403,177598,5.43,1145508,1207768
1736,喬山,-,15.33,1845275,9.93,1935854,2128218,1.76,10952029,11145475
1760,寶齡富錦,-,-47.57,151948,-14.87,93571,79654,-11.73,758270,669317
1762,中化生,-,41.93,85882,-6.93,130971,121894,5.4,663491,699352
1783,和康生,-,30.38,37740,-8.22,53615,49206,-0.0,219699,219696
1786,科妍,-,97.03,25455,5.88,47369,50156,4.26,205249,213994
1789,神隆,-,-37.9,342981,-18.63,261746,212977,4.38,1389618,1450603
1795,美時,-,22.31,860254,48.24,709789,1052244,14.44,4076535,4665396
3164,景岳,-,-6.44,27084,-25.31,33926,25339,-10.35,177328,158974
3705,永信,-,2.64,613000,-0.43,631963,629220,1.83,3857811,3928691
4104,佳醫,-,-5.13,534850,2.97,492741,507393,5.53,3145189,3319332
4106,雃博,-,-7.9,188626,-4.59,182083,173709,-10.81,1037608,925346
4108,懷特,「癌因性疲憊症CRF」的處方新藥因疫情緩和，業績倍數成長，惟子公司本月大陸未出貨，故合併營收受影響。,-29.75,10347,-58.32,17441,7268,-42.96,63866,36423
4119,旭富,-,-40.42,284084,-10.56,189228,169230,25.18,1207974,1512250
4133,亞諾法,-,-19.88,38021,-5.23,32142,30459,-4.21,212172,203229
4142,國光生,營收較去年同期減少主要係因配合美國客戶出貨時程所致。,714.4,6350,-28.95,72796,51715,159.88,165495,430092
4155,訊映,-,-0.49,104787,3.22,101019,104273,19.97,575210,690088
4164,承業醫,-,95.37,125004,-19.9,304927,244227,-15.01,1397612,1187817
4737,華廣,-,1.86,119822,-21.94,156389,122062,-23.76,934973,712817
4746,台耀,本月營收增加主因係膽固醇磷酸鹽結合劑產品之印度客戶出貨增加所致。,7.26,259968,54.54,180439,278860,16.44,1245562,1450350
6491,晶碩,-,-0.48,292882,18.62,245688,291454,3.77,1500202,1556833
1802,台玻,-,5.59,3149379,-3.06,3430702,3325435,-14.17,19188818,16469317
1806,冠軍,-,14.55,352198,-13.85,468366,403477,-20.48,2315837,1841388
1809,中釉,-,42.66,84378,-33.69,181556,120378,-26.47,1114841,819680
1810,和成,-,25.05,366179,11.08,412239,457922,-4.5,2529515,2415506
1817,凱撒衛,-,5.79,190548,18.95,169458,201584,-1.72,1085347,1066642
1903,士紙,-,-10.77,13566,12.31,10777,12104,-8.33,87239,79971
1904,正隆,-,25.38,2844762,12.42,3172628,3566963,-1.04,18862702,18665100
1905,華紙,-,1.32,1420542,-15.49,1703325,1439364,-15.64,10742466,9061940
1906,寶隆,-,32.81,86731,26.01,91414,115193,4.38,658956,687870
1907,永豐餘,-,-0.67,5547969,-13.01,6335226,5510681,-7.67,36325021,33537660
1909,榮成,-,9.14,3237743,-5.79,3751126,3533899,-28.32,23201610,16629976
2002,中鋼,-,2.83,23257451,-18.5,29348282,23917855,-21.23,191110580,150528288
2006,東和鋼鐵,-,6.28,3207382,-12.9,3914068,3409050,-15.17,23214838,19691993
2007,燁興,-,-4.83,441230,-22.71,543271,419890,-21.72,3560104,2786702
2008,高興昌,-,37.04,67167,21.1,76011,92052,-39.1,707623,430880
2009,第一銅,-,-5.73,176158,-22.65,214676,166050,-11.96,1234221,1086513
2010,春源,-,1.2,1474671,6.16,1405660,1492385,9.62,7915251,8677062
2012,春雨,-,23.15,532262,-13.3,756073,655513,-18.35,4623245,3774830
2013,中鋼構,-,-0.11,1082568,-26.3,1467346,1081296,-30.64,9262311,6424324
2014,中鴻,-,27.39,2336305,-2.03,3038153,2976444,-23.94,23599677,17949305
2015,豐興,-,-0.5,2178457,1.8,2128998,2167521,-5.65,13924961,13138068
2017,官田鋼,-,11.32,218516,-32.02,357846,243255,-32.81,2144490,1440733
2020,美亞,-,-2.07,428547,26.35,332130,419651,5.38,2322882,2447912
2022,聚亨,-,21.02,654742,11.22,712433,792370,-29.15,6006103,4254892
2023,燁輝,-,3.59,4193667,-1.81,4424635,4344540,-15.7,30088212,25363766
2024,志聯,-,-7.48,79895,-28.18,102928,73916,-18.34,628753,513397
2025,千興,-,3608.33,2688,12.49,88606,99680,-39.18,671480,408365
2027,大成鋼,-,18.87,3813270,-28.44,6334963,4533084,-32.68,42043653,28302600
2028,威致,-,-11.74,694878,-6.7,657358,613291,-25.82,5128378,3803952
2029,盛餘,-,22.3,635984,-1.2,787368,777851,-10.07,4902122,4408022
2030,彰源,-,2.16,835192,-8.18,929348,853299,-16.57,5950765,4964496
2031,新光鋼,-,13.45,682896,24.19,623817,774760,9.36,3965784,4337252
2032,新鋼,-,4.57,262843,26.19,217823,274877,10.75,1362058,1508482
2033,佳大,-,5.54,58001,-2.42,62740,61218,-12.02,424104,373100
2034,允強,-,-3.29,1004758,-20.21,1217870,971665,-17.04,8028774,6660086
2038,海光,-,-8.07,657470,0.93,598766,604364,-6.56,4188221,3913205
2069,運錩,-,-6.99,574928,-18.52,656269,534702,-21.98,4190598,3269150
2211,長榮鋼,-,14.55,640670,13.31,647691,733942,11.53,4026808,4491477
3004,豐達科,-,12.72,115790,-44.34,234543,130524,-22.51,1349823,1045953
5007,三星,-,41.89,226280,-34.16,487712,321088,-33.33,3423021,2281930
9958,世紀鋼,本月及本年增加百分比達50%以上，主因風力事業陸續投產，影響收入較同期增加。,55.46,373444,232.76,174469,580569,190.18,860813,2497967
2101,南港,"本公告係屬自結數,與會計師所出具之財報因匯率之故將存有略微差異,屆時請以財報為準.",34.75,653096,-15.53,1041939,880070,-28.64,5825426,4156542
2102,泰豐,-,25.22,370177,30.32,355683,463549,8.14,2245973,2428885
2103,台橡,-,13.36,1680718,-16.73,2288282,1905347,-20.59,15148965,12029185
2104,國際中橡,-,29.77,905638,-41.88,2022474,1175306,-40.82,12280688,7267458
2105,正新,無。,9.58,7365921,-12.46,9221064,8071980,-24.66,55277914,41644879
2106,建大,-,4.9,2420634,-9.91,2819103,2539476,-16.17,16341796,13698893
2107,厚生,-,-3.89,214228,-35.24,317933,205887,4.46,1485769,1552072
2108,南帝,-,-20.08,978470,-16.84,940377,781948,-13.61,6202737,5358020
2109,華豐,-,38.11,276875,-17.91,465872,382416,-16.51,2520104,2103971
2114,鑫永銓,-,0.78,132272,-5.13,140520,133306,-4.99,815712,774964
6582,申豐,"因今年產能擴充,營收較去年同期增加,較上月減少0.61%",-0.6,365715,71.69,211702,363486,36.27,1466731,1998855
1319,東陽,-,23.57,1023551,-23.08,1644630,1264888,-23.5,10590969,8101206
1339,昭輝,-,13.99,128300,-21.95,187408,146257,-28.73,1295231,923096
1512,瑞利,1.去年同期有模具2.47億金額結案，本月則無。2.AM零件陸續因北美客戶受covid-19疫情影響客戶訂單減少，導致本月份營收大量下滑。,-42.55,104011,-84.07,375308,59754,-47.41,1067531,561334
1521,大億,-,20.42,308244,-21.59,473405,371195,-27.93,2850690,2054425
1522,堤維西,-,28.52,950017,-14.79,1433115,1221037,-23.91,8942568,6804385
1524,耿鼎,-,5.86,109404,-28.83,162759,115822,-25.15,1156987,865919
1525,江申,-,5.03,75070,-18.13,96324,78853,-32.91,683938,458805
1533,車王電,-,36.49,150233,-36.92,325080,205060,-24.36,1455050,1100547
1536,和大,-,37.77,255959,-29.6,500942,352638,-26.8,2985129,2184995
1568,倉佑,-,27.08,104524,-7.43,143502,132832,-22.41,953588,739834
1587,吉茂,-,54.14,105127,28.87,125740,162049,-0.5,731590,727919
2201,裕隆,-,4.52,6878502,8.56,6622940,7190029,-9.47,41834032,37872129
2204,中華,-,19.83,2263579,-1.8,2762404,2712582,-13.1,17008673,14780461
2206,三陽工業,-,15.23,2943570,17.83,2878589,3392090,3.89,16634463,17282237
2207,和泰車,-,22.88,16857619,16.15,17834356,20715699,15.25,97775597,112688499
2227,裕日車,-,-2.55,2366796,-16.43,2759855,2306248,-8.26,15876706,14563978
2228,劍麟,"因疫情影響,客戶端整體復甦速度較慢所致",-1.69,164160,-53.49,346983,161378,-34.54,2238852,1465528
2231,為升,-,3.28,210817,-40.54,366251,217740,-27.53,2063248,1495196
2233,宇隆,-,25.0,155436,19.59,162466,194303,-6.98,1177927,1095652
2241,艾姆勒,-,-4.29,61370,-21.17,74520,58737,15.77,348500,403476
2247,汎德永業,-,-11.7,3759792,22.54,2708962,3319630,15.59,15834628,18303918
2497,怡利電,係因受新冠肺炎的影響，車廠停工，致營收大幅減少,-9.24,101285,-45.89,169912,91926,-40.08,1118680,670308
3346,麗清,無,9.3,327186,19.16,300112,357638,-15.93,2036950,1712360
4551,智伸科,"主係旭申國際於109年4月13日成為100%子公司,共同控制下企業合併,同步重編去年合併營收。",26.07,435998,-7.87,596656,549680,-17.95,3690710,3028013
6288,聯嘉,-,192.65,123270,-3.96,375638,360759,-28.33,2081212,1491467
6605,帝寶,-,31.12,817542,-12.29,1222229,1071963,-15.98,7774286,6531421
2302,麗正,-,43.43,36696,8.26,48618,52635,-5.6,247171,233321
2303,聯電,-,-1.11,14745577,24.55,11706642,14581494,26.29,68614143,86654107
2329,華泰,-,-8.31,1190738,-29.14,1540882,1091784,-15.43,8445992,7142473
2330,台積電,無。,28.84,93819010,40.77,85867929,120877785,35.15,459702944,621295550
2337,旺宏,-,6.05,2835520,12.6,2670611,3007319,38.33,13508276,18686447
2338,光罩,本公司合併美祿/群豐之營收,8.58,356997,66.11,233354,387628,53.25,1438518,2204542
2342,茂矽,主要係因應市場需求致接單狀況較去年同期增加,8.61,169880,99.83,92332,184510,44.77,631870,914779
2344,華邦電,-,-3.34,4273412,0.87,4094886,4130594,6.12,22898437,24301598
2351,順德,-,-0.56,683103,-4.27,709534,679231,-12.45,4555793,3988464
2363,矽統,"6月仍受疫情影響,導致大尺吋玻璃觸控系統工程延至第三季完工,營收將逐漸成長",-32.65,12878,-60.24,21814,8673,-37.5,122773,76731
2369,菱生,-,-6.51,437315,1.84,401423,408821,18.82,2162650,2569772
2379,瑞昱,無,6.16,5725927,21.56,5000623,6078792,18.73,28016197,33266197
2388,威盛,-,28.27,465670,31.74,453436,597361,11.39,2716609,3026087
2401,凌陽,-,14.0,483771,13.85,484419,551537,-5.13,2711351,2572029
2408,南亞科,-,-4.14,5549926,30.2,4085655,5319753,29.79,23812595,30908227
2434,統懋,-,-14.36,11806,-24.59,13408,10110,-26.65,87389,64097
2436,偉詮電,-,1.98,213510,6.58,204294,217746,5.01,1087413,1141930
2441,超豐,-,-3.47,1236702,21.9,979212,1193729,24.7,5502341,6861552
2449,京元電子,-,-3.67,2584325,18.23,2105344,2489358,29.14,11351086,14659656
2451,創見,-,3.79,831925,-13.75,1001209,863526,-16.62,6843828,5706128
2454,聯發科,海外子公司之營收係以當月平均匯率換算之,16.07,21777663,20.99,20893052,25279480,12.4,114288998,128466028
2458,義隆,"因受疫情影響,居家辦公及授課市場需求增加",4.09,1225041,73.96,733044,1275230,41.43,4062303,5745540
2481,強茂,"本月營收淨額含二極體$840,781仟元及其他$19,825仟元，減銷退/折$9,363仟元。",-0.86,858701,4.05,818054,851243,6.62,4427987,4721311
3006,晶豪科,-,3.14,978518,8.71,928424,1009326,21.43,5660998,6874358
3014,聯陽,-,6.28,388006,35.14,305135,412388,23.99,1613041,2000075
3016,嘉晶,-,0.47,345951,5.46,329588,347603,1.45,2020990,2050418
3034,聯詠,-,-5.76,6212160,12.7,5193960,5853894,13.6,31251203,35501442
3035,智原,-,17.31,432250,16.95,433594,507098,11.21,2312281,2571696
3041,揚智,-,-15.07,188225,-19.43,198430,159858,-0.92,994469,985296
3054,立萬利,受市場需求增加及產品調整等影響，致本期營收較去年同期大幅增加。,-37.57,40789,292.97,6479,25461,377.51,42888,204797
3094,聯傑,-,-16.44,21719,-7.05,19525,18148,6.04,107068,113541
3189,景碩,-,1.02,2350465,42.0,1672101,2374534,25.6,10093717,12678518
