公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
3257,虹冠電,客戶需求增加,9.67,82398,66.19,54372,90366,58.27,253153,400687
3413,京鼎,本月營收較去年增加50%以上，係因半導體關鍵性零組件、模組及設備需求增加所致。,6.33,890138,71.83,550837,946544,45.51,3259160,4742621
3443,創意,-,-1.28,930456,12.81,814205,918518,22.23,4987679,6096665
3450,聯鈞,-,-1.49,549374,11.99,483223,541175,1.47,2902822,2945707
3530,晶相光,-,11.49,174815,-4.0,203030,194904,19.33,954347,1138858
3532,台勝科,-,0.0,1037466,8.9,952644,1037488,-7.3,6499588,6025088
3536,誠創,"因本月面板.整流器營收下滑,致營收較去年衰退",-31.49,60925,-54.67,92076,41738,-57.13,588755,252368
3545,敦泰,主力產品市占率顯著提升,44.25,746860,66.04,648856,1077379,50.21,3779419,5677233
3583,辛耘,-,-7.56,310003,-8.98,314835,286553,-31.71,2159729,1474873
3588,通嘉,-,1.35,119420,40.53,86125,121033,33.32,487352,649747
3686,達能,受新冠肺炎疫情影響，供應鏈庫存大幅上升，部分廠商降價求現，造成本公司營收下滑。,-1.6,6243,-51.5,12666,6143,-48.11,87386,45340
3711,日月光投控,-,1.87,35788001,15.47,31571316,36457523,14.08,179602355,204905928
4919,新唐,-,6.25,1025400,18.84,916797,1089535,12.08,4634119,5194297
4952,凌通,-,4.59,250885,2.2,256773,262423,-8.95,1335465,1215808
4961,天鈺,-,15.74,691822,12.01,714861,800734,-3.21,4448236,4305440
4967,十銓,市場因疫情減緩需求回溫所致,94.58,564922,80.46,609120,1099228,7.48,3491636,3752853
4968,立積,因客戶需求增加及產能提升,20.25,407656,90.44,257405,490223,85.69,1091641,2027082
5269,祥碩,本年營收較去年增加主係因客戶需求量增加所致。,54.46,339685,83.36,286153,524699,58.59,1825217,2894683
5285,界霖,-,5.86,352574,1.38,368155,373262,-6.63,2222266,2074728
5471,松翰,-,-6.3,484556,47.27,308277,454012,49.92,1550911,2325243
6202,盛群,-,0.01,478689,25.95,380093,478743,9.36,2242788,2452808
6239,力成,-,-0.67,6444874,24.3,5149505,6401211,29.51,29511808,38221804
6243,迅杰,-,7.2,42751,-14.81,53803,45831,5.93,262286,277845
6257,矽格,-,1.52,959984,21.63,801286,974670,32.63,4234051,5616012
6271,同欣電,-,14.32,686655,41.77,553721,785026,16.81,3437688,4015858
6515,穎崴,-,-16.32,307914,-25.65,346538,257634,11.69,1307833,1460780
6531,愛普,-,34.3,328768,32.51,333215,441559,37.95,1476248,2036627
6533,晶心科,本月收入較去年同期減少係因矽智財授權收入減少。,-38.46,36039,-68.18,69710,22177,-11.17,233796,207659
6552,易華電,-,3.87,251652,-4.1,272604,261409,-13.26,1531053,1327886
6756,威鋒電子,-,1.79,169699,47.82,116856,172738,34.86,692276,933662
8016,矽創,-,21.25,763403,-23.03,1202679,925685,-4.7,6069324,5783704
8028,昇陽半導體,-,-4.53,193663,-18.07,225673,184874,-3.72,1255455,1208749
8081,致新,-,5.94,534779,25.04,453071,566548,37.38,2431776,3340826
8110,華東,-,-8.46,526780,-5.85,512178,482167,-2.68,3215217,3128879
8131,福懋科,-,-3.45,790834,1.03,755661,763517,11.67,4442798,4961636
8150,南茂,-,-0.26,1789294,9.03,1636704,1784515,17.58,9367352,11014935
8261,富鼎,-,-4.57,273014,40.45,185489,260523,28.74,1025655,1320467
8271,宇瞻,-,13.4,506545,3.17,556768,574465,-2.1,3735275,3656535
2301,光寶科,-,4.16,13716515,-11.52,16148258,14287458,-13.23,85672126,74336582
2305,全友,-,34.09,45703,35.83,45118,61285,9.43,222650,243648
2324,仁寶,無,-6.79,87650410,-4.97,85978823,81698189,-3.73,462998409,445700690
2331,精英,-,6.7,2621688,4.87,2667241,2797344,-13.29,14085547,12213229
2352,佳世達,-,12.7,13722146,4.95,14734911,15465738,2.2,81087911,82875145
2353,宏��,-,27.21,20181059,4.87,24480331,25673362,4.21,109830777,114456620
2356,英業達,-,15.94,46063044,11.95,47707129,53408509,-2.15,242669373,237436907
2357,華碩,"以上申報之合併營收已排除停業單位營收。109年06月及108年06月累計合併營收(含停業單位)為165,434,125仟元及172,940,582仟元。",30.48,30170871,27.87,30787468,39367941,1.83,160095109,163032166
2362,藍天,-,-18.99,2069459,-1.59,1703527,1676399,-16.37,10666944,8919772
2364,倫飛,-,5.88,54850,6.59,54485,58077,2.1,351408,358809
2365,昆盈,-,-3.12,103893,-14.47,117686,100648,-9.11,721901,656123
2376,技嘉,本月營收較去年同期增加，主要係板卡及網通產品銷售成長所致。,-6.86,7633696,92.68,3689929,7109860,34.57,28343190,38143162
2377,微星,宅經濟帶動需求、新品上市,25.84,10949799,60.84,8567063,13779635,14.75,55632053,63841232
2380,虹光,-,51.95,78064,-26.62,161659,118622,-32.31,859522,581805
2382,廣達,-,0.13,93347803,18.41,78935998,93471203,-1.41,467071016,460480229
2387,精元,因疫情居家辦公及客戶NB新機型導入出貨量增加，連帶鍵盤出貨量增加所致,13.14,1647113,58.0,1179458,1863546,41.82,5602990,7946281
2395,研華,-,13.73,4503341,9.68,4669370,5121824,-3.75,26276605,25290358
2397,友通,-,6.6,655366,12.01,623692,698656,32.15,3190770,4216770
2399,映泰,-,-21.61,152317,-28.08,166020,119398,-12.79,1080056,941856
2405,浩鑫,-,19.83,119696,-29.87,204555,143439,-45.21,1615846,885211
2417,圓剛,產品銷量增加,42.54,324480,80.98,255556,462527,25.24,1411009,1767263
2424,隴華,本月減少因本月出貨天線1套，去年同期出貨天線18套,-7.3,1793,-85.34,11342,1662,-18.78,11954,9709
2425,承啟,-,26.79,333561,-12.23,481884,422937,-30.57,2197549,1525625
2442,新美齊,-,30.99,280664,8.76,338021,367647,-19.03,2242508,1815580
2465,麗臺,-,-10.95,337208,-13.32,346461,300280,9.33,1685291,1842543
3002,歐格,-,-9.16,73993,22.56,54838,67210,12.06,318556,357003
3005,神基,-,-13.77,2586704,-11.11,2509213,2230280,2.19,12718672,12998321
3013,晟銘電,-,-9.3,529442,1.77,471823,480180,10.75,2712527,3004237
3017,奇鋐,-,-28.35,4302681,4.49,2950133,3082797,16.42,16398248,19091375
3022,威強電,-,0.47,579592,17.22,496780,582353,-8.61,2889212,2640234
3046,建��,-,61.02,86610,-21.81,178376,139468,-28.01,924336,665391
3057,喬鼎,-,-9.33,72822,-36.0,103161,66023,-16.22,594127,497751
3060,銘異,-,29.53,300809,17.47,331672,389642,-22.59,2638672,2042580
3231,緯創,-,4.89,75316883,1.91,77517579,79001974,-4.09,411753673,394878899
3416,融程電,-,10.91,118218,-4.71,137616,131121,-14.9,847814,721444
3494,誠研,因受新型冠狀病毒疫情影響，致使營收下降。,51.05,21207,-53.92,69527,32034,-47.04,488257,258542
3515,華擎,"“本年累計營業收入淨額”採年平均匯率計算,“本月營業收入淨額”採該月平均匯率計算,故累計營收淨額與各月營收淨額加總會有差異",4.89,1652360,78.48,971082,1733265,46.24,5684632,8313749
3701,大眾控,-,14.97,545612,18.51,529304,627298,-12.87,3525942,3072083
3706,神達,-,12.08,3692532,6.6,3882219,4138646,15.24,16718947,19267340
3712,永崴投控,-,-31.26,541959,-39.91,620011,372514,-20.14,3816251,3047653
4916,事欣科,因對恩德(1528)喪失控制力，109年6月起不納入合併營收，致單月營收年減逾50%。,-49.58,318985,-75.69,661766,160830,-32.81,3578256,2404223
4938,和碩,無,-3.72,114112166,24.44,88277512,109856812,2.14,593479914,606235811
5258,虹堡,-,32.18,263992,22.49,284858,348947,14.83,1533792,1761373
6117,迎廣,-,-31.34,248195,6.44,160084,170399,19.25,934387,1114298
6128,上福,受新冠肺炎疫情影響，主要市場歐美多國封城，經濟活動暫停，導致營收驟減,37.36,222317,-41.71,523958,305394,-38.27,3327977,2054313
6166,凌華,-,0.97,730001,-22.54,951677,737089,-11.26,5220978,4632878
6172,互億,-,-3.15,44367,-19.37,53289,42966,-30.11,302759,211594
6206,飛捷,-,8.68,306058,-28.7,466570,332652,-21.99,2830440,2207848
6230,尼得科超眾,-,16.66,745757,7.54,808941,870014,-1.11,4051303,4006056
6235,華孚,因108年會計師第2季核閱調整數併計入去年同期合併營收，致今年增幅較大。,10.18,120591,62.18,81929,132879,-28.1,1154869,830279
6277,宏正,-,11.94,339910,-14.77,446471,380501,-7.23,2410276,2235866
6414,樺漢,-,24.17,5770649,-1.02,7240076,7165842,1.26,36330658,36788854
6579,研揚,-,9.38,533320,7.63,541977,583348,-4.62,3145883,3000526
6669,緯穎,-,36.08,16461603,36.01,16469428,22401161,8.07,80699564,87219359
8114,振樺電,-,10.38,626753,-20.52,870525,691820,-20.54,4738635,3764909
8163,達方,-,0.23,1955109,13.7,1723502,1959709,8.9,9033421,9838225
8210,勤誠,-,-12.4,764882,33.18,503063,670003,15.43,3063350,3536110
9912,偉聯,-,7.39,36578,-32.12,57873,39283,-22.19,291210,226562
2323,中環,-,7.12,601275,4.15,618452,644134,22.56,3756677,4604511
2340,光磊,-,27.3,401936,-5.12,539324,511694,-1.48,2580220,2541994
2349,錸德,-,0.4,500371,-26.59,684398,502398,-23.11,3999060,3074866
2374,佳能,2020年6月與去年同期差異達50%以上說明：1.安控產品客戶出貨量下修。2.消費型數位相機出貨持續萎縮。,20.79,220985,-58.6,644916,266937,-62.85,4025255,1495145
2393,億光,-,-7.25,1925532,8.84,1640736,1785872,-1.73,10343533,10164429
2406,國碩,-,33.98,595517,14.62,696063,797891,-7.72,4410390,4069872
2409,友達,-,-0.56,21729311,-11.22,24339846,21607307,-14.31,136770178,117190364
2426,鼎元,-,-4.59,214568,-0.26,205263,204712,-14.51,1326240,1133782
2429,銘旺科,-,5.14,58022,-10.66,68285,61005,-10.78,406598,362732
2438,翔耀,-,-2.69,34466,11.63,30042,33537,-1.75,211263,207554
2466,冠西電,主係本年機上盒收入較去年大幅減少,66.94,80022,-41.75,229375,133593,-71.94,1497779,420221
2486,一詮,-,4.83,328380,9.19,315262,344259,2.96,1798532,1851923
2489,瑞軒,-,2.62,1465982,5.65,1423969,1504500,-3.73,7261326,6990123
2491,吉祥全,-,-4.92,19653,10.04,16980,18686,-27.75,151133,109187
3008,大立光,-,6.98,3866021,1.48,4075854,4136186,8.2,23904243,25864922
3019,亞光,-,20.24,1219743,-13.77,1701076,1466711,-25.85,9177026,6804613
3024,憶聲,-,47.1,99787,15.12,127508,146794,-8.82,678315,618424
3031,佰鴻,-,-1.84,119385,-17.64,142282,117180,-24.86,829229,623014
3038,全台,-,-5.46,396728,-4.39,392287,375056,-1.58,1903571,1873407
3049,和鑫,本期營收較去年同期減少72.57%，係客戶需求減少及減少合併個體所致。,-50.52,227982,-72.57,411259,112798,-30.05,2074449,1451073
3050,鈺德,108年9月26日子公司厚聚能源開發取得錸洋科技股權，經由會計師事務所重編107年及108年合併報表 ，因此更新合併後相關營收數。,5.49,75949,-7.11,86256,80120,0.87,466644,470728
3051,力特,-,6.85,153254,-5.5,173291,163757,-7.8,1177955,1086045
3059,華晶科,-,-0.32,504589,4.08,483230,502959,-18.11,3220789,2637498
3149,正達,-,-7.78,242999,5.67,212037,224079,-21.32,1381935,1087187
3356,奇偶,-,36.17,68252,-22.05,119235,92943,-19.44,702001,565495
3383,新世紀,-,-13.64,46509,-27.36,55300,40165,-16.33,329611,275776
3406,玉晶光,因客戶需求較去年同期增加，致使公司本月營收優於去年同期。,8.13,1025976,29.33,857808,1109440,79.91,3206195,5768419
3437,榮創,客戶需求變化,12.49,454864,64.08,311835,511683,41.97,1755158,2491823
3454,晶睿,-,2.06,464504,-22.17,609165,474102,-18.22,3645828,2981383
3481,群創,-,9.71,22042654,13.46,21314554,24183715,-4.73,123099558,117274777
3504,揚明光,-,-4.91,371827,-6.04,376291,353540,-27.77,2435730,1759204
3535,晶彩科,本公司以銷售機台為主，109年06月出售機台較去年同期減少，此為產業特性，尚屬正常。,-25.89,90686,-20.14,84153,67200,-59.82,1356150,544834
3543,州巧,-,10.51,217364,-2.21,245646,240209,-7.58,1444638,1335038
3563,牧德,-,-11.98,224098,-25.76,265706,197235,-6.01,1450712,1363399
3576,聯合再生,-,2.25,1208200,-11.43,1394960,1235462,-37.24,10007616,6279845
3591,艾笛森,-,9.12,141062,-21.28,195567,153934,-21.2,1244660,980786
3622,洋華,與去年同期增加:係因電線電纜產品依客戶施工需求月份出貨，使得營業額變動增加。,33.09,85727,67.84,67976,114097,6.14,333876,354383
4934,太極,-,5.65,183299,-23.75,254007,193671,-8.44,1166579,1068094
4942,嘉彰,-,7.93,622754,19.41,562892,672173,-9.09,3527547,3206594
4956,光鋐,-,3.23,98603,0.89,100894,101792,-6.31,596998,559307
4960,誠美材,"108年12月後,原重要子公司昆山之奇美材料科技有限公司改列為轉投資公司,故其營業收入無須再併入本公司營收合併申報",-12.23,809043,-42.52,1235458,710058,-44.33,7735619,4306137
4976,佳凌,-,34.85,70568,4.55,91020,95165,-33.58,678298,450522
5234,達興材料,-,-4.81,360026,-8.22,373400,342691,-3.31,2256039,2181168
5484,慧友,-,-14.76,31467,-1.07,27114,26822,-12.76,163525,142646
6116,彩晶,-,9.15,1262079,-7.17,1484057,1377630,-5.98,7524022,7073658
6120,達運,-,13.59,1112444,-11.55,1428719,1263667,-28.67,8438674,6018664
6131,鈞泰,本月投資評價利益，致使本月及本年累計增減百分比達50%以上,194.13,2097,4997.52,121,6168,-87.84,4040,491
6164,華興,-,-8.32,65179,-25.5,80208,59752,-16.25,475011,397787
6168,宏齊,-,5.47,172650,12.7,161577,182098,3.75,1110954,1152634
6176,瑞儀,-,3.39,4979077,15.27,4465571,5147902,-14.5,27838811,23799760
6209,今國光,-,-10.81,200924,-35.91,279639,179194,-25.74,1606874,1193112
6225,天瀚,行車紀錄器及數位影像產品逐漸發酵所致,13.36,2499,165.01,1069,2833,44.74,5254,7605
6226,光鼎,-,-24.46,75025,-49.33,111852,56668,-27.04,511390,373103
6278,台表科,-,5.45,3115601,-4.72,3448539,3285644,-0.26,17986451,17938323
6289,華上,-,-1.27,5877,-34.49,8857,5802,-40.77,57737,34196
6405,悅城,-,5.87,43458,-28.25,64133,46010,-19.93,273247,218771
6443,元晶,月營收成長9.72%，季營收成長21.91%，主因國內光電市場綠能政策之推動驅動成長動能。,2.31,405296,9.72,377940,414694,-0.36,2237359,2229215
6477,安集,本月模組銷售量較去年同期增加，故整體合併營收上升。,88.44,163122,321.7,72894,307398,-13.65,918405,793022
6668,中揚光,訂單增加，營收成長,29.07,144430,44.14,129329,186424,52.89,557621,852579
6706,惠特,-,2.86,253088,-17.75,316518,260332,-19.21,2035654,1644574
8104,錸寶,-,0.55,141586,6.03,134269,142371,-20.91,896192,708746
8105,凌巨,-,0.27,589292,-28.29,823994,590885,-24.32,4412490,3339177
8215,明基材,-,0.95,1242122,-0.94,1266014,1254001,1.6,7051033,7164319
2314,台揚,-,-2.27,395492,-18.02,471497,386505,-36.74,3175065,2008402
2321,東訊,-,11.12,94929,-27.01,144528,105488,-38.82,899008,549990
2332,友訊,-,29.52,1033770,-4.71,1405165,1338950,-16.81,8250132,6863088
2345,智邦,-,27.28,3763609,9.01,4394615,4790580,-2.31,24927601,24350430
2412,中華電,-,-0.81,16110489,-5.38,16889417,15979863,-5.4,101439336,95957863
2419,仲琦,-,15.75,917782,31.78,806156,1062372,-26.02,5399713,3994690
2439,美律,-,1.77,2166735,-25.57,2963050,2205230,-33.91,17601575,11631215
2444,兆勁,-,19.12,125164,5.87,140829,149101,18.1,628258,741973
2450,神腦,-,-4.13,2103095,-11.82,2286422,2016083,-12.8,14518150,12658759
2455,全新,-,5.18,193321,-1.35,206141,203343,14.11,1089626,1243380
2485,兆赫,-,-19.78,684400,-17.88,668587,549009,-12.35,3907218,3424502
2498,宏達電,本月及本年營收較去年同期減少，主要係因出貨量減少所致。,63.55,396975,-55.57,1461416,649253,-53.51,5750731,2673144
3025,星通,-,346.34,14652,4.37,62658,65399,-4.03,254605,244321
3027,盛達,主要係來自北美電信公司網通路由器訂單暨LED路燈電源與太陽能變流器產品訂單增加所致。,11.59,67157,55.02,48344,74943,13.97,335997,382937
3045,台灣大,-,-1.91,10819041,7.23,9895816,10612198,6.23,59487224,63194318
3047,訊舟,-,7.29,542543,39.08,418535,582135,-0.32,2841414,2832237
3062,建漢,-,11.6,370677,-16.98,498325,413697,-23.84,2859032,2177215
3138,耀登,-,16.0,90108,21.06,86341,104533,26.51,421714,533534
3311,閎暉,-,27.41,101331,-21.06,163561,129111,-28.99,1061566,753724
3380,明泰,主係因新增合併子公司仲琦增加營收，使本月營收年增率達50%以上,12.22,2651164,99.47,1491563,2975305,77.42,7165290,12713117
3419,譁裕,-,8.53,145699,31.42,120322,158136,0.98,733156,740395
3596,智易,-,6.94,2449732,-9.82,2905302,2619883,-13.58,17463134,15091493
3669,圓展,-,51.24,168928,28.48,198856,255498,7.57,1031334,1109413
3682,亞太電,-,5.13,1137170,8.81,1098805,1195617,-0.3,6842761,6822007
3694,海華,-,11.13,810706,35.2,666368,900985,19.01,3398849,4045111
3704,合勤控,-,15.04,1667721,-9.36,2116761,1918589,-33.73,13704017,9080408
4904,遠傳,-,-3.25,6370749,-7.52,6664562,6163166,-7.71,41244719,38063579
4906,正文,-,6.35,1812071,-1.68,1960075,1927143,-16.12,9882125,8288671
5388,中磊,-,18.9,3053975,44.0,2521561,3631259,21.78,13178825,16050367
6136,富爾特,-,40.17,42414,-16.39,71112,59454,-27.17,451274,328621
6142,友勁,-,-15.41,267530,-28.61,316986,226294,-28.57,1622457,1158827
6152,百一,-,33.7,225791,-24.92,402127,301892,-46.1,2047738,1103678
6216,居易,-,-15.94,68410,-39.17,94539,57502,-6.4,437989,409948
6285,啟��,-,8.79,4869905,1.45,5222294,5298150,0.01,28441827,28445375
6416,瑞祺電通,因新增合併兩家子公司營業收入淨額，致使本月營收及本年累計營收增幅百分比達50%以上。,27.8,450801,51.1,381279,576143,51.9,1790933,2720460
6426,統新,-,12.93,62787,36.54,51930,70906,34.66,264767,356539
6442,光聖,-,-5.74,184530,-2.66,178687,173924,-9.19,1250310,1135334
6674,鋐寶科技,-,24.36,198055,-16.91,296453,246304,-23.06,1522347,1171156
8011,台通,-,-13.05,149978,6.29,122667,130392,6.61,699221,745468
8101,華冠,-,1.03,188271,49.79,126989,190227,-1.26,1086388,1072619
1471,首利,本月營收較去年同期增加主要係因為客戶需求增加所致。,9.22,107993,70.83,69048,117960,-17.97,502312,412030
1582,信錦,-,-6.65,866086,10.52,731484,808462,6.9,4117686,4401894
2059,川湖,-,-10.03,425418,16.27,329149,382734,3.83,2253127,2339550
2308,台達電,-,0.96,23584220,-6.21,25389983,23812690,-0.86,127476328,126372792
2313,華通,-,1.0,4373283,10.12,4011365,4417434,13.16,22543293,25510796
2316,楠梓電,-,4.31,417213,11.15,391544,435219,-2.91,2464956,2393214
2327,國巨,-,1.2,4485885,47.98,3067780,4539758,11.99,20970353,23486695
2328,廣宇,-,-2.71,1614176,-30.06,2245466,1570275,-20.5,12152434,9660043
2355,敬鵬,-,32.36,887945,-13.86,1364470,1175354,-21.64,9177613,7191189
2367,燿華,受疫情影響致營收減少,16.15,681631,-58.63,1914323,791769,-43.82,10469802,5881672
2368,金像電,-,-9.35,2145345,25.78,1545898,1944573,32.25,8608516,11385106
2375,凱美,-,1.4,359305,-2.61,374164,364367,-10.64,2265235,2024202
2383,台光電,-,0.83,2028377,1.37,2017430,2045256,9.89,11110008,12209643
2385,群光,-,-2.15,8190663,2.62,7809262,8014033,3.54,41728501,43206339
2392,正崴,-,2.43,6546772,-8.22,7307444,6706050,-9.28,40246702,36511719
2402,毅嘉,-,9.87,301665,-39.08,544152,331444,-26.93,2993541,2187232
2413,環科,-,7.34,266614,15.13,248573,286193,-9.26,1810688,1643007
2415,錩新,主要客戶受新冠肺炎影響，客戶延緩或取消訂單，致業績受影響。,25.45,74685,-51.24,192185,93696,-23.24,1104097,847435
2420,新巨,-,-16.01,208000,-15.67,207171,174688,-14.68,1305351,1113646
2421,建準,-,-13.61,1261181,18.09,922493,1089455,13.8,5140836,5850341
2428,興勤,-,-10.28,521921,-4.4,489859,468260,-8.37,2829719,2592709
2431,聯昌,-,43.93,124007,-24.36,235987,178495,-25.6,1412570,1050924
2440,太空梭,-,-10.93,220803,-3.06,202869,196649,-7.48,1269961,1174900
2456,奇力新,-,-1.43,1472979,8.64,1336336,1451854,5.24,7714070,8118818
2457,飛宏,-,9.04,819062,2.51,871233,893167,-25.64,5455429,4056351
2460,建通,-,-5.66,286206,0.82,267761,269979,-20.24,1691763,1349213
2462,良得電,-,-9.87,461434,-1.58,422558,415871,-9.01,2196260,1998298
2467,志聖,-,26.26,268926,-24.56,450167,339563,-30.55,2403606,1669077
2472,立隆電,-,-7.21,705231,20.33,543776,654353,4.95,3440403,3610870
2476,鉅祥,-,7.13,364455,-0.34,391821,390456,-8.86,2427520,2212339
2478,大毅,-,-15.22,496808,11.49,377738,421164,13.46,2192793,2488072
2483,百容,-,-1.54,152126,-2.43,153518,149780,-5.54,907207,856939
2484,希華,-,7.91,198567,13.5,188786,214276,4.93,1105563,1160134
2492,華新科,"6月合併營收31.7億(自6月起併入佳邦科技),較5月增9.9%,較去年6月增 33.5%,累計較去年同期減 6.6%,因歐美陸續復工,出貨增加.",9.88,2880415,33.53,2370274,3165209,-6.57,16206677,15140831
2493,揚博,-,0.38,208217,-3.23,216002,209018,2.19,1234527,1261628
3003,健和興,-,-7.14,286666,-8.73,291657,266191,-7.82,1685367,1553466
3011,今皓,-,7.64,123110,9.04,121531,132523,-0.15,652464,651485
3015,全漢,-,2.13,1272962,18.13,1100611,1300152,-2.75,6570658,6389402
3021,鴻名,-,3.84,229644,11.23,214391,238472,-0.17,1222261,1220112
3023,信邦,-,3.42,1774854,9.23,1680489,1835635,10.18,8944905,9855840
3026,禾伸堂,-,-7.46,1223797,-7.21,1220519,1132406,0.27,6784793,6803281
3032,偉訓,-,1.72,674741,15.28,595398,686379,3.19,3647835,3764210
3037,欣興,-,-4.93,7382381,7.25,6543502,7018232,14.21,37013988,42277289
3042,晶技,-,-3.32,843274,18.36,688749,815208,31.02,3568241,4675138
3044,健鼎,-,7.04,4277653,3.56,4421563,4579118,-2.43,25343602,24727752
3058,立德,-,-5.7,378988,-2.11,365080,357352,-13.12,2230084,1937366
3090,日電貿,-,-4.94,781491,6.06,700397,742856,3.78,4357776,4522577
3092,鴻碩,-,-18.8,264529,-19.74,267636,214782,-10.4,1516451,1358729
3229,晟鈦,海外子公司之營收係以當年度平均匯率換算之,-16.6,47097,6.67,36819,39275,-1.42,222232,219063
3296,勝德,-,-2.1,250331,0.37,244155,245064,-29.45,1417559,1000001
3308,聯德,本年營收較去年同期減少，主要係因出貨量減少所致。,2.2,27478,-44.74,50828,28083,-45.56,285999,155684
3321,同泰,-,-8.68,162248,7.45,137876,148158,-25.88,1178765,873591
3338,泰碩,-,0.28,530480,48.78,357554,532003,35.54,1974256,2675954
3376,新日興,-,-0.23,1270574,35.95,932341,1267551,31.07,4890438,6410031
3432,台端,係因客戶訂單減少所致,-20.07,2456,-44.2,3518,1963,-57.72,32252,13635
3501,維熹,-,6.11,377060,-7.63,433168,400112,-20.08,2495029,1993852
3533,嘉澤,-,-1.89,1520557,31.14,1137485,1491787,14.45,6874878,7868336
3550,聯穎,-,-18.29,284241,-11.03,261024,232233,-6.76,1633458,1523022
3593,力銘,-,0.8,56384,-4.36,59437,56840,-15.82,325882,274325
3605,宏致,"本公司於108年7月新增子公司廣迎新工業(股)公司 ,本月合併營收金額含廣迎新工業(股)公司之營收金額",-1.17,686475,20.87,561231,678384,14.81,3182665,3654076
3607,谷崧,-,-17.54,235839,-45.2,354914,194467,-44.76,2377015,1313049
3645,達邁,-,13.57,121968,-2.04,141424,138526,-7.27,897352,832098
3653,健策,-,0.72,582934,27.49,460502,587132,34.32,2576498,3460786
3679,新至陞,-,14.31,325881,24.83,298440,372543,4.97,1649796,1731952
4545,銘鈺,-,-5.61,169070,18.01,135221,159575,-0.42,852196,848543
4915,致伸,-,-12.43,5192517,-31.43,6631004,4546725,-1.87,30345409,29775520
4989,榮科,-,0.43,179946,-23.99,237784,180732,-4.91,1419149,1349327
4999,鑫禾,-,3.13,265828,4.53,262266,274160,15.38,1019311,1176127
5469,瀚宇博,無,3.24,3858839,8.07,3686387,3984163,0.35,20287268,20359477
6108,競國,-,1.64,692900,11.37,632335,704291,2.64,3809746,3910661
6115,鎰勝,-,-11.9,528915,-16.85,560398,465943,-19.94,3288524,2632549
6133,金橋,-,-10.92,104197,-4.03,96722,92816,-26.33,554324,408359
6141,柏承,資料係自行結算數,0.58,257861,4.69,247738,259375,-9.48,1530663,1385421
6153,嘉聯益,-,8.59,1269773,-4.73,1447394,1378891,-16.16,8083632,6776683
6155,鈞寶,-,-7.94,54879,-1.34,51207,50519,-2.45,299835,292482
6191,精成科,-,8.61,1810681,4.95,1873910,1966698,-2.07,10336046,10121423
6197,佳必琪,-,11.54,287624,14.02,281381,320836,-4.82,1651994,1572344
6205,詮欣,本月較去年同期增加主係工控產品銷售成長所致,-3.91,147235,64.72,85885,141478,11.82,620526,693884
6213,聯茂,-,1.1,2510213,28.49,1975161,2537891,16.31,11257936,13095198
6224,聚鼎,-,-3.28,131452,-14.26,148275,127129,10.57,693375,766687
6251,定穎,-,4.86,864377,-15.91,1078039,906458,-8.57,6276418,5738037
6269,台郡,-,-5.99,2240528,37.84,1527864,2106105,24.07,8996038,11161454
6282,康舒,-,3.6,1565616,-5.77,1721456,1622016,-4.59,10406715,9928426
6412,群電,-,4.19,2945881,3.17,2974872,3069396,2.62,15537713,15945822
6449,鈺邦,-,-6.56,203285,17.23,162017,189941,18.31,842457,996714
6715,嘉基,-,-31.51,300151,19.55,171953,205572,-2.67,1183173,1151493
8039,台虹,自結數尚未經會計師簽證，特此說明。,19.81,603555,4.1,694642,723126,6.34,3450882,3669692
8046,南電,-,10.97,2922882,23.7,2622175,3243693,22.54,13889258,17020842
8103,瀚荃,係本公司自結合併營收,-15.6,293544,-10.2,275885,247737,-3.95,1522871,1462583
8213,志超,-,-3.64,1965744,10.26,1717725,1894041,-0.36,10709307,10670104
8249,菱光,-,-4.65,340591,-20.7,409531,324728,-30.67,2225611,1542970
2347,聯強,本月營收係當月自結數，前期調整數反應在本年累計營收內,21.16,23916475,13.67,25490685,28977736,-9.06,159265628,144820246
2414,精技,主係「資訊產品通路經營業務」之成長。來自數位化需求成長及居家辦公、遠距教學…等宅經濟應用成長。,18.23,1781318,51.41,1391010,2106212,23.17,8440308,10395951
2430,燦坤,-,-1.24,1614895,5.88,1506190,1594836,-4.01,9554342,9171084
3010,華立,-,11.91,4513772,7.16,4713613,5051499,4.14,26107373,27189478
3028,增你強,-,21.65,2203441,21.5,2206316,2680683,4.04,12906029,13428537
3033,威健,-,2.41,4470599,23.93,3694259,4578635,15.73,22083531,25558793
3036,文曄,-,2.92,23084468,-3.99,24750004,23760308,7.01,142222206,152199845
3048,益登,-,11.27,7163048,0.59,7923807,7970774,11.31,40181316,44727592
3055,蔚華科,增加:實驗室用機台產品56M、新產品線45M、驗證服務38M、新增子公司營收13M;減少:Cohu代理線終止經銷減少28M、二手設備減少4M。,18.08,221875,80.81,144898,261995,15.81,1133786,1313074
3209,全科,-,-7.12,3135749,-6.64,3119826,2912387,11.59,17250096,19250387
3312,弘憶股,-,-0.26,1015619,6.57,950383,1012904,13.61,5420165,6158167
3528,安馳,高階整合方案出貨量增加,39.24,399241,62.1,342923,555907,31.03,1963522,2572928
3702,大聯大,-,1.36,46709026,13.32,41778333,47346786,16.53,241007913,280854527
5434,崇越,-,8.35,2861080,21.87,2543591,3099994,23.32,14726788,18161678
