公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
2328,廣宇,-,-13.25,1932240,3.2,1624049,1676126,3.2,1624049,1676126
2355,敬鵬,-,-5.27,1462786,-0.46,1392123,1385584,-0.46,1392123,1385584
2367,燿華,-,-17.57,1555084,-10.69,1435268,1281778,-10.69,1435268,1281778
2368,金像電,-,5.1,1950808,41.83,1445719,2050494,41.83,1445719,2050494
2375,凱美,各產品線出貨旺所致,10.06,429344,56.18,302568,472568,56.18,302568,472568
2383,台光電,-,11.22,2472491,39.99,1964414,2750004,39.99,1964414,2750004
2385,群光,-,10.34,8347896,47.88,6228700,9211314,47.88,6228700,9211314
2392,正崴,-,-6.32,9148757,39.07,6162048,8569765,39.07,6162048,8569765
2402,毅嘉,-,2.41,555278,44.89,392480,568689,44.89,392480,568689
2413,環科,客戶訂單增加出貨增加,2.27,375757,55.93,246452,384302,55.93,246452,384302
2415,錩新,-,8.8,218433,31.4,180862,237668,31.4,180862,237668
2420,新巨,-,0.32,229261,17.57,195631,230006,17.57,195631,230006
2421,建準,-,-9.35,1223647,34.91,822116,1109149,34.91,822116,1109149
2428,興勤,差異主係去年1月適逢年節假期，2期營運天數差異造成營收變動比例較大。,13.18,599900,54.53,439403,679014,54.53,439403,679014
2431,聯昌,-,-5.72,177535,-25.87,225786,167366,-25.87,225786,167366
2440,太空梭,2020年初受新冠肺炎影響及適逢春節上班天數較少基期徧低，加上今年度銅價較去年同期上揚致本期營收增幅較大。,-2.69,380545,174.38,134953,370296,174.38,134953,370296
2456,奇力新,-,17.84,1530536,43.52,1256698,1803676,43.52,1256698,1803676
2457,飛宏,工具機及手機電源拉貨動能提升及去年1月屬淡季且工作天數少，營收基期低，故營收較去年同期成長所致。,5.69,878125,61.81,573568,928126,61.81,573568,928126
2460,建通,"110年1月營收較109年1月營收增加205.15%,主要係因109年春節假期在1月所造成之影響.",-2.23,404388,205.14,129554,395331,205.14,129554,395331
2462,良得電,1.去年適逢農曆年，工作天期較少，基值較低 2.因應客戶農曆年前的提升備貨量及市場需求，致營收較去年成長61.30%,-0.88,439516,61.29,270066,435608,61.29,270066,435608
2467,志聖,2020年初受春節及疫情影響，出貨遞減，營收下滑，2020下半年客戶需求提升，致使1月營收較去年同期增加。,-27.68,581074,87.07,224620,420206,87.07,224620,420206
2472,立隆電,客戶訂單增加，出貨暢旺,1.42,764924,54.59,501824,775803,54.59,501824,775803
2476,鉅祥,-,-1.94,477001,31.32,356171,467737,31.32,356171,467737
2478,大毅,營收較去年同期增加，主係因客戶需求增加及農曆年前提前備貨所致。,17.15,507037,94.07,306091,594037,94.07,306091,594037
2483,百容,主係半導體產業需求提高，使本公司導線架產品銷貨金額較去年同期增加,10.94,167870,53.37,121425,186235,53.37,121425,186235
2484,希華,市場需求增加,10.56,238960,56.45,168875,264217,56.45,168875,264217
2492,華新科,"1月合併營收37.2億,較去年12月增12.4%,與去年1月比增84.2%,累計較去年增 84.2%,因客戶提前為筆電､遊戲機及5G等需求備料.",12.37,3305956,84.22,2016556,3715008,84.22,2016556,3715008
2493,揚博,-,-17.26,297034,16.8,210399,245760,16.8,210399,245760
3003,健和興,109年1月適逢農曆春節,4.68,370144,72.7,224367,387500,72.7,224367,387500
3011,今皓,-,-2.21,117955,38.94,83015,115348,38.94,83015,115348
3015,全漢,-,24.27,1215855,35.75,1112982,1510954,35.75,1112982,1510954
3021,鴻名,-,31.01,239083,48.17,211399,313235,48.17,211399,313235
3023,信邦,-,3.7,2036261,35.81,1554934,2111801,35.81,1554934,2111801
3026,禾伸堂,"主要受惠於遠距商機、網通等產品需求持續暢旺,且客戶農曆年前備貨積極",38.82,1234599,58.54,1081035,1713914,58.54,1081035,1713914
3032,偉訓,訂單增加,36.21,828630,78.64,631831,1128754,78.64,631831,1128754
3037,欣興,-,0.76,7391417,9.42,6806543,7448265,9.42,6806543,7448265
3042,晶技,因客戶訂單需求增加且產能擴充、稼動率提升所致。,11.9,1074626,84.05,653381,1202603,84.05,653381,1202603
3044,健鼎,-,10.4,5267946,45.53,3996067,5815827,45.53,3996067,5815827
3058,立德,-,14.23,358645,33.08,307843,409695,33.08,307843,409695
3090,日電貿,主要係因客戶之需求增溫及農曆年前備貨所致。,56.13,698279,50.68,723542,1090282,50.68,723542,1090282
3092,鴻碩,-,20.91,212392,27.32,201689,256810,27.32,201689,256810
3229,晟鈦,海外子公司之營收係以當年度平均匯率換算之，本月(年)營收較去年同期增加50%，主因109年度1月份為春節假期。,26.41,29887,58.94,23771,37782,58.94,23771,37782
3296,勝德,去年因受COVID-19疫情及適逢農曆春節工作天數較少之影響。,-19.75,302428,76.82,137241,242680,76.82,137241,242680
3308,聯德,-,25.23,23155,32.39,21903,28998,32.39,21903,28998
3321,同泰,因去(109)年1月適逢農曆春節假期工作天數少，及今(110)年1月客戶需求增加所致。,31.29,142115,52.06,122703,186589,52.06,122703,186589
3338,泰碩,-,-8.8,469923,41.25,303406,428569,41.25,303406,428569
3376,新日興,-,-12.81,1525762,27.21,1045650,1330183,27.21,1045650,1330183
3432,台端,-,37.97,2644,26.4,2886,3648,26.4,2886,3648
3501,維熹,109年1月因逢年假工作天數減少加上肺炎疫情影響，致訂單減少、銷量下滑。,3.23,423031,53.86,283838,436720,53.86,283838,436720
3533,嘉澤,"去年過年休假,在一月中下旬,致工作天數較少",-1.54,1791985,72.56,1022419,1764317,72.56,1022419,1764317
3550,聯穎,係因109年1月適逢春節假期營業天數較少，致110年1月營收與去年相比大幅成長。,2.92,421080,109.76,206598,433376,109.76,206598,433376
3593,力銘,1月份營收增加，主要係開工天數正常(去年適逢農曆春節假期)，以及客戶於農曆年前增加備貨所致。,16.27,68346,169.25,29515,79471,169.25,29515,79471
3605,宏致,-,18.56,713905,49.49,566185,846428,49.49,566185,846428
3607,谷崧,"主要係因109年一月為農曆春節期間,比較基期較低及110年1月電子產品需求較強所致",-1.25,390430,127.63,169365,385536,127.63,169365,385536
3645,達邁,本月營收較去年同期增加，主係軟板市場需求增加，帶動本公司業績成長。,1.97,193412,67.02,118082,197224,67.02,118082,197224
3653,健策,-,-3.5,649280,13.45,552219,626528,13.45,552219,626528
3679,新至陞,營收較去年同期增加138.97%，主要因去年1月工作天數較少，基期低，且因疫情影響需求增加所致。,5.06,566362,138.97,248990,595023,138.97,248990,595023
4545,銘鈺,-,-35.53,262433,38.33,122290,169173,38.33,122290,169173
4915,致伸,-,21.31,5920415,35.18,5312893,7182142,35.18,5312893,7182142
4989,榮科,-,11.66,261999,13.49,257777,292566,13.49,257777,292566
4999,鑫禾,本期銷售數量較去年同期增加所致,-49.02,402290,90.99,107376,205079,90.99,107376,205079
5469,瀚宇博,無,1.07,4241959,42.2,3014984,4287557,42.2,3014984,4287557
6108,競國,-,11.82,724684,41.38,573186,810381,41.38,573186,810381
6115,鎰勝,-,-1.78,639276,36.59,459650,627839,36.59,459650,627839
6133,金橋,去年同期銷貨收入受疫情的影響而嚴重衰退。目前每月的銷貨收入已逐漸恢復至往年同期正常水平的80%~90%左右。,3.78,86366,50.83,59430,89639,50.83,59430,89639
6141,柏承,1.增減百分比達50%係訂單增加 2.資料係自行結算數,1.78,319511,77.58,183120,325202,77.58,183120,325202
6153,嘉聯益,-,-4.24,1667815,47.27,1084345,1597002,47.27,1084345,1597002
6155,鈞寶,本月較去年營收增加79.31%，主係因去年同期1月適逢農曆新年工作日數較少所致。,12.98,58339,79.3,36760,65913,79.3,36760,65913
6191,精成科,-,3.43,2180275,36.28,1654706,2255158,36.28,1654706,2255158
6197,佳必琪,-,-15.1,371580,22.66,257167,315461,22.66,257167,315461
6205,詮欣,本月較去年同期增加主係工控產品銷售成長所致,41.83,106462,56.54,96455,150998,56.54,96455,150998
6213,聯茂,去年同期適逢農曆春節工作天數較少，比較基期偏低。,17.64,2117359,54.82,1608888,2490950,54.82,1608888,2490950
6224,聚鼎,因客戶訂單需求增加稼動率提升所致,13.57,178749,59.08,127620,203020,59.08,127620,203020
6251,定穎,-,-4.42,1233423,10.84,1063505,1178849,10.84,1063505,1178849
6269,台郡,訂單增加，營收成長。,-25.01,3657266,108.63,1314365,2742251,108.63,1314365,2742251
6282,康舒,-,-0.3,1784085,-12.51,2033104,1778605,-12.51,2033104,1778605
6412,群電,-,24.9,2898175,48.23,2442078,3620056,48.23,2442078,3620056
6449,鈺邦,本月營收較去年同期增加56.98%，係因PC客戶需求增加，及去年同期適逢年假，客戶放假減少拉貨。,2.0,239553,56.97,155657,244346,56.97,155657,244346
6715,嘉基,-,-24.86,280872,45.0,145542,211040,45.0,145542,211040
8039,台虹,自結數尚未經會計師簽證，特此說明。,-4.11,782497,44.22,520208,750283,44.22,520208,750283
8046,南電,本期電路板產品銷售量較去年同期增加影響,5.1,3731234,58.07,2480951,3921811,58.07,2480951,3921811
8103,瀚荃,主係去年春節假期於1月故工作日較少，以致本年1月營收較去年同期增加。,14.24,300863,99.92,171928,343719,99.92,171928,343719
8213,志超,-,4.43,2018347,31.76,1599784,2107932,31.76,1599784,2107932
8249,菱光,疫情影響,11.37,332459,64.4,225226,370290,64.4,225226,370290
2347,聯強,-,-17.18,37463030,42.16,21822580,31023432,42.16,21822580,31023432
2414,精技,-,10.66,1870949,26.97,1630630,2070499,26.97,1630630,2070499
2430,燦坤,-,16.06,1807302,15.76,1811974,2097616,15.76,1811974,2097616
3010,華立,-,11.0,5265482,36.8,4272418,5844746,36.8,4272418,5844746
3028,增你強,主要客戶需求增加，出貨量增加，導致營收較去年同期大幅成長。,11.44,3510131,112.57,1840283,3911907,112.57,1840283,3911907
3033,威健,"1.晶片巿場缺貨潮,客戶積極提前備貨.2.因去年同期適逢春節年假,致本期營業天數相對較長",17.41,5073358,88.95,3152664,5956993,88.95,3152664,5956993
3036,文曄,因去年農曆年在一月工作天數較少，基期較低影響，加上因疫情與宅經濟帶動全球數位化加速，因此電子產品與其零組件需求大幅提升。,6.28,35311596,51.71,24737890,37531203,51.71,24737890,37531203
3048,益登,-,-11.97,10880669,31.17,7301339,9577505,31.17,7301339,9577505
3055,蔚華科,累計營收:半導體138M、快銷品331M。快消品增加269M;半導體設備增加56M、零配件增加3M;驗證服務減少20M。,-32.93,673331,234.31,135072,451560,234.31,135072,451560
3209,全科,-,40.9,3203588,39.19,3242974,4514155,39.19,3242974,4514155
3312,弘憶股,"109年1月適逢春節,營業天數短",8.72,1292356,54.56,909037,1405080,54.56,909037,1405080
3528,安馳,高階整合方案出貨量增加,80.89,337056,56.37,389910,609730,56.37,389910,609730
3702,大聯大,半導體晶片及相關電子零組件需求強勁、下游廠商照常開工，帶動營收成長。,11.51,54996325,54.8,39617441,61331135,54.8,39617441,61331135
5434,崇越,-,-1.72,3203773,12.64,2795200,3148636,12.64,2795200,3148636
6189,豐藝,客戶需求增加,13.57,2602206,71.22,1726060,2955404,71.22,1726060,2955404
6281,全國電,-,27.69,1493402,11.42,1711438,1906981,11.42,1711438,1906981
6776,展�眥篕�,-,-7.27,1543958,-9.59,1583428,1431569,-9.59,1583428,1431569
8070,長華*,-,5.92,1514726,36.63,1174211,1604399,36.63,1174211,1604399
8072,陞泰,低基期,-23.48,155695,176.65,43063,119134,176.65,43063,119134
8112,至上,半導體需求暢旺且產能吃緊，因大陸疫情發展，要求人員在地過年，使各工廠開工率增加，提前備貨以因應期間需求，使本期營收成長。,15.01,14161665,95.45,8333328,16287933,95.45,8333328,16287933
2427,三商電,本月及本年營收增加112.88%，主係:大型專案驗收所致。,-49.43,629228,112.87,149467,318180,112.87,149467,318180
2453,凌群,-,-44.74,708864,14.56,341884,391667,14.56,341884,391667
2468,華經,-,-7.36,206268,1.29,188630,191072,1.29,188630,191072
2471,資通,-,-31.85,114353,39.51,55857,77929,39.51,55857,77929
2480,敦陽科,-,-10.31,586692,3.37,508996,526196,3.37,508996,526196
3029,零壹,-,33.65,746255,24.84,798891,997415,24.84,798891,997415
3130,一零四,-,6.84,133488,22.5,116417,142619,22.5,116417,142619
4994,傳奇,-,4.06,238928,-16.74,298628,248635,-16.74,298628,248635
5203,訊連,-,-13.7,153032,-1.78,134458,132052,-1.78,134458,132052
6112,聚碩,"Corex(PTY) LTD 110/1/4成為100%子公司,共同控制下企業合併,重編去年合併營收。本月較去年1月不含Corex增加27,409千元,增加2.55%",8.3,1019190,-4.61,1157296,1103873,-4.61,1157296,1103873
6183,關貿,-,11.16,190784,40.3,151164,212085,40.3,151164,212085
6214,精誠,-,-6.02,3021484,45.8,1947370,2839395,45.8,1947370,2839395
2312,金寶,-,-2.61,11651318,13.05,10036196,11346422,13.05,10036196,11346422
2317,鴻海,-,-29.91,713780191,37.2,364565505,500218095,37.2,364565505,500218095
2354,鴻準,去年1月屬淡季且工作天數少，營收基期低；今年因疫情導致旺季遞延，使1月營收較去年同期呈高度成長。,-8.19,10207184,93.23,4849386,9370760,93.23,4849386,9370760
2359,所羅門,本月增加達51%係因光電及機電產品出貨增加所致,-6.95,377979,51.55,232049,351675,51.55,232049,351675
2360,致茂,受惠於半導體產業資本支出需求仍舊強勁及電動車電池自動化化成設備交貨等貢獻，致茂電子1月份合併營收較去年同期成長66%。,11.62,1548789,66.09,1040895,1728826,66.09,1040895,1728826
2373,震旦行,-,-9.21,1333402,17.59,1029429,1210548,17.59,1029429,1210548
2390,云辰,-,10.24,46236,10.13,46281,50973,10.13,46281,50973
2404,漢唐,-,-5.94,2328322,12.67,1943558,2189927,12.67,1943558,2189927
2423,固緯,-,-29.95,262506,24.35,147857,183861,24.35,147857,183861
2433,互盛電,-,-4.5,363596,-2.24,355189,347220,-2.24,355189,347220
2459,敦吉,-,-6.74,573182,17.26,455822,534523,17.26,455822,534523
2461,光群雷,-,13.63,446524,28.05,396253,507417,28.05,396253,507417
2464,盟立,-,-6.85,860412,8.61,737885,801463,8.61,737885,801463
2474,可成,無,-32.1,6619783,-43.18,7910613,4494733,-43.18,7910613,4494733
2477,美隆電,-,-4.75,316692,7.38,280907,301638,7.38,280907,301638
2482,連宇,-,58.19,46853,-24.03,97576,74119,-24.03,97576,74119
2488,漢平,本月營收較去年同期增加主要係因訂單量增加所致。,-26.67,235364,79.35,96225,172582,79.35,96225,172582
2495,普安,-,-26.14,100651,-6.92,79868,74334,-6.92,79868,74334
3018,同開,-,2.95,154042,11.87,141760,158588,11.87,141760,158588
3030,德律,主因影像光學自動檢測設備出貨增加,70.18,310162,76.95,298294,527856,76.95,298294,527856
3043,科風,-,-12.53,99154,25.76,68960,86726,25.76,68960,86726
3305,昇貿,因出貨量成長及金屬價格上揚,10.16,581183,75.69,364414,640261,75.69,364414,640261
3518,柏騰,本月營收較去年同期增加主要係因為客戶需求增加所致。,-2.9,76559,130.62,32232,74335,130.62,32232,74335
3617,碩天,-,7.92,733657,4.27,759380,791834,4.27,759380,791834
6139,亞翔,本公司採完工比例法認列收入，本月營業收入增加，主因工程專案大量投入所致。,-10.61,1659848,58.59,935538,1483731,58.59,935538,1483731
6192,巨路,-,12.91,453847,32.7,386140,512443,32.7,386140,512443
6196,帆宣,-,-18.78,2561484,3.27,2014471,2080372,3.27,2014471,2080372
6201,亞弘電,訂單增加,-1.93,435708,107.72,205706,427298,107.72,205706,427298
6215,和椿,主係因109/01上班日較110/01少,-7.95,165029,81.84,83532,151902,81.84,83532,151902
6283,淳安,本月營收大幅上升，主係因109年8月合併新取得子公司營收所致。,2.31,233672,214.97,75902,239074,214.97,75902,239074
6409,旭隼,-,0.03,1314344,43.18,918289,1314826,43.18,918289,1314826
6438,迅得,本公司機台依客戶需求客製化生產，因應客戶訂單需求與交期，本月出貨交機量較去年同期為多，致本月營收較去年同期增加比重較多。,6.3,323760,93.5,177861,344169,93.5,177861,344169
6558,興能高,主要客戶應用於藍芽耳機和遠距會議用品的需求增加，帶動電池的出貨明顯成長,6.13,183942,95.11,100059,195227,95.11,100059,195227
6698,旭暉應材,本月營收較去年同期增加，係新增銷售微波及半導體零件產,-28.85,86872,91.74,32231,61802,91.74,32231,61802
6743,安普新,受惠居家商機與遠距工作，耳機需求量增加，公司訂單亦隨之成長。,-31.69,352671,110.91,114216,240897,110.91,114216,240897
8021,尖點,-,-5.56,282678,32.19,201932,266938,32.19,201932,266938
8201,無敵,-,-43.08,121782,-15.27,81815,69317,-15.27,81815,69317
2616,山隆,-,4.54,1447971,1.84,1486356,1513727,1.84,1486356,1513727
6505,台塑化,-,4.12,40566384,-27.31,58111986,42237786,-27.31,58111986,42237786
8926,台汽電,-,3.45,626622,2.79,630684,648287,2.79,630684,648287
9908,大台北,-,13.4,279232,-10.13,352378,316661,-10.13,352378,316661
9918,欣天然,-,31.08,165183,-12.24,246744,216531,-12.24,246744,216531
9926,新海,-,24.82,183714,2.37,224004,229327,2.37,224004,229327
9931,欣高,-,6.15,100592,-15.99,127113,106782,-15.99,127113,106782
9937,全國,-,2.01,1671346,-11.23,1920741,1704966,-11.23,1920741,1704966
1316,上曜,本月增加房地收入,119.63,49163,255.63,30363,107981,255.63,30363,107981
1436,華友聯,本月營收減少係當月交屋數減少,-73.53,2551,-99.74,265215,675,-99.74,265215,675
1438,三地開發,"109年1月銷售商品2仟元,110年1月銷售商品0仟元,故營收變化大。",-100.0,1,-100.0,2,0,-100.0,2,0
1442,名軒,本月認收13戶，去年同期認收2戶；本年累計認收13戶，去年累計認收2戶，故兩期差異大。,2.01,134272,570.57,20427,136979,570.57,20427,136979
1453,大將,"本月營收較去年減少,係因去年出售待售房地金額較大所致",9356.8,169,-21.58,20381,15982,-21.58,20381,15982
1456,怡華,-,-40.61,111346,14.14,57927,66121,14.14,57927,66121
1805,寶徠,本月及累計營收較高主要係子公司認列收入所致。,-98.74,41677,12975.0,4,523,12975.0,4,523
1808,潤隆,營收變動主要係房地出售收入較去年同期增加所致。,-77.29,1652421,2809.25,12895,375148,2809.25,12895,375148
2501,國建,本月交屋入帳較多,-73.63,5081975,385.56,275949,1339917,385.56,275949,1339917
2504,國產,本年度營收較去年同期增加，主要係預拌混凝土銷售數量成長所致。,0.1,2080558,53.5,1356804,2082709,53.5,1356804,2082709
2505,國揚,"本年度營建收入435,825仟元，租賃收入1,573仟元。",14.17,383110,528.96,69543,437398,528.96,69543,437398
2506,太設,因本期建案完工交屋,224.77,186999,858.21,63382,607334,858.21,63382,607334
2509,全坤建,-,-84.08,508419,39.84,57855,80910,39.84,57855,80910
2511,太子,-,-23.23,1652105,48.71,852850,1268289,48.71,852850,1268289
2515,中工,-,29.28,1155809,48.64,1005286,1494291,48.64,1005286,1494291
2516,新建,因多個工地進入發展及高峰期，故累計營收較去年同期增加。,-4.47,840004,177.18,289486,802398,177.18,289486,802398
2520,冠德,-,-82.52,7137013,45.4,857575,1246993,45.4,857575,1246993
2524,京城,-,-43.05,724106,-45.37,754809,412344,-45.37,754809,412344
2527,宏璟,"本月營收及本年累計營收較去年高,主要係因本月房地銷售認列收入較去年高所致",13.36,676819,233.72,229906,767256,233.72,229906,767256
2528,皇普,"主係110年1月皇普鉑苑建案認列260,844仟元及認列租賃收入21仟元所致。",-62.85,702301,1242114.28,21,260865,1242114.28,21,260865
2530,華建,-,-0.13,742,-6.55,793,741,-6.55,793,741
2534,宏盛,無異常，本月因有個案銷售認列收入，及租賃收入,-9.73,331630,160.14,115067,299337,160.14,115067,299337
2535,達欣工,本公司110年1月單月營收較去年同期變動增加50%以上，係因本月交屋認列營建收入，及廠辦工程之工程投入較去年同期增加所致。,-41.65,1816347,60.92,658537,1059761,60.92,658537,1059761
2536,宏普,"今年本期餘屋銷售交屋量較去年同期減少,因此營收較少",10.02,42027,-73.98,177729,46240,-73.98,177729,46240
2537,聯上發,本月營收為租金收入。,-0.86,115,-99.45,21016,114,-99.45,21016,114
2538,基泰,本月及本年較去年同期減少，係因去年同期出售餘屋,-95.76,298160,-65.24,36361,12637,-65.24,36361,12637
2539,櫻花建,無異常。本月有「櫻花孩子王2」建案陸續過戶中。,-91.25,1895156,-51.58,342160,165651,-51.58,342160,165651
2540,愛山林,-,-49.96,572997,-5.37,302951,286676,-5.37,302951,286676
2542,興富發,本月較去年同期增加，主要係本期認列「果貿段」及「永翠二」建案完工並完成產權移轉所致。,-26.46,2699590,255.3,558692,1985061,255.3,558692,1985061
2543,皇昌,-,-8.55,558483,42.67,357976,510730,42.67,357976,510730
2545,皇翔,因本月成屋銷售情形較去年同期佳所致,-20.41,595099,90.69,248365,473630,90.69,248365,473630
2546,根基,-,-13.49,1027656,22.11,727993,888993,22.11,727993,888993
2547,日勝生,-,-56.76,854192,-24.73,490618,369269,-24.73,490618,369269
2548,華固,本公司截至1月底累計營收較去年同期減少，係因本期認列交屋金額較低所致。,-52.23,363072,-55.75,391997,173424,-55.75,391997,173424
2597,潤弘,主係業務正於大量施工階段，以致本月營收較去年同期增加。,-2.28,1905888,144.35,762123,1862320,144.35,762123,1862320
2841,台開,-,2.13,27273,-32.42,41222,27856,-32.42,41222,27856
3052,夆典,-,-43.17,365556,21.94,170346,207723,21.94,170346,207723
3056,總太,本月營收增加係因個案總太2020完工交屋所致。,116.51,1553063,737.34,401588,3362681,737.34,401588,3362681
3266,昇陽,-,-38.87,108093,-26.87,90358,66075,-26.87,90358,66075
3703,欣陸,-,-30.64,3362067,28.95,1808202,2331733,28.95,1808202,2331733
5515,建國,去年營業收入已不含停業部門,-27.89,672867,4.86,462681,485179,4.86,462681,485179
5519,隆大,-,-93.78,549670,-41.5,58429,34180,-41.5,58429,34180
5521,工信,無,-30.32,415558,39.09,208164,289548,39.09,208164,289548
5522,遠雄,去年同期因售地收入入帳，致營收增加，本期無,-67.82,3036064,-72.83,3594956,976729,-72.83,3594956,976729
5525,順天,-,-58.99,97246,-46.75,74884,39872,-46.75,74884,39872
5531,鄉林,建設業之銷售進度及狀況深受景氣榮枯及市場現狀影響，且建築個案之完工時間並非固定時點，故月營收的表現上會有較大之波動。,-98.55,2011079,-80.84,152044,29117,-80.84,152044,29117
5533,皇鼎,本月營收較去年同期增加達50%以上，係兩期個案營收組成因子不同。,-77.5,1169010,145.92,106947,263013,145.92,106947,263013
5534,長虹,本月較去年同期減少，係因「天際」個案減少完成產權移轉予客戶認列收入所致。,69.98,316367,-47.15,1017578,537780,-47.15,1017578,537780
6177,達麗,本月無交屋過戶，營收來源為租賃收入,-88.35,44987,-96.1,134425,5240,-96.1,134425,5240
9906,欣巴巴,因有個案銷售認列收入,33194.16,120,363109.09,11,39953,363109.09,11,39953
9946,三發地產,"本期營收較去年同期減少約17,941萬，係因去年同期大量交屋認列營收。",-60.43,71609,-86.36,207738,28333,-86.36,207738,28333
2208,台船,-,27.04,1330782,-7.44,1826696,1690753,-7.44,1826696,1690753
2603,長榮,整體運價上漲，導致收入增加。,15.68,24580336,71.69,16561235,28435024,71.69,16561235,28435024
2605,新興,-,-12.46,322232,-38.46,458369,282069,-38.46,458369,282069
2606,裕民,-,-6.67,807605,9.05,691117,753727,9.05,691117,753727
2607,榮運,-,1.73,574714,-3.2,604037,584684,-3.2,604037,584684
2608,嘉里大榮,-,-0.01,1156200,23.02,939590,1155974,23.02,939590,1155974
2609,陽明,-,21.21,16867489,44.47,14152198,20446252,44.47,14152198,20446252
2610,華航,-,-12.78,10352789,-38.85,14768150,9029561,-38.85,14768150,9029561
2611,志信,-,4.38,57481,-4.05,62537,60004,-4.05,62537,60004
2612,中航,-,2.09,272695,-2.17,284599,278417,-2.17,284599,278417
2613,中櫃,-,3.22,248523,13.23,226563,256540,13.23,226563,256540
2615,萬海,運價上漲及貨量增加,16.67,11608537,105.62,6587073,13544692,105.62,6587073,13544692
2617,台航,-,-5.3,214497,-7.78,220254,203116,-7.78,220254,203116
2618,長榮航,主係受嚴重特殊傳染性肺炎疫情影響，航班取消致營收大幅減少。,-7.25,7222094,-54.1,14593152,6698039,-54.1,14593152,6698039
2630,亞航,-,17.75,265932,6.38,294362,313151,6.38,294362,313151
2633,台灣高鐵,-,-19.95,3933903,-29.84,4488704,3148933,-29.84,4488704,3148933
2634,漢翔,-,-35.0,2380490,-18.32,1894406,1547180,-18.32,1894406,1547180
2636,台驊投控,貨量與運價雙漲,21.07,1821095,126.13,975038,2204913,126.13,975038,2204913
2642,宅配通,-,9.24,352836,7.14,359753,385472,7.14,359753,385472
5607,遠雄港,-,1.72,185927,38.5,136558,189140,38.5,136558,189140
5608,四維航,-,6.43,246389,8.58,241508,262237,8.58,241508,262237
8367,建新國際,無,-9.18,170235,-1.62,157164,154606,-1.62,157164,154606
2701,萬企,本月營業收入減少主要係育樂收入減少,-4.11,25663,-10.19,27400,24607,-10.19,27400,24607
2702,華園,主要係受新冠肺炎影響，致使營收大幅減少。,-0.91,46439,-61.92,120850,46015,-61.92,120850,46015
2704,國賓,-,-8.83,209908,-40.74,322930,191364,-40.74,322930,191364
2705,六福,-,-11.86,121409,-35.58,166117,107007,-35.58,166117,107007
2706,第一店,-,-3.58,24425,-15.84,27984,23550,-15.84,27984,23550
2707,晶華,-,-8.19,576529,-23.03,687689,529298,-23.03,687689,529298
2712,遠雄來,-,1.4,42384,-7.86,46650,42979,-7.86,46650,42979
2722,夏都,-,-6.56,48537,-29.94,64741,45352,-29.94,64741,45352
2727,王品,-,-0.07,1529327,8.47,1408682,1528116,8.47,1408682,1528116
2731,雄獅,因新型冠狀病毒肺炎疫情影響團體旅遊,-31.27,235940,-93.35,2441590,162160,-93.35,2441590,162160
2739,寒舍,-,-10.7,320893,-33.95,433859,286534,-33.95,433859,286534
2748,雲品,-,-13.9,220949,-33.37,285515,190226,-33.37,285515,190226
5706,鳳凰,因新型冠狀病毒肺炎疫情影響國外團體旅遊,-53.74,19236,-92.57,119788,8898,-92.57,119788,8898
8462,柏文,-,-6.09,327773,6.63,288646,307800,6.63,288646,307800
8940,新天地,本月較去年同期減少係因大陸新冠肺炎疫情影響，另因上海公司股權出售，合併營收不包含上海公司。,-17.01,154458,-50.05,256660,128182,-50.05,256660,128182
9943,好樂迪,-,2.36,229077,-30.37,336797,234503,-30.37,336797,234503
2801,彰銀,-,12.38,2219125,-3.22,2577265,2494046,-3.22,2577265,2494046
2809,京城銀,-,-9.12,976690,20.48,736655,887533,20.48,736655,887533
2812,台中銀,-,-6.3,1128223,10.76,954284,1057056,10.76,954284,1057056
2816,旺旺保,-,11.6,722915,22.95,656205,806813,22.95,656205,806813
2820,華票,主係票債券收益增加所致,68.71,194089,63.07,200805,327454,63.07,200805,327454
2823,中壽,-,-36.31,35872686,-7.12,24598082,22845890,-7.12,24598082,22845890
2832,台產,-,7.42,474612,15.98,439568,509847,15.98,439568,509847
2834,臺企銀,-,1.21,1795378,-5.29,1918832,1817216,-5.29,1918832,1817216
2836,高雄銀,-,4.28,322212,-13.92,390364,336005,-13.92,390364,336005
2838,聯邦銀,-,-8.81,1341702,4.93,1165921,1223424,4.93,1165921,1223424
2845,遠東銀,-,12.29,852284,-9.71,1060043,957112,-9.71,1060043,957112
2849,安泰銀,-,-22.85,570515,-16.6,527754,440106,-16.6,527754,440106
2850,新產,-,13.22,1432890,29.37,1254054,1622453,29.37,1254054,1622453
2851,中再保,-,46.55,1444913,18.07,1793467,2117613,18.07,1793467,2117613
2852,第一保,-,-5.01,495595,12.36,418952,470747,12.36,418952,470747
2855,統一證,本月營收增加，主要為本月份交易部位操作獲利增加所致。,-8.89,1394446,272.87,340723,1270463,272.87,340723,1270463
2867,三商壽,-,7.99,17237065,17.77,15805989,18615141,17.77,15805989,18615141
2880,華南金,-,6.98,3962238,3.89,4079909,4238962,3.89,4079909,4238962
2881,富邦金,-,42.07,42131842,4.18,57452927,59857994,4.18,57452927,59857994
2882,國泰金,-,2.69,63104887,1.77,63676813,64805645,1.77,63676813,64805645
