證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
077942,微星統一08購01,0,0,0,--,--,--,--, ,0.00,2.53,10,2.63,10,170.50
077943,玉晶光統一07購06,0,0,0,--,--,--,--, ,0.00,--,0,--,0,506.00
077944,臻鼎統一08購01,0,0,0,--,--,--,--, ,0.00,0.05,10,0.14,12,101.50
077945,同欣電統一08購02,"10,000",1,"1,500",0.15,0.15,0.15,0.15,-,0.02,0.14,10,0.15,10,179.00
077946,南電統一0A購01,0,0,0,--,--,--,--, ,0.00,4.13,10,4.22,10,340.50
077948,為升元富07購01,0,0,0,--,--,--,--, ,0.00,0.12,25,0.13,25,188.50
077955,上証2X元大07購01,0,0,0,--,--,--,--, ,0.00,0.04,100,0.14,10,67.25
077956,滬深2X元大07購06,0,0,0,--,--,--,--, ,0.00,--,0,0.10,10,26.55
077965,友達元大07購03,0,0,0,--,--,--,--, ,0.00,4.17,100,4.27,10,20.80
077977,群創元大08購01,0,0,0,--,--,--,--, ,0.00,--,0,6.55,10,19.10
077983,彩晶元大08購02,0,0,0,--,--,--,--, ,0.00,--,0,7.60,10,20.15
077984,嘉聯益元大08購01,"5,000",1,600,0.12,0.12,0.12,0.12, ,0.00,0.02,100,0.12,10,30.55
077989,惠特元大07購01,0,0,0,--,--,--,--, ,0.00,0.12,100,0.13,50,172.00
077990,惠特元大08購01,"126,000",2,"135,930",1.08,1.08,1.03,1.03,-,0.02,0.96,10,0.97,50,172.00
077994,榮成國泰08購01,0,0,0,--,--,--,--, ,0.00,2.69,499,2.79,30,25.75
077995,台積電國泰08購02,0,0,0,--,--,--,--, ,0.00,5.70,10,6.20,10,605.00
077996,友達國泰08購01,"1,138,000",17,"7,739,100",7.15,7.15,6.65,6.75,-,1.30,6.70,3,--,0,20.80
077997,群創國泰08購01,0,0,0,--,--,--,--, ,0.00,--,0,7.55,10,19.10
077998,彩晶國泰08購02,0,0,0,--,--,--,--, ,0.00,--,0,--,0,20.15
077999,彩晶國泰08購03,0,0,0,--,--,--,--, ,0.00,--,0,--,0,20.15
078002,玉晶光富邦07購01,0,0,0,--,--,--,--, ,0.00,--,0,--,0,506.00
078019,旺宏中信09購01,"413,000",23,"49,750",0.14,0.14,0.12,0.12,-,0.02,0.12,10,0.13,27,0.00
078021,矽格中信07購01,0,0,0,--,--,--,--, ,0.00,0.10,30,0.11,30,0.00
078025,華邦電凱基08購01,"229,000",11,"575,250",2.61,2.61,2.26,2.26,-,0.47,2.27,100,2.29,10,33.65
078026,微星凱基07購01,"10,000",1,"23,900",2.39,2.39,2.39,2.39,X,0.00,2.27,100,2.35,10,170.50
078027,南亞科凱基08購01,0,0,0,--,--,--,--, ,0.00,0.04,100,0.10,10,79.10
078028,友達凱基09購01,0,0,0,--,--,--,--, ,0.00,--,0,--,0,20.80
078031,華新科凱基07購01,"50,000",2,"13,800",0.34,0.34,0.26,0.26,-,0.06,0.28,100,0.29,10,212.50
078033,長榮凱基08購01,0,0,0,--,--,--,--, ,0.00,49.80,100,--,0,133.50
078035,玉晶光凱基07購01,0,0,0,--,--,--,--, ,0.00,0.02,100,0.10,10,506.00
078036,群創凱基09購02,"7,000",3,"25,080",3.62,3.62,3.49,3.49,-,0.97,3.49,100,3.54,10,19.10
078039,世芯凱基07購02,"10,000",2,100,0.01,0.01,0.01,0.01, ,0.00,0.01,100,0.02,10,550.00
078043,彩晶凱基09購02,"30,000",3,"119,400",3.93,4.05,3.93,4.05,X,0.00,3.78,100,3.83,10,20.15
078044,嘉聯益凱基08購01,0,0,0,--,--,--,--, ,0.00,0.04,100,0.10,10,30.55
078045,T50反1元大09購01,0,0,0,--,--,--,--, ,0.00,0.01,651,0.10,10,5.65
078046,臺指反元大09購01,0,0,0,--,--,--,--, ,0.00,0.01,547,0.10,10,6.42
078058,強茂元大07購01,"289,000",11,"290,470",0.95,1.07,0.86,1.04,+,0.39,1.02,100,1.03,50,61.00
078069,世紀鋼元大07購05,"159,000",21,"143,620",0.82,0.94,0.81,0.81,+,0.06,0.77,100,0.87,10,132.50
078070,金寶國票07購01,0,0,0,--,--,--,--, ,0.00,0.52,25,0.54,10,13.20
078071,國巨國票08購03,"253,000",7,"431,640",1.70,1.75,1.65,1.72,+,0.07,1.75,25,1.77,10,531.00
078072,華邦電國票08購01,0,0,0,--,--,--,--, ,0.00,3.65,25,3.69,10,33.65
078073,晶技國票07購01,"3,000",1,"9,180",3.06,3.06,3.06,3.06,-,0.43,2.99,25,3.09,10,114.00
078074,台表科國票08購01,0,0,0,--,--,--,--, ,0.00,0.03,25,0.14,120,122.50
078075,惠特國票08購01,0,0,0,--,--,--,--, ,0.00,0.23,25,0.25,10,172.00
078076,華邦電國泰08購01,0,0,0,--,--,--,--, ,0.00,4.53,499,--,0,33.65
078077,南亞科富邦08購01,0,0,0,--,--,--,--, ,0.00,0.13,10,0.20,20,79.10
078078,萬海富邦08購01,0,0,0,--,--,--,--, ,0.00,24.00,10,--,0,205.50
078079,智伸科富邦08購01,0,0,0,--,--,--,--, ,0.00,0.09,10,0.10,10,174.50
078081,矽創富邦08購01,0,0,0,--,--,--,--, ,0.00,4.76,10,4.86,10,288.50
078085,世芯永豐07購02,0,0,0,--,--,--,--, ,0.00,0.06,50,0.43,20,550.00
078086,世芯永豐07購03,0,0,0,--,--,--,--, ,0.00,--,0,1.05,14,550.00
078090,強茂統一07購01,"1,000",1,"1,410",1.41,1.41,1.41,1.41,X,0.00,1.60,10,1.67,10,61.00
078091,強茂統一08購01,"295,000",3,"335,600",1.00,1.14,1.00,1.14,X,0.00,1.16,10,1.23,10,61.00
078093,世芯統一08購01,"7,000",4,"2,810",0.59,0.59,0.36,0.36,-,0.13,0.36,7,0.59,16,550.00
078094,世芯統一0A購01,"93,000",13,"172,110",1.88,1.88,1.56,1.78,-,0.06,1.63,3,1.77,18,550.00
078095,世芯統一0A購02,"90,000",24,"62,490",0.75,0.75,0.66,0.69,-,0.06,0.69,11,0.71,23,550.00
078096,世芯統一0B購01,"399,000",31,"216,090",0.60,0.60,0.52,0.54,-,0.04,0.52,22,0.56,20,550.00
078098,長華統一08購01,0,0,0,--,--,--,--, ,0.00,0.26,10,0.27,10,32.55
078099,長華統一08購02,"22,000",2,"19,360",0.88,0.88,0.88,0.88,+,0.01,0.88,10,0.89,10,32.55
078102,台聚元富0C購01,0,0,0,--,--,--,--, ,0.00,11.30,50,12.30,50,36.30
078103,聚陽元富0C購01,"1,000",1,"7,850",7.85,7.85,7.85,7.85,-,0.05,7.60,50,7.75,50,260.00
078104,華城元富07購01,0,0,0,--,--,--,--, ,0.00,0.06,25,0.07,25,42.55
078105,亞德客元富07購01,0,0,0,--,--,--,--, ,0.00,2.90,25,3.00,10,965.00
078106,和桐元富0C購01,0,0,0,--,--,--,--, ,0.00,2.05,10,2.11,10,11.60
078107,喬山元富0C購01,0,0,0,--,--,--,--, ,0.00,2.07,25,2.14,25,80.80
078108,勝一元富0C購01,"4,000",2,"14,560",3.64,3.64,3.64,3.64,-,0.06,3.50,25,3.60,10,121.50
078110,聯電元富08購03,0,0,0,--,--,--,--, ,0.00,1.70,25,1.80,10,52.40
078111,宏碁元富0C購01,0,0,0,--,--,--,--, ,0.00,4.14,50,4.22,50,31.70
078112,致茂元富0C購01,"120,000",3,"463,200",3.86,3.86,3.86,3.86,+,0.19,3.75,50,3.85,50,200.00
078113,技嘉元富0C購01,0,0,0,--,--,--,--, ,0.00,4.96,25,5.30,25,112.00
078114,漢唐元富0C購01,"21,000",9,"62,540",3.05,3.05,2.93,2.98,-,0.04,2.88,50,2.90,50,239.50
078115,南亞科元富07購05,0,0,0,--,--,--,--, ,0.00,0.13,25,0.14,25,79.10
078116,強茂元富07購03,"12,000",1,"24,840",2.07,2.07,2.07,2.07,X,0.00,2.07,13,2.17,25,61.00
078117,強茂元富09購01,"347,000",12,"680,300",1.86,2.00,1.86,1.98,X,0.00,1.94,25,2.04,25,61.00
078118,強茂元富09購02,"453,000",10,"631,230",1.20,1.46,1.18,1.46,+,0.30,1.44,25,1.47,25,61.00
078119,富邦金元富0C購01,0,0,0,--,--,--,--, ,0.00,18.60,50,19.10,50,72.60
078120,開發金元富0C購01,0,0,0,--,--,--,--, ,0.00,3.42,50,3.52,50,12.35
078121,玉山金元富0C購01,"10,000",1,"10,300",1.03,1.03,1.03,1.03,X,0.00,1.00,60,1.02,50,25.60
078122,嘉晶元富0C購01,"250,000",13,"516,740",2.05,2.30,2.03,2.05,-,0.11,2.00,25,2.05,23,71.30
078124,世芯元富07購01,0,0,0,--,--,--,--, ,0.00,0.19,25,0.29,25,550.00
078141,聯發科群益08購01,0,0,0,--,--,--,--, ,0.00,1.89,25,1.99,10,985.00
078144,日月光群益07購02,0,0,0,--,--,--,--, ,0.00,4.09,25,4.19,10,115.50
078149,為升中信0A購01,0,0,0,--,--,--,--, ,0.00,0.06,30,0.07,10,0.00
078150,華邦電中信0A購01,0,0,0,--,--,--,--, ,0.00,--,0,3.19,15,0.00
078151,全新中信09購01,"281,000",6,"97,970",0.34,0.37,0.34,0.35,+,0.03,0.33,30,0.34,30,0.00
078153,群創中信0A購01,0,0,0,--,--,--,--, ,0.00,--,0,3.48,25,0.00
078154,台表科中信09購01,"10,000",1,800,0.08,0.08,0.08,0.08,+,0.02,0.07,30,0.12,30,0.00
078155,晶碩中信09購01,0,0,0,--,--,--,--, ,0.00,2.00,30,--,0,0.00
078156,滬深2X凱基08購02,0,0,0,--,--,--,--, ,0.00,0.14,100,0.15,10,26.55
078159,大成鋼凱基07購02,0,0,0,--,--,--,--, ,0.00,--,0,--,0,45.75
078160,聯電凱基07購02,"49,000",4,"58,960",1.24,1.24,1.15,1.15,-,0.18,1.11,100,1.13,10,52.40
078161,聯電凱基08購01,"199,000",13,"150,820",0.78,0.79,0.73,0.73,-,0.11,0.71,100,0.72,10,52.40
078162,國巨凱基07購02,"15,000",1,"5,400",0.36,0.36,0.36,0.36,+,0.01,0.35,100,0.45,10,531.00
078163,國巨凱基07購03,"20,000",1,"4,400",0.22,0.22,0.22,0.22,+,0.02,0.22,100,0.32,10,531.00
078171,臺股指凱基07購03,0,0,0,--,--,--,--, ,0.00,6.50,499,6.55,10,0.00
078176,強茂兆豐07購01,"85,000",4,"113,750",1.31,1.38,1.31,1.36,+,0.41,1.37,10,1.46,10,61.00
078179,世芯兆豐07購01,0,0,0,--,--,--,--, ,0.00,0.17,1,0.21,10,550.00
078181,上証2X元大09購01,"70,000",1,"28,700",0.41,0.41,0.41,0.41,-,0.05,0.38,499,0.39,499,67.25
078182,滬深2X元大07購07,0,0,0,--,--,--,--, ,0.00,--,0,0.10,10,26.55
078183,中石化元大0A購01,"80,000",8,"218,500",2.80,2.80,2.68,2.68,X,0.00,2.68,200,2.76,10,13.55
078185,為升元大07購01,0,0,0,--,--,--,--, ,0.00,--,0,0.10,10,188.50
078186,台達電元大07購01,"10,000",1,"36,800",3.68,3.68,3.68,3.68,-,0.31,3.78,100,3.88,10,303.00
078189,華邦電元大08購01,0,0,0,--,--,--,--, ,0.00,5.35,100,5.40,10,33.65
078190,金像電元大07購01,0,0,0,--,--,--,--, ,0.00,1.51,100,1.55,10,58.90
078196,中工元大09購01,0,0,0,--,--,--,--, ,0.00,0.36,100,0.46,10,9.06
078202,彩晶元大09購01,0,0,0,--,--,--,--, ,0.00,--,0,--,0,20.15
078203,瑞儀元大07購01,0,0,0,--,--,--,--, ,0.00,0.04,100,0.05,50,119.50
078205,同欣電元大07購01,"198,000",2,"17,120",0.09,0.09,0.08,0.08,-,0.02,0.07,100,0.08,50,179.00
078206,台表科元大07購02,0,0,0,--,--,--,--, ,0.00,0.05,100,0.06,50,122.50
078207,緯穎元大07購01,"88,000",11,"397,490",4.04,5.85,3.93,5.25,+,1.27,4.37,200,4.47,50,"1,020.00"
078208,長華元大07購01,0,0,0,--,--,--,--, ,0.00,0.17,100,0.18,50,32.55
078209,聯電國泰08購01,"2,000",2,"5,480",2.74,2.74,2.74,2.74,-,0.21,2.54,499,2.64,30,52.40
078210,聯電國泰08購02,"61,000",7,"114,760",1.96,1.96,1.87,1.89,-,0.13,1.80,499,1.90,30,52.40
078211,旺宏國泰08購02,"20,000",1,"10,200",0.51,0.51,0.51,0.51,X,0.00,0.52,499,0.62,30,43.90
078212,聯電富邦08購01,"33,000",3,"16,100",0.50,0.50,0.46,0.46,-,0.09,0.44,10,0.75,40,52.40
078213,微星富邦07購01,0,0,0,--,--,--,--, ,0.00,1.37,100,1.42,10,170.50
078214,友達富邦08購01,0,0,0,--,--,--,--, ,0.00,--,0,--,0,20.80
078215,聯詠富邦08購01,0,0,0,--,--,--,--, ,0.00,3.05,10,3.15,10,510.00
078228,華邦電元富07購03,0,0,0,--,--,--,--, ,0.00,4.86,25,4.96,25,33.65
078229,華邦電元富09購02,0,0,0,--,--,--,--, ,0.00,4.27,25,4.37,25,33.65
078230,華邦電元富0A購06,0,0,0,--,--,--,--, ,0.00,3.37,25,3.47,25,33.65
078231,智邦元富09購03,"396,000",9,"568,220",1.41,1.50,1.38,1.39,-,0.08,1.38,25,1.39,25,295.00
078232,南亞科元富09購03,"332,000",4,"116,700",0.35,0.40,0.35,0.35,+,0.02,0.33,25,0.37,25,79.10
078233,長榮元富09購01,0,0,0,--,--,--,--, ,0.00,61.00,25,62.00,25,133.50
078234,晶技元富0C購01,0,0,0,--,--,--,--, ,0.00,5.35,25,5.85,10,114.00
078235,健鼎元富0C購01,"61,000",3,"94,550",1.55,1.55,1.55,1.55,-,0.03,1.55,50,1.57,50,128.50
078236,景碩元富0C購01,"40,000",3,"196,900",4.95,4.95,4.84,4.84,+,0.08,4.38,50,4.48,50,115.50
078237,新日興元富0C購01,"22,000",3,"15,480",0.69,0.74,0.69,0.74,+,0.08,0.70,50,0.71,50,114.00
078238,牧德元富0C購01,0,0,0,--,--,--,--, ,0.00,1.82,50,1.87,50,252.50
078239,達麗元富0C購01,"243,000",3,"280,980",1.12,1.18,1.12,1.18,-,0.10,1.18,25,1.19,50,30.60
078240,精成科元富0C購01,0,0,0,--,--,--,--, ,0.00,5.05,25,5.20,10,32.80
078241,帆宣元富0C購01,0,0,0,--,--,--,--, ,0.00,1.31,25,1.34,25,105.50
078242,聯茂元富0C購01,"17,000",2,"37,540",2.22,2.22,2.20,2.20,-,0.21,2.10,25,2.16,25,137.00
078243,康舒元富0C購01,0,0,0,--,--,--,--, ,0.00,0.88,50,0.90,50,27.15
078244,晶碩元富07購03,0,0,0,--,--,--,--, ,0.00,7.95,25,8.15,25,582.00
078245,達方元富09購02,0,0,0,--,--,--,--, ,0.00,0.57,25,0.58,25,43.35
078248,T50反1群益08購02,0,0,0,--,--,--,--, ,0.00,--,0,--,0,5.65
078252,鴻海群益07購01,0,0,0,--,--,--,--, ,0.00,6.15,25,--,0,111.50
078256,大立光群益07購02,"129,000",4,"5,160",0.04,0.04,0.04,0.04,X,0.00,--,0,0.14,10,"3,070.00"
078260,京鼎群益07購01,0,0,0,--,--,--,--, ,0.00,0.21,25,0.31,10,230.50
078263,GIS群益07購01,"42,000",3,"1,660",0.03,0.04,0.03,0.04,-,0.01,--,0,0.08,2,104.50
078266,道瓊反國票08購02,0,0,0,--,--,--,--, ,0.00,0.12,25,0.13,10,8.09
078267,元金2X國票08購03,"188,000",5,"328,460",1.74,1.75,1.73,1.75,-,0.11,1.77,25,1.78,10,28.33
078268,國巨國票07購03,"190,000",9,"38,300",0.17,0.24,0.17,0.20,-,0.02,0.21,25,0.24,12,531.00
078269,國巨國票09購01,"4,000",2,"9,270",2.37,2.37,2.30,2.30,+,0.20,2.34,25,2.37,10,531.00
078270,旺宏國票07購02,0,0,0,--,--,--,--, ,0.00,0.06,25,--,0,43.90
078271,旺宏國票08購02,"40,000",2,"15,600",0.42,0.42,0.36,0.36,-,0.07,0.35,25,0.36,10,43.90
078272,技嘉國票08購01,0,0,0,--,--,--,--, ,0.00,4.15,25,4.25,10,112.00
078273,南亞科國票08購02,0,0,0,--,--,--,--, ,0.00,0.29,25,0.30,10,79.10
078274,宏達電國票08購01,"397,000",10,"814,300",2.18,2.18,1.80,1.84,-,0.39,1.74,25,1.79,10,40.10
078275,亞光國票09購01,"100,000",2,"87,000",0.87,0.87,0.87,0.87,X,0.00,0.85,25,0.88,10,80.90
078276,明泰國票07購01,0,0,0,--,--,--,--, ,0.00,0.02,25,0.12,10,28.10
078277,玉晶光國票08購06,0,0,0,--,--,--,--, ,0.00,0.20,25,0.21,10,506.00
078278,京鼎國票08購01,0,0,0,--,--,--,--, ,0.00,0.64,25,0.65,10,230.50
078279,聯鈞國票07購01,0,0,0,--,--,--,--, ,0.00,0.01,25,0.11,10,58.10
078280,臻鼎國票07購01,0,0,0,--,--,--,--, ,0.00,0.01,25,0.09,22,101.50
078281,臻鼎國票09購01,0,0,0,--,--,--,--, ,0.00,0.09,25,0.10,10,101.50
078282,同欣電國票07購01,0,0,0,--,--,--,--, ,0.00,0.01,25,0.02,10,179.00
078283,台表科國票07購01,"1,000",1,150,0.15,0.15,0.15,0.15,+,0.01,0.14,25,0.15,10,122.50
078284,晶碩國票07購01,0,0,0,--,--,--,--, ,0.00,8.30,25,8.80,10,582.00
078285,南茂國票07購01,0,0,0,--,--,--,--, ,0.00,4.49,25,4.59,10,48.65
078287,和大國票07購01,0,0,0,--,--,--,--, ,0.00,0.04,25,0.05,10,97.00
078289,華邦電國票08購02,"3,000",3,"11,000",3.67,3.70,3.63,3.63,-,0.30,3.22,25,3.24,10,33.65
078290,佳世達國票07購01,"50,000",1,"5,500",0.11,0.11,0.11,0.11,X,0.00,0.10,25,0.11,10,29.55
078291,智原國票07購01,"1,000",1,"1,630",1.63,1.63,1.63,1.63,X,0.00,1.57,25,1.64,10,75.10
078292,華晶科國票07購01,0,0,0,--,--,--,--, ,0.00,0.67,25,0.69,10,34.90
078293,立積國票08購01,"2,000",2,"12,400",6.45,6.45,5.95,5.95,-,0.35,5.60,25,5.85,10,508.00
078294,嘉聯益國票08購01,0,0,0,--,--,--,--, ,0.00,0.03,100,0.11,10,30.55
078296,滬深2X兆豐07購01,0,0,0,--,--,--,--, ,0.00,0.21,10,0.30,10,26.55
078297,A50正2兆豐07購01,0,0,0,--,--,--,--, ,0.00,0.42,10,0.44,10,50.85
078298,聯電兆豐07購01,0,0,0,--,--,--,--, ,0.00,0.79,10,0.88,10,52.40
078299,聯電兆豐07購02,"95,000",9,"52,250",0.55,0.55,0.55,0.55,X,0.00,0.45,10,0.54,10,52.40
078300,聯電兆豐07購03,"4,000",4,"2,210",0.59,0.59,0.51,0.51,-,0.16,0.49,10,0.57,10,52.40
078301,金寶兆豐07購01,0,0,0,--,--,--,--, ,0.00,0.25,10,0.26,10,13.20
078304,華邦電兆豐07購01,0,0,0,--,--,--,--, ,0.00,3.09,10,--,0,33.65
078305,友達兆豐07購01,0,0,0,--,--,--,--, ,0.00,1.98,10,2.07,10,20.80
078306,玉晶光兆豐07購01,0,0,0,--,--,--,--, ,0.00,--,0,0.01,308,506.00
078307,京鼎兆豐07購01,0,0,0,--,--,--,--, ,0.00,0.24,10,0.33,10,230.50
078309,立積兆豐07購01,0,0,0,--,--,--,--, ,0.00,2.80,10,--,0,508.00
078310,元金2X元富0A購01,0,0,0,--,--,--,--, ,0.00,0.80,25,0.81,25,28.33
078312,圓剛元富09購01,0,0,0,--,--,--,--, ,0.00,0.23,50,0.24,50,40.30
078313,圓剛元富0C購01,0,0,0,--,--,--,--, ,0.00,0.50,70,0.51,50,40.30
078314,玉晶光元富09購04,0,0,0,--,--,--,--, ,0.00,0.54,50,0.55,50,506.00
078327,台積電康和07購01,0,0,0,--,--,--,--, ,0.00,0.11,10,0.12,10,605.00
078328,友達康和07購01,"10,000",1,"7,200",0.72,0.72,0.72,0.72,-,0.60,0.69,20,--,0,20.80
078329,群創康和08購01,"229,000",21,"456,090",2.19,2.19,1.85,1.85,-,0.86,1.78,41,1.85,10,19.10
078331,亞德客凱基07購01,"256,000",13,"71,640",0.27,0.29,0.27,0.28,-,0.06,0.28,100,0.29,10,965.00
078332,聯電凱基07購03,"10,000",1,"3,000",0.30,0.30,0.30,0.30,-,0.06,0.25,100,0.26,10,52.40
078333,聯電凱基08購02,"5,000",1,"1,650",0.33,0.33,0.33,0.33,-,0.08,0.33,100,0.34,10,52.40
078334,聯電凱基0A購01,"209,000",9,"130,730",0.64,0.64,0.62,0.62,-,0.04,0.60,100,0.61,100,52.40
078335,台積電凱基0A購02,"1,749,000",16,"1,510,670",0.85,0.88,0.85,0.86,-,0.04,0.86,18,0.93,73,605.00
078336,友訊凱基07購01,0,0,0,--,--,--,--, ,0.00,--,0,0.10,10,18.85
078337,旺宏凱基0A購01,"110,000",9,"45,140",0.43,0.45,0.39,0.39,-,0.05,0.39,100,0.40,100,43.90
078338,華邦電凱基0A購01,"320,000",23,"603,370",1.87,1.92,1.74,1.74,-,0.26,1.73,100,1.74,50,33.65
078342,友達凱基08購02,0,0,0,--,--,--,--, ,0.00,--,0,2.80,1,20.80
078344,圓剛凱基07購01,0,0,0,--,--,--,--, ,0.00,--,0,0.06,1,40.30
078349,群創凱基09購03,"126,000",10,"510,810",4.21,4.24,3.83,3.83,-,0.99,3.80,100,3.83,48,19.10
078352,彩晶凱基07購01,"20,000",1,"98,200",4.91,4.91,4.91,4.91,X,0.00,4.65,100,4.75,10,20.15
078353,臺股指凱基0C購01,"63,000",7,"201,430",3.18,3.25,3.15,3.16,-,0.11,3.23,499,3.24,499,0.00
078356,和大元大07購01,0,0,0,--,--,--,--, ,0.00,0.05,100,0.06,50,97.00
078358,華通元大08購01,0,0,0,--,--,--,--, ,0.00,0.19,100,0.20,50,41.05
078359,旺宏元大07購01,0,0,0,--,--,--,--, ,0.00,0.04,100,0.14,10,43.90
078362,華邦電元大07購03,0,0,0,--,--,--,--, ,0.00,4.78,100,4.88,10,33.65
078367,圓剛元大07購01,"524,000",4,"5,240",0.01,0.01,0.01,0.01,X,0.00,0.01,76,0.05,37,40.30
078368,全新元大07購01,0,0,0,--,--,--,--, ,0.00,1.36,100,1.42,10,119.00
078369,宏達電元大07購01,0,0,0,--,--,--,--, ,0.00,1.91,100,2.90,1,40.10
078372,群創元大08購03,"11,000",1,"52,030",4.73,4.73,4.73,4.73,-,1.12,4.65,100,4.75,10,19.10
078375,瀚宇博元大07購01,0,0,0,--,--,--,--, ,0.00,0.05,100,0.06,50,45.20
078383,聯電國泰09購01,"10,000",1,"11,300",1.13,1.13,1.13,1.13,-,0.02,1.01,499,1.11,30,52.40
078384,友達國泰08購02,0,0,0,--,--,--,--, ,0.00,3.84,10,--,0,20.80
078385,友達國泰08購03,"15,000",1,"55,500",3.70,3.70,3.70,3.70,X,0.00,--,0,--,0,20.80
078386,圓剛國泰08購01,0,0,0,--,--,--,--, ,0.00,0.08,499,0.11,30,40.30
078387,圓剛國泰08購02,"58,000",3,"8,700",0.15,0.15,0.15,0.15,X,0.00,0.13,519,0.14,30,40.30
078388,大成鋼富邦08購01,0,0,0,--,--,--,--, ,0.00,2.23,100,2.70,5,45.75
078389,聯電富邦07購01,"61,000",4,"2,480",0.04,0.08,0.04,0.08,-,0.01,0.03,40,0.08,9,52.40
078390,旺宏富邦08購01,0,0,0,--,--,--,--, ,0.00,0.06,100,0.10,10,43.90
078391,華邦電富邦07購01,0,0,0,--,--,--,--, ,0.00,1.09,10,1.19,10,33.65
078392,群創富邦07購01,0,0,0,--,--,--,--, ,0.00,1.23,10,1.33,10,19.10
078393,立積富邦07購01,0,0,0,--,--,--,--, ,0.00,1.49,10,1.59,10,508.00
078394,同欣電富邦07購01,0,0,0,--,--,--,--, ,0.00,0.01,100,0.10,10,179.00
078420,深中小群益07購01,0,0,0,--,--,--,--, ,0.00,0.01,25,0.11,10,17.88
078424,聯電群益07購01,0,0,0,--,--,--,--, ,0.00,0.12,25,0.22,10,52.40
078431,技嘉群益07購01,0,0,0,--,--,--,--, ,0.00,3.10,1,3.50,10,112.00
078433,友達群益09購02,0,0,0,--,--,--,--, ,0.00,--,0,--,0,20.80
078439,群創群益09購02,0,0,0,--,--,--,--, ,0.00,--,0,--,0,19.10
078444,彩晶群益09購03,0,0,0,--,--,--,--, ,0.00,--,0,--,0,20.15
078449,聯電中信07購03,0,0,0,--,--,--,--, ,0.00,0.02,30,0.08,50,0.00
078452,華邦電兆豐07購02,0,0,0,--,--,--,--, ,0.00,2.06,10,2.14,10,33.65
078461,岱宇統一07購01,"35,000",4,"1,450",0.05,0.05,0.04,0.04, ,0.00,0.04,78,0.05,50,99.40
078462,岱宇統一08購01,0,0,0,--,--,--,--, ,0.00,0.34,10,0.35,10,99.40
078463,聯電統一07購03,"2,057,000",38,"1,154,290",0.57,0.59,0.53,0.53,-,0.11,0.51,10,0.65,5,52.40
078464,聯電統一08購02,"3,000",3,"1,650",0.55,0.55,0.55,0.55,-,0.03,0.49,10,0.50,10,52.40
078465,鴻海統一08購02,0,0,0,--,--,--,--, ,0.00,3.79,400,3.89,10,111.50
078466,台積電統一0A購01,"75,000",6,"125,460",1.65,1.68,1.65,1.68,-,0.01,1.68,488,1.70,100,605.00
078467,旺宏統一07購02,0,0,0,--,--,--,--, ,0.00,0.23,499,0.24,499,43.90
078468,旺宏統一08購01,"298,000",7,"201,830",0.73,0.73,0.63,0.63,-,0.09,0.63,400,0.64,100,43.90
078469,華邦電統一07購01,0,0,0,--,--,--,--, ,0.00,1.42,108,--,0,33.65
078470,華邦電統一08購01,"25,000",3,"57,350",2.38,2.38,2.23,2.24,-,0.20,2.10,400,2.13,10,33.65
078471,南亞科統一07購01,0,0,0,--,--,--,--, ,0.00,0.03,499,0.04,49,79.10
078472,南亞科統一08購01,0,0,0,--,--,--,--, ,0.00,0.13,108,0.14,108,79.10
078473,南亞科統一08購02,0,0,0,--,--,--,--, ,0.00,0.16,400,0.17,400,79.10
078474,圓剛統一08購01,0,0,0,--,--,--,--, ,0.00,0.07,400,0.10,400,40.30
078475,華新科統一08購03,"170,000",9,"47,600",0.29,0.31,0.26,0.26,-,0.06,0.01,499,0.28,10,212.50
078476,彩晶統一08購01,0,0,0,--,--,--,--, ,0.00,--,0,--,0,20.15
078477,南電統一07購05,0,0,0,--,--,--,--, ,0.00,5.65,400,6.15,10,340.50
078478,滬深2X國票07購01,"478,000",2,"129,060",0.27,0.27,0.27,0.27,-,0.03,0.22,25,0.32,10,26.55
078479,台達化國票07購01,0,0,0,--,--,--,--, ,0.00,2.63,25,2.73,10,42.70
078480,亞德客國票07購01,0,0,0,--,--,--,--, ,0.00,0.78,25,0.79,10,965.00
078481,大成鋼國票08購02,0,0,0,--,--,--,--, ,0.00,3.36,25,--,0,45.75
078482,聯電國票08購02,"45,000",4,"22,100",0.51,0.51,0.46,0.46,-,0.09,0.45,25,0.46,10,52.40
078483,金寶國票07購02,0,0,0,--,--,--,--, ,0.00,0.12,25,0.13,10,13.20
078484,鴻海國票08購01,0,0,0,--,--,--,--, ,0.00,8.70,25,9.20,10,111.50
078485,鴻海國票08購02,0,0,0,--,--,--,--, ,0.00,1.40,7,4.10,5,111.50
078487,旺宏國票08購03,0,0,0,--,--,--,--, ,0.00,0.46,25,0.47,10,43.90
078488,華邦電國票08購03,"3,000",3,"8,290",2.79,2.81,2.69,2.69,-,0.32,2.40,25,2.42,10,33.65
078489,微星國票08購01,0,0,0,--,--,--,--, ,0.00,2.64,25,2.74,10,170.50
078490,友達國票07購03,0,0,0,--,--,--,--, ,0.00,1.75,25,1.77,10,20.80
078491,友達國票08購04,"170,000",5,"242,650",1.54,1.54,1.37,1.37,-,0.57,1.35,25,1.37,10,20.80
