公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1476,儒鴻,-,-16.13,2743615,-4.73,2415301,2300958,-4.73,2415301,2300958
1477,聚陽,-,-1.96,2134444,-2.39,2143944,2092533,-2.39,2143944,2092533
4414,如興,-,-31.19,1929909,22.69,1082296,1327928,22.69,1082296,1327928
4426,利勤,因中美貿易戰未明、國外及台灣接連年假所致,-7.29,136757,-50.77,257523,126774,-50.77,257523,126774
4438,廣越,-,-11.89,825730,-18.57,893414,727482,-18.57,893414,727482
1503,士電,-,5.56,2358387,-6.19,2653863,2489575,-6.19,2653863,2489575
1504,東元,-,-13.06,4370102,-4.29,3969809,3799231,-4.29,3969809,3799231
1506,正道,-,27.59,65938,-10.01,93504,84135,-10.01,93504,84135
1507,永大,此為本公司自結數,-26.66,1343396,-12.14,1121406,985190,-12.14,1121406,985190
1513,中興電,-,-35.21,1562768,-5.76,1074295,1012380,-5.76,1074295,1012380
1514,亞力,-,-32.56,570145,15.54,332758,384478,15.54,332758,384478
1515,力山,去年產品上市，今年穩定出貨,-10.66,563308,-50.73,1021525,503251,-50.73,1021525,503251
1517,利奇,-,-32.56,296233,-34.58,305412,199773,-34.58,305412,199773
1519,華城,公營、市面均增加，尤其外銷增加最多。,-54.18,1605967,209.96,237388,735811,209.96,237388,735811
1526,日馳,-,-35.3,114536,-17.66,90001,74103,-17.66,90001,74103
1527,鑽全,-,-11.04,308438,-26.08,371214,274371,-26.08,371214,274371
1528,恩德,-,-42.72,403618,-31.93,339618,231176,-31.93,339618,231176
1529,樂士,"本期太陽能工程營收較去年同期多,故增幅高",-64.86,195437,128.61,30040,68676,128.61,30040,68676
1530,亞崴,-,-36.97,283724,-44.43,321784,178804,-44.43,321784,178804
1531,高林股,因本年年假在1月(上年在2月)，上班天數少影響出貨所致。,-49.11,222534,-50.92,230758,113241,-50.92,230758,113241
1532,勤美,-,-31.44,1235183,-29.64,1203550,846719,-29.64,1203550,846719
1535,中宇,-,-38.79,924870,-43.72,1005894,566085,-43.72,1005894,566085
1537,廣隆,-,-24.2,685401,-30.24,744711,519466,-30.24,744711,519466
1538,正峰,-,-32.77,34906,-23.03,30485,23464,-23.03,30485,23464
1539,巨庭,-,-6.6,175847,-42.76,286948,164226,-42.76,286948,164226
1540,喬福,-,-20.94,50844,-20.92,50830,40196,-20.92,50830,40196
1541,錩泰,-,60.37,258998,19.69,347031,415373,19.69,347031,415373
1558,伸興,-,-27.58,466060,-18.02,411722,337493,-18.02,411722,337493
1560,中砂,-,1.27,390317,-10.54,441889,395279,-10.54,441889,395279
1583,程泰,-,-31.67,489085,-40.16,558549,334189,-40.16,558549,334189
1597,直得,-,-18.32,99918,-28.58,114277,81609,-28.58,114277,81609
2049,上銀,-,-21.45,1323171,-37.67,1667522,1039231,-37.67,1667522,1039231
2371,大同,-,-33.98,3810080,-17.86,3062480,2515305,-17.86,3062480,2515305
3167,大量,-,-51.55,237042,-40.29,192327,114835,-40.29,192327,114835
4526,東台,-,-45.21,1103593,-26.39,821410,604580,-26.39,821410,604580
4532,瑞智,-,-19.96,1931176,-16.09,1842090,1545582,-16.09,1842090,1545582
4540,全球傳動,-,-40.29,160464,-37.96,154436,95811,-37.96,154436,95811
4555,氣立,-,-29.01,119109,-32.71,125660,84552,-32.71,125660,84552
4562,穎漢,-,-33.83,82392,-41.32,92917,54517,-41.32,92917,54517
4564,元翎,本月及本年營收較去年同期減少，主要係因高壓鋼瓶出貨量減少及本月適逢農曆春節假期實際營業日減少所致。,-17.93,143367,-57.56,277282,117656,-57.56,277282,117656
4566,時碩工業,-,18.11,275260,-6.95,349406,325119,-6.95,349406,325119
4572,駐龍,-,-27.46,55294,-49.33,79170,40109,-49.33,79170,40109
4576,大銀微系統,-,-27.61,178137,-18.78,158769,128944,-18.78,158769,128944
8222,寶一,-,-4.66,59428,-19.34,70242,56655,-19.34,70242,56655
8374,羅昇,-,-33.44,262409,-34.37,266110,174636,-34.37,266110,174636
8996,高力,-,-18.38,163724,-33.21,200077,133622,-33.21,200077,133622
1603,華電,-,-23.24,256791,25.87,156589,197104,25.87,156589,197104
1604,聲寶,-,26.38,573509,-2.46,743165,724844,-2.46,743165,724844
1605,華新,-,-31.05,11694930,-40.87,13638561,8063234,-40.87,13638561,8063234
1608,華榮,-,-31.82,796311,-24.15,715762,542860,-24.15,715762,542860
1609,大亞,-,-27.83,1668164,-22.88,1561227,1203912,-22.88,1561227,1203912
1611,中電,-,-18.18,211223,-23.64,226338,172810,-23.64,226338,172810
1612,宏泰,-,-7.39,310824,-3.25,297535,287849,-3.25,297535,287849
1614,三洋電,-,15.3,384403,-13.05,509806,443227,-13.05,509806,443227
1615,大山,-,-59.44,433065,-8.89,192795,175644,-8.89,192795,175644
1616,億泰,-,-49.52,341576,-10.37,192355,172405,-10.37,192355,172405
1617,榮星,-,-27.05,268772,-19.95,244936,196052,-19.95,244936,196052
1618,合機,-,-60.89,230843,-37.9,145365,90271,-37.9,145365,90271
4930,燦星網,-,0.67,743102,-23.42,976959,748118,-23.42,976959,748118
5283,禾聯碩,-,-20.21,432881,-18.54,424019,345388,-18.54,424019,345388
1708,東鹼,-,-8.57,382045,41.49,246863,349300,41.49,246863,349300
1709,和益,-,-6.67,826445,24.23,620853,771316,24.23,620853,771316
1710,東聯,無,24.73,1115485,-40.13,2324372,1391398,-40.13,2324372,1391398
1711,永光,-,-14.43,773369,-26.51,900397,661699,-26.51,900397,661699
1712,興農,-,6.86,1430201,0.8,1516151,1528330,0.8,1516151,1528330
1713,國化,-,-22.28,47363,-44.55,66383,36808,-44.55,66383,36808
1714,和桐,-,4.29,1740654,-27.73,2512281,1815402,-27.73,2512281,1815402
1717,長興,-,-32.49,3467062,-31.24,3403666,2340333,-31.24,3403666,2340333
1718,中纖,"本月份自結異業別合併營收資訊,未經會計師簽證或核閱",8.94,2459152,-22.36,3450764,2679023,-22.36,3450764,2679023
1721,三晃,-,-3.83,261593,-29.15,355110,251563,-29.15,355110,251563
1722,台肥,-,1.71,943061,-31.01,1390537,959280,-31.01,1390537,959280
1723,中碳,-,7.97,513243,-19.68,689967,554160,-19.68,689967,554160
1724,台硝,-,-8.19,160891,-1.41,149829,147704,-1.41,149829,147704
1725,元禎,-,-11.26,698491,-24.69,823090,619818,-24.69,823090,619818
1726,永記,-,-14.18,762602,-17.37,792055,654464,-17.37,792055,654464
1727,中華化,-,-13.0,185809,-24.99,215510,161650,-24.99,215510,161650
1730,花仙子,-,54.69,203619,-27.18,432620,314995,-27.18,432620,314995
1732,毛寶,-,-7.4,53114,-20.95,62219,49183,-20.95,62219,49183
1735,日勝化,-,-50.06,274209,-42.73,239110,136916,-42.73,239110,136916
1773,勝一,-,-13.27,689150,-0.31,599553,597684,-0.31,599553,597684
1776,展宇,-,-16.15,134975,-29.37,160246,113169,-29.37,160246,113169
3708,上緯投控,-,-37.39,592037,-34.25,563689,370619,-34.25,563689,370619
4720,德淵,-,-38.77,296278,-40.75,306166,181383,-40.75,306166,181383
4722,國精化,-,-22.78,323091,-38.11,403153,249488,-38.11,403153,249488
4739,康普,-,3.53,506367,-10.97,588923,524279,-10.97,588923,524279
4755,三福化,-,-5.74,304582,-21.85,367378,287088,-21.85,367378,287088
4764,雙鍵,-,-34.64,303045,-46.78,372127,198045,-46.78,372127,198045
4766,南寶,-,-19.75,1453927,-14.65,1367047,1166696,-14.65,1367047,1166696
1598,岱宇,-,-25.95,586757,-41.83,746884,434445,-41.83,746884,434445
1701,中化,-,9.56,672901,-16.34,881375,737281,-16.34,881375,737281
1707,葡萄王,-,-41.98,990584,-24.02,756431,574728,-24.02,756431,574728
1720,生達,-,-5.23,332276,-15.96,374705,314869,-15.96,374705,314869
1731,美吾華,˙本公司自109年起淡出低利潤之物流配送業務，聚焦高利潤之自有品牌產品業務拓展。 ˙1月適逢農曆春節，工作日較少。,28.97,83591,-23.92,141727,107813,-23.92,141727,107813
1733,五鼎,-,-26.0,195138,-29.67,205344,144401,-29.67,205344,144401
1734,杏輝,-,-35.34,250306,-24.31,213815,161834,-24.31,213815,161834
1736,喬山,-,-53.99,3501759,-9.54,1781104,1611021,-9.54,1781104,1611021
1760,寶齡富錦,-,-50.44,161432,-25.27,107061,80004,-25.27,107061,80004
1762,中化生,-,29.04,105740,-10.19,151934,136448,-10.19,151934,136448
1783,和康生,-,-38.4,38276,-8.16,25671,23576,-8.16,25671,23576
1786,科妍,-,-23.51,52309,-11.74,45331,40009,-11.74,45331,40009
1789,神隆,-,-58.69,384607,-49.45,314268,158856,-49.45,314268,158856
1795,美時,-,-57.01,1734290,26.17,590779,745428,26.17,590779,745428
3164,景岳,-,-30.42,31124,-15.14,25521,21655,-15.14,25521,21655
3705,永信,-,-17.62,850936,-4.01,730299,700996,-4.01,730299,700996
4104,佳醫,-,-3.74,579223,-5.07,587302,557524,-5.07,587302,557524
4106,雃博,-,-20.44,159040,-28.63,177289,126523,-28.63,177289,126523
4108,懷特,營收較去年同期減少，係因處方藥品較去年同期減少。,-35.16,5201,-50.57,6822,3372,-50.57,6822,3372
4119,旭富,-,106.68,146778,45.62,208323,303367,45.62,208323,303367
4133,亞諾法,-,9.72,30617,-16.47,40221,33596,-16.47,40221,33596
4142,國光生,月營收較去年同期增加主要係因銷售國內四價流感所致。,30.36,274030,2588.44,13288,357241,2588.44,13288,357241
4155,訊映,因美國、非洲、歐洲客戶銷售成長所致。,9.65,134622,66.02,88914,147616,66.02,88914,147616
4164,承業醫,-,-58.33,301403,-25.42,168412,125594,-25.42,168412,125594
4737,華廣,-,-65.97,269043,-25.44,122788,91540,-25.44,122788,91540
4746,台耀,-,-37.65,287308,-28.29,249794,179111,-28.29,249794,179111
6491,晶碩,-,-32.31,368568,-10.48,278687,249453,-10.48,278687,249453
1802,台玻,-,-41.04,3950424,-32.06,3427816,2328821,-32.06,3427816,2328821
1806,冠軍,-,-49.16,406930,-25.08,276142,206872,-25.08,276142,206872
1809,中釉,-,1.35,183689,-7.83,202002,186180,-7.83,202002,186180
1810,和成,-,-38.86,541205,-20.94,418531,330885,-20.94,418531,330885
1817,凱撒衛,-,-44.57,249873,-35.01,213140,138504,-35.01,213140,138504
1903,士紙,-,-23.63,15615,-46.7,22374,11925,-46.7,22374,11925
1904,正隆,-,-38.36,4493543,-20.96,3504093,2769466,-20.96,3504093,2769466
1905,華紙,-,-23.25,1771241,-29.6,1930865,1359253,-29.6,1930865,1359253
1906,寶隆,-,-18.94,110049,-32.39,131929,89196,-32.39,131929,89196
1907,永豐餘,-,-25.44,6681502,-23.1,6477996,4981539,-23.1,6477996,4981539
1909,榮成,-,-31.02,4421436,-29.65,4335397,3049782,-29.65,4335397,3049782
2002,中鋼,-,-17.18,29103956,-33.19,36077811,24103044,-33.19,36077811,24103044
2006,東和鋼鐵,-,-29.98,3891550,-29.86,3885194,2724791,-29.86,3885194,2724791
2007,燁興,-,0.63,451480,-36.05,710512,454337,-36.05,710512,454337
2008,高興昌,-,-2.42,76394,-47.8,142822,74539,-47.8,142822,74539
2009,第一銅,-,-30.82,219168,-24.27,200194,151605,-24.27,200194,151605
2010,春源,-,-21.35,1655436,-8.06,1416047,1301856,-8.06,1416047,1301856
2012,春雨,-,-20.64,792491,-24.56,833735,628893,-24.56,833735,628893
2013,中鋼構,-,-49.05,1895691,-45.28,1765137,965765,-45.28,1765137,965765
2014,中鴻,-,35.93,2555751,-15.23,4098860,3474214,-15.23,4098860,3474214
2015,豐興,-,-36.44,2471252,-45.13,2862920,1570644,-45.13,2862920,1570644
2017,官田鋼,-,-22.1,289754,-34.44,344306,225708,-34.44,344306,225708
2020,美亞,-,-12.36,385042,-5.78,358169,337448,-5.78,358169,337448
2022,聚亨,-,-7.33,930456,-25.7,1160536,862248,-25.7,1160536,862248
2023,燁輝,-,-26.35,5080454,-17.72,4547372,3741294,-17.72,4547372,3741294
2024,志聯,-,-31.57,105952,-38.09,117097,72494,-38.09,117097,72494
2025,千興,-,32.79,70218,-15.65,110555,93246,-15.65,110555,93246
2027,大成鋼,-,31.73,4396044,-24.87,7709297,5791299,-24.87,7709297,5791299
2028,威致,適逢春節營業天數下降故營收減少,-44.07,916599,-55.89,1162249,512592,-55.89,1162249,512592
2029,盛餘,-,-9.78,891449,2.71,782996,804253,2.71,782996,804253
2030,彰源,-,-37.57,1026877,-40.99,1086358,641034,-40.99,1086358,641034
2031,新光鋼,-,-25.02,888980,2.28,651691,666556,2.28,651691,666556
2032,新鋼,-,-21.47,290470,-18.43,279648,228084,-18.43,279648,228084
2033,佳大,-,-18.38,67157,-26.54,74621,54810,-26.54,74621,54810
2034,允強,-,-18.3,1287788,-34.08,1595895,1052001,-34.08,1595895,1052001
2038,海光,-,-36.31,742591,-39.64,783653,472956,-39.64,783653,472956
2069,運錩,-,-29.92,707992,-34.79,760900,496122,-34.79,760900,496122
2211,長榮鋼,-,-11.28,1163221,48.46,695107,1031986,48.46,695107,1031986
3004,豐達科,-,-2.15,228549,3.73,215570,223618,3.73,215570,223618
5007,三星,-,-4.48,503575,-36.82,761368,481014,-36.82,761368,481014
9958,世紀鋼,本月及本年增加百分比達50%以上，主因風力事業陸續投產，影響收入較同期增加,-20.9,419350,232.04,99885,331666,232.04,99885,331666
2101,南港,"公告係屬自結數,與會計師所出具之財報因匯率之故將存有略微差異,屆時請以財報為準.",-6.94,861081,-10.22,892556,801264,-10.22,892556,801264
2102,泰豐,-,-1.48,363997,-10.52,400770,358597,-10.52,400770,358597
2103,台橡,-,1.07,2186689,-16.62,2650889,2210251,-16.62,2650889,2210251
2104,國際中橡,-,729.44,177258,-32.18,2167950,1470263,-32.18,2167950,1470263
2105,正新,無。,-28.01,9630989,-27.9,9615549,6932650,-27.9,9615549,6932650
2106,建大,-,1.77,2292692,-12.47,2665955,2333395,-12.47,2665955,2333395
2107,厚生,-,3.25,303578,48.75,210728,313471,48.75,210728,313471
2108,南帝,-,-6.86,981621,-21.25,1161018,914258,-21.25,1161018,914258
2109,華豐,-,-20.98,478629,-10.33,421756,378175,-10.33,421756,378175
2114,鑫永銓,-,-24.86,140381,-30.17,151055,105473,-30.17,151055,105473
6582,申豐,-,7.94,232680,-24.04,330652,251160,-24.04,330652,251160
1319,東陽,-,-18.94,1923831,-18.86,1921791,1559320,-18.86,1921791,1559320
1339,昭輝,-,-33.61,254373,-31.83,247724,168854,-31.83,247724,168854
1512,瑞利,-,31.99,119768,26.25,125210,158088,26.25,125210,158088
1521,大億,-,-6.8,347517,-21.6,413134,323875,-21.6,413134,323875
1522,堤維西,-,-4.3,1364551,-17.78,1588233,1305764,-17.78,1588233,1305764
1524,耿鼎,-,-31.46,233181,-31.06,231829,159821,-31.06,231829,159821
1525,江申,-,-25.61,96098,-28.03,99329,71484,-28.03,99329,71484
1533,車王電,-,-0.08,226307,-9.98,251189,226107,-9.98,251189,226107
1536,和大,-,20.68,428372,-7.67,559963,516966,-7.67,559963,516966
1568,倉佑,-,-33.77,207760,-12.29,156877,137587,-12.29,156877,137587
1587,吉茂,-,-4.14,133556,9.21,117220,128019,9.21,117220,128019
2201,裕隆,-,-13.83,7910451,-20.83,8609332,6815762,-20.83,8609332,6815762
2204,中華,-,26.56,2762456,-4.98,3679923,3496345,-4.98,3679923,3496345
2206,三陽工業,-,0.86,2704431,-7.07,2935584,2727827,-7.07,2935584,2727827
2207,和泰車,-,15.82,18461308,24.26,17207809,21382644,24.26,17207809,21382644
2227,裕日車,-,-13.41,2844545,-41.08,4180393,2462964,-41.08,4180393,2462964
2228,劍麟,-,-15.03,396274,-13.41,388825,336678,-13.41,388825,336678
2231,為升,-,0.38,314409,-12.32,360019,315631,-12.32,360019,315631
2233,宇隆,-,-8.1,212369,-15.75,231660,195155,-15.75,231660,195155
2241,艾姆勒,係客戶需求增加,6.31,64333,68.0,40709,68394,68.0,40709,68394
2247,汎德永業,-,-31.38,3936446,-24.71,3587855,2701135,-24.71,3587855,2701135
2497,怡利電,-,8.81,150701,-5.7,173902,163987,-5.7,173902,163987
3346,麗清,無,-18.82,424526,6.38,323915,344607,6.38,323915,344607
4551,智伸科,-,-20.96,444869,-14.69,412156,351601,-14.69,412156,351601
6288,聯嘉,-,-12.03,365452,4.01,309049,321461,4.01,309049,321461
6605,帝寶,-,-4.09,1422628,-9.73,1511501,1364403,-9.73,1511501,1364403
2302,麗正,-,-13.84,42975,-20.28,46445,37024,-20.28,46445,37024
2303,聯電,-,5.39,13370032,19.46,11795477,14091018,19.46,11795477,14091018
2329,華泰,-,-18.4,1351133,-18.57,1354012,1102468,-18.57,1354012,1102468
2330,台積電,-,0.35,103313138,32.76,78093827,103683135,32.76,78093827,103683135
2337,旺宏,-,3.5,2662631,21.94,2259997,2755885,21.94,2259997,2755885
2338,光罩,本公司合併美祿/威達/群豐之營收,-6.52,322622,21.19,248830,301560,21.19,248830,301560
2342,茂矽,-,10.53,126053,3.48,134645,139331,3.48,134645,139331
2344,華邦電,-,-9.6,4074094,-5.0,3876792,3682717,-5.0,3876792,3682717
2351,順德,-,-16.04,770819,-24.45,856640,647114,-24.45,856640,647114
2363,矽統,-,-55.8,18476,-49.92,16306,8165,-49.92,16306,8165
2369,菱生,-,-13.09,421513,2.22,358362,366319,2.22,358362,366319
2379,瑞昱,無,-2.24,5513684,15.59,4662891,5390129,15.59,4662891,5390129
2388,威盛,-,0.49,494549,15.96,428559,496985,15.96,428559,496985
2401,凌陽,-,-37.54,476383,-24.02,391621,297541,-24.02,391621,297541
2408,南亞科,-,3.91,4330531,5.68,4258227,4500238,5.68,4258227,4500238
2434,統懋,-,-15.6,12018,-39.64,16803,10142,-39.64,16803,10142
2436,偉詮電,-,-40.48,198331,-39.86,196273,118033,-39.86,196273,118033
2441,超豐,-,-8.12,1103699,13.57,892838,1014042,13.57,892838,1014042
2449,京元電子,-,-4.68,2399211,26.36,1809595,2286708,26.36,1809595,2286708
2451,創見,-,10.64,966619,-21.99,1371138,1069559,-21.99,1371138,1069559
2454,聯發科,海外子公司之營收係以當月平均匯率換算之,-10.28,22089329,22.01,16242046,19817777,22.01,16242046,19817777
2458,義隆,-,-12.83,847380,-3.05,761885,738588,-3.05,761885,738588
2481,強茂,"本月營收淨額含二極體$701,409仟元及其他$12,959仟元，減銷退/折$6,430仟元。",-16.5,847871,-4.55,741702,707938,-4.55,741702,707938
3006,晶豪科,-,-5.55,1031257,8.26,899594,973925,8.26,899594,973925
3014,聯陽,-,7.57,297134,3.47,308903,319644,3.47,308903,319644
3016,嘉晶,-,2.12,320030,-7.36,352816,326839,-7.36,352816,326839
3034,聯詠,-,3.94,5406212,9.78,5118504,5619245,9.78,5118504,5619245
3035,智原,-,-11.53,467526,13.32,364946,413589,13.32,364946,413589
3041,揚智,-,-35.5,202083,-46.12,241897,130328,-46.12,241897,130328
3054,立萬利,-,-41.28,10905,-32.04,9423,6403,-32.04,9423,6403
3094,聯傑,-,-32.65,26488,13.5,15716,17838,13.5,15716,17838
3189,景碩,-,-13.52,2184108,-10.99,2122169,1888752,-10.99,2122169,1888752
3257,虹冠電,客戶需求增加,-7.38,75858,86.65,37641,70258,86.65,37641,70258
3413,京鼎,-,-16.03,820015,8.59,634046,688553,8.59,634046,688553
3443,創意,-,-23.01,1131793,-1.96,888790,871366,-1.96,888790,871366
3450,聯鈞,-,-15.9,471371,-21.49,504906,396387,-21.49,504906,396387
3530,晶相光,因監控系列產品營收較去年同期大幅成長所致,-30.83,261077,57.87,114379,180575,57.87,114379,180575
3532,台勝科,-,-4.54,955609,-33.36,1369020,912202,-33.36,1369020,912202
3536,誠創,"因本月面板及整流器營收下滑,致營收較去年衰退",-36.27,48782,-68.45,98546,31086,-68.45,98546,31086
3545,敦泰,108同期因晶圓代工產能受限導致出貨低迷,-1.1,854829,75.29,482253,845388,75.29,482253,845388
3583,辛耘,-,-24.06,310470,-40.16,393980,235752,-40.16,393980,235752
3588,通嘉,-,-1.64,97050,13.37,84191,95450,13.37,84191,95450
3686,達能,因太陽能產業鏈需求與價格持續低迷，本公司大幅減少出貨，避免落入販售越多虧損越多的窘境，營收因此下滑。,-2.03,8915,-58.06,20829,8734,-58.06,20829,8734
3711,日月光投控,-,-19.19,38781574,-5.19,33055773,31337455,-5.19,33055773,31337455
4919,新唐,-,-25.71,942351,9.56,638922,700026,9.56,638922,700026
4952,凌通,-,-27.2,165189,-21.68,153533,120247,-21.68,153533,120247
4961,天鈺,-,-19.24,852615,-13.95,800275,688564,-13.95,800275,688564
